상품코드,대상도시,상품형태,상품명,리뷰ID,작성자,평점,내용,작성일,동행,공감수,옵션정보,연령대,리뷰요약1,리뷰요약2,리뷰요약3,리뷰요약4,리뷰요약5,cleaned,내용_요약,LDA_Topic_1,NMF_Topic_1,LDA_Topic_2,NMF_Topic_2,LDA_Topic_3,NMF_Topic_3,LDA_Topic_4,NMF_Topic_4,LDA_Topic_5,NMF_Topic_5
MAV1040,다낭,패키지,[대구출발] 다낭 5일 #윈덤 골든베이 #월드체인5성 #바나힐 테마파크 #호이안 #전신마사지 #6대특식,236276,zun****,3.0,"1일차 오전이 여유로워서 개인적인 시간 보낼수있어서 좋았습니다.
가이드도 점심후 로컬카페에서 차한잔씩 같이하면서 여유를 가지면서 관광을 시작했고
오행산. 바구니. 호이안 등 오후 일정이  빡빡했지만 힘들지 않았어요. 호이안의 저녁이 너무 아름답기때문에 짧은 관광시간이 못내 아쉬웠습니다
2일차 바니힐에서 마찬가지 일정시간이 촉박한점만 빼고는 식사와 관광은 만족스러웠습니다.
3일차는 피할수없다는 쇼핑3회가 너무 지루하고 힘들었네요..딱히 살것도 없었고 너무 비싸게 판매하는것이 눈에보이는데도 살수밖에 없는건가?

전체적으로 자유여행에 비해 일행이 많기때문에  기다리는시간도 많이 필요했고 선택관광으로 인해 선택하지 않은 사람들은 대기해야되는 점이 확실히 별로였습니다.
선택의 폭을 줄이고 대기시에 대기자들의 배려가 좀더 있었다면 어땠을까 생각이드는 까다로운 패키지여행이였어요",2024.02.07,아동동반 여행,4,"호이안 바구니배 체험,호이안 야경투어,다낭 나이트 시티투어",40,객실이 깨끗해요, 호텔 부대시설이 좋아요, 현지 음식이 맛있어요, 일정이 알차요, 가격이 합리적이에요,일차 오전이 여유로워서 개인적인 보낼수있어서 좋았습니다 가이드도 점심후 로컬카페에서 차한잔씩 같이하면서 여유를 가지면서 관광을 시작했고 오행산 바구니 호이안 오후 일정이 빡빡했지만 힘들지 않았어요 호이안의 저녁이 아름답기때문에 짧은 관광시간이 못내 아쉬웠습니다 일차 바니힐에서 마찬가지 일정시간이 촉박한점만 빼고는 식사와 관광은 만족스러웠습니다 일차는 피할수없다는 쇼핑회가 지루하고 힘들었네요딱히 살것도 없었고 비싸게 판매하는것이 눈에보이는데도 살수밖에 없는건가 전체적으로 자유여행에 비해 일행이 많기때문에 기다리는시간도 필요했고 선택관광으로 인해 선택하지 않은 사람들은 대기해야되는 점이 확실히 별로였습니다 선택의 폭을 줄이고 대기시에 대기자들의 배려가 좀더 있었다면 어땠을까 생각이드는 까다로운 패키지여행이였어요,"1일차 오전이 여유로워서 개인적인 시간 보낼수있어서 좋았습니다.
가이드도 점심후 로컬카페...",0.029533144346528636,0.02492404965309641,0.029564113166788267,0.0,0.881951322980445,0.012230279443053261,0.02948940330905613,0.0869721325113834,0.029462016197181938,0.016249313143355478
MAV1040,다낭,패키지,[출발확정] 다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,236202,csc****,3.0,"친정엄마  모시고 다녀온 첫 해외여행이라 음식걱정 많았는데 호텔조식도 잘 드셨고 가이드가 안내한 식당에서도 거부감없이 식사를 해서 다행이었습니다
다음에는 선택관광 추가 없고 쇼핑없는 상품으로
여행할려고 합니다~
선택관광추가하니 1백만원 넘고 쇼핑은 저희팀만 방에서 교육 같은걸하는데  가격도 비싸고 부담스러웠네요~ 건강보조식품은 부모님 모시고 가면 안사기도 뭐하고 참 기분이 찝찝해요
처음이 비싸더라도 노쇼핑으로 가세요~",2024.02.07,가족여행,5,,40,객실이 깨끗해요, 일정이 알차요, 현지 음식이 맛있어요, 가격이 합리적이에요, 가이드가 전문적이에요,친정엄마 모시고 다녀온 해외여행이라 음식걱정 많았는데 호텔조식도 드셨고 안내한 식당에서도 거부감없이 식사를 다행이었습니다 다음에는 선택관광 추가 없고 쇼핑없는 상품으로 여행할려고 합니다 선택관광추가하니 백만원 넘고 쇼핑은 저희팀만 방에서 교육 같은걸하는데 가격도 비싸고 부담스러웠네요 건강보조식품은 부모님 모시고 가면 안사기도 뭐하고 기분이 찝찝해요 처음이 비싸더라도 노쇼핑으로 가세요,친정엄마  모시고 다녀온 첫 해외여행이라 음식걱정 많았는데 호텔조식도 잘 드셨고 가이드가 ...,0.038796704399988384,0.02861242802662285,0.03882505339657361,0.0,0.8451147356876,0.09825893814532999,0.038857920360604044,0.0026744228467036387,0.03840558615523393,0.0
MAV1040,다낭,패키지,[출발확정][청주출발] 다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,235596,sso****,1.0,"패키지 여행 정말 돈 아깝고 시간낭비였습니다~!!

다신 이용하고 싶지 않습니다~ ",2024.02.01,가족여행,2,"호이안 바구니배 체험,호이안 야경투어",40,객실이 깨끗해요,,,,,아깝고 시간낭비였습니다 다신 이용하고 싶지 않습니다,"패키지 여행 정말 돈 아깝고 시간낭비였습니다~!!

다신 이용하고 싶지 않습니다~ ...",0.7470772855379758,0.020236298053087236,0.06363560534061945,0.008843662808273528,0.06468714525691471,0.003999849487490587,0.06246228024495482,0.0,0.06213768361953522,0.0
MAV1040,다낭,패키지,다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,234931,lst****,3.0,"이번 가족여행  가족여행이라 좋았지만 
가이드님 때문에 실망스러웠어여
정용운 부장님  말로만 다하시는분 같았어요
여행장소에 가서 그냥 풀어놓구 몇시까지 오라고 히면 끝이예요 넓은곳에 사람도 많은데 차량이동중에 설명하고  도착하면 내려주고 몇시까지 오라고 참 어이가 없더라구요 현지가이드랑 똑같이 그렇게 하시더라구요 다른여행사 다른팀에 오신 가이드분은들은 끝까지 
따라와서 설명해주시고 안내해주시던데  많이 아쉬웠습니다",2024.01.26,가족여행,3,,50,호텔에서 쉬기 좋아요, 객실 뷰가 좋아요, 일정이 여유로워요, 식당이 청결해요, 가격이 합리적이에요,이번 가족여행 가족여행이라 좋았지만 가이드님 실망스러웠어여 정용운 부장님 말로만 다하시는분 같았어요 여행장소에 가서 풀어놓구 몇시까지 오라고 히면 끝이예요 넓은곳에 사람도 많은데 차량이동중에 설명하고 도착하면 내려주고 몇시까지 오라고 어이가 없더라구요 현지가이드랑 똑같이 그렇게 하시더라구요 다른여행사 다른팀에 오신 가이드분은들은 끝까지 따라와서 설명해주시고 안내해주시던데 아쉬웠습니다,"이번 가족여행  가족여행이라 좋았지만 
가이드님 때문에 실망스러웠어여
정용운 부장님  ...",0.042572053779374446,0.013640887282716826,0.042084953565261755,0.0,0.8312506247008097,0.008550291207850197,0.042142538270125075,0.06579491436452117,0.04194982968442908,0.0
MAV1040,다낭,패키지,[출발확정] 다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,234629,ou0***,2.0,"가이드님의 열정으로 아쉬움을 달래줍니다
다음은 자유여행이 편할것 같아요",2024.01.23,가족여행,2,"호이안 야경투어,차밍 다낭쇼",50,호텔에서 쉬기 좋아요, 일정이 여유로워요, 가격이 합리적이에요, 식당이 청결해요, 가이드가 열정적이에요,가이드님의 열정으로 아쉬움을 달래줍니다 다음은 자유여행이 편할것,"가이드님의 열정으로 아쉬움을 달래줍니다
다음은 자유여행이 편할것 같아요...",0.08302076016427819,0.0038761213617845573,0.08405155387566644,0.00039326382025688377,0.0845214546027601,0.0,0.665384760051715,0.0217472301110761,0.08302147130558027,0.0
MAV1040,다낭,패키지,[타임세일] 다낭 4일 #윈덤 골든베이 #월드체인5성 #바나힐 테마파크 #호이안 야경투어 #전신마사지 #6대특식,234314,고마세리떠나,2.0,"이번 여행을 통해 느낀 점은...가능하다면 앞으로는 패키지여행은 피해야겠다는 생각뿐이었습니다. 여행을 적게 한 게 아닌데 이런 패키지는 처음이었네요. 선택관광, 노니와 침향 압박...왜 적지 않은 돈을 지불하고 이렇게 스트레스를 받아야 하지?라는 생각뿐이었습니다. 차라리 가격대를 올리더라도 패키지 질을 좀 높이길 바랍니다.",2024.01.19,가족여행,5,,40,호텔 부대시설이 좋아요, 호텔에서 쉬기 좋아요, 현지 음식이 다양해요,,,이번 여행을 느낀 점은가능하다면 앞으로는 패키지여행은 피해야겠다는 생각뿐이었습니다 여행을 적게 아닌데 패키지는 처음이었네요 선택관광 노니와 침향 압박왜 적지 않은 돈을 지불하고 이렇게 스트레스를 받아야 하지라는 생각뿐이었습니다 차라리 가격대를 올리더라도 질을 높이길 바랍니다,이번 여행을 통해 느낀 점은...가능하다면 앞으로는 패키지여행은 피해야겠다는 생각뿐이었습니...,0.04185313350667214,0.061782794685954046,0.04187442799807249,0.0019991250415406074,0.8316020803505646,0.0789426882566312,0.042795377742414514,0.0,0.04187498040227622,0.0
MAV1040,다낭,패키지,[스마트 초이스] 다낭 5일 #포포인츠바이쉐라톤 #바나힐 테마파크 #호이안 #전신마사지 #다낭타워 씨푸드,234134,sug*****,3.0,"가격대비 호텔은 전반적으로 많이 아쉬웠습니다.
다낭에 좋은 호텔도 많은데 5성급 호텔의 의미가 없는 숙박이었습니다.
음식은 다양해서 괜찮았습니다
다만 타워에서 먹은 해산물은 말라비틀어 진것으로 요리를 해서 그런지 딱딱하고 매우 불만족 스러웠습니다.
그리고 쇼핑3회중 물건은 다 구입은 했지만
3일째 되는날  아침부터 2회연속 쇼핑은 매우 힘들었습니다.
가격도 비싼데 호텔로 별로
쇼핑도 3회~~ 
하나투어의 명성이 계속 지켜질건지 의문스럽습니다.
",2024.01.18,친구모임,3,,50,호텔이 관광지와 가까워요, 일정이 알차요, 현지 음식이 다양해요, 가격이 합리적이에요, 가이드가 재밌어요,가격대비 호텔은 전반적으로 아쉬웠습니다 다낭에 좋은 호텔도 많은데 성급 호텔의 의미가 없는 숙박이었습니다 음식은 다양해서 괜찮았습니다 다만 타워에서 먹은 해산물은 말라비틀어 진것으로 요리를 그런지 딱딱하고 불만족 스러웠습니다 쇼핑회중 물건은 구입은 했지만 일째 되는날 아침부터 회연속 쇼핑은 힘들었습니다 가격도 비싼데 호텔로 별로 쇼핑도 하나투어의 명성이 계속 지켜질건지 의문스럽습니다,"가격대비 호텔은 전반적으로 많이 아쉬웠습니다.
다낭에 좋은 호텔도 많은데 5성급 호텔의 ...",0.0333280546444599,0.017026351125157265,0.03366678397154337,0.0,0.8662586457479886,0.0031807822886151605,0.03339081666168529,0.13212306315815606,0.033355698974322806,0.00024519764930754925
MAV1040,다낭,패키지,[무안출발] 다낭 4일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,233875,yor******,1.0,"하나투어 이번여행만큼 실망스러운적은 처음인것같네요
배정된 가이드는 침향과 노니판매에만 열정적인것빼고 여태 다녀본 해외여행중에 최악이였네요
첫 만남 ㆍ버스안에서 첫마디가 이번여행 저를 만난게 행운이였고 최고의 여행을 만들어드릴테니
최고의 여행을 만들려면 돈을 쓰랍니다
첫날  베트남커피 마시면서 선택관광 강요
둘째날~오전부터 일정끝나는시간까지 침향ㆍ노니 설명
거짓말 하나도 안보태고 어떤이야기를 꺼내든 항상 마지막 이야기는  침향ㆍ노니
우리가 지금 효도관광을 온건지 상품관광을 온건지 모를정도로 스트레스 
패키지 온 팀원들은 정말 잘만났지만
가이드때문에 여행을 망친기분
아직도 상품강요를 이렇게 노골적으로 이야기하는 가이드는 난생처음
관광지투어는 대충~
침향ㆍ노니 설명은 여행의 반절~
선택관광팀은 미소지으며 케어
미선택 관광팀은 팽 ㅋㅋㅋ 
한국가이드보다 
베트남 현지가이드가 더많이 미소지어준
여행이였네요
가시는분들 꼭 참고하세요
선택관광은 가이드의 강요가 아닌 여행객의 선택입니다 



",2024.01.15,친구모임,12,"호이안 바구니배 체험,호이안 야경투어,호이안 씨클로,다낭 나이트 시티투어",40,호텔이 관광지와 가까워요, 현지 음식이 맛있어요,,,,이번여행만큼 실망스러운적은 처음인것같네요 배정된 가이드는 침향과 노니판매에만 열정적인것빼고 여태 다녀본 해외여행중에 최악이였네요 만남 버스안에서 첫마디가 이번여행 저를 만난게 행운이였고 최고의 여행을 만들어드릴테니 최고의 여행을 만들려면 돈을 쓰랍니다 첫날 베트남커피 마시면서 선택관광 강요 둘째날오전부터 일정끝나는시간까지 침향노니 설명 거짓말 하나도 안보태고 어떤이야기를 꺼내든 항상 마지막 이야기는 침향노니 우리가 지금 효도관광을 온건지 상품관광을 온건지 모를정도로 스트레스 팀원들은 잘만났지만 가이드때문에 여행을 망친기분 아직도 상품강요를 이렇게 노골적으로 이야기하는 가이드는 난생처음 관광지투어는 대충 침향노니 설명은 여행의 반절 선택관광팀은 미소지으며 케어 미선택 관광팀은 한국가이드보다 현지가이드가 더많이 미소지어준 여행이였네요 가시는분들 참고하세요 선택관광은 가이드의 강요가 아닌 여행객의 선택입니다,"하나투어 이번여행만큼 실망스러운적은 처음인것같네요
배정된 가이드는 침향과 노니판매에만 열...",0.03348647619891526,0.07674101731073286,0.03339956223491297,0.006739835756602238,0.8662670686700706,0.04961751577918618,0.03339617835243571,0.0,0.03345071454366554,0.0
MAV1040,다낭,패키지,[출발확정] 다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,233138,aja****,3.0,"코로나 이후 가족여행은 처음이라 즐거운 마음으로 시작한여행이었는데 도착하자마자 시작된 옵션으로 어리둥절했습니다.
여행전 홈페이지에서 옵션을 선택하고 간 여행이었는데...
그래도 함께 한 일행분들이 모두 배려있고 유쾌한 분들이라 그분들과 함께여서 즐겁게 마무리할수있었습니다.
다음여행은 패키지가 아닌 자유여행을 할거라 다짐합니다.",2024.01.08,가족여행,2,"호이안 야경투어,다낭 나이트 시티투어",40,,,,,,코로나 이후 가족여행은 처음이라 즐거운 마음으로 시작한여행이었는데 도착하자마자 시작된 옵션으로 어리둥절했습니다 여행전 홈페이지에서 옵션을 선택하고 여행이었는데 일행분들이 배려있고 유쾌한 분들이라 그분들과 함께여서 즐겁게 마무리할수있었습니다 다음여행은 패키지가 아닌 자유여행을 할거라 다짐합니다,코로나 이후 가족여행은 처음이라 즐거운 마음으로 시작한여행이었는데 도착하자마자 시작된 옵션...,0.04390759744618494,0.019005283057840095,0.8228110054894223,0.11978332509603937,0.04499873345829506,7.139151028144918e-05,0.043977924815381306,0.0,0.044304738790716294,0.0
MAV1040,다낭,패키지,[스마트 초이스] 다낭 5일 #포포인츠바이쉐라톤 #바나힐 테마파크 #호이안 #전신마사지 #다낭타워 씨푸드,233080,jmr****,2.0,"옵션 여행 수준이 낮음
쇼핑센타 견과류 등등 쩐내나서 실망 ㅠ
가이드 나이드셔서 재미도 설명도 부족 
6개월전 대만 여행은 다시가고 싶었는데 다낭은 다시가고 싶은 마음 없음",2024.01.08,친구모임,2,,50,객실 뷰가 좋아요, 가격이 합리적이에요, 일정이 여유로워요, 현지 음식이 다양해요,,옵션 수준이 낮음 쇼핑센타 견과류 등등 쩐내나서 실망 나이드셔서 재미도 설명도 부족 개월전 대만 여행은 다시가고 싶었는데 다낭은 다시가고 싶은 마음 없음,"옵션 여행 수준이 낮음
쇼핑센타 견과류 등등 쩐내나서 실망 ㅠ
가이드 나이드셔서 재미도...",0.04553552825596415,0.03473414973514374,0.04535395388029623,0.0020426801418905642,0.8177859352999008,0.0013647899421275666,0.04565960623227044,0.017367151672870753,0.045664976331568255,0.0
MAV1040,다낭,패키지,[출발확정][청주출발] 다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,233015,p**,1.0,"저는 여행자체를 좋아하는데 이번 패키지투어는 가이드의 비중이 정말 크다는걸 느낀 시간이었습니다.

ㆍ항공편 : 시간대도 그렇고 비행기좌석도 불편하긴했습니다.  특히 귀국때는 창구에서만 체크인이 가능해서 체력소모가 많았네요.  

ㆍ호텔 : 5성급이고 다낭에서 다섯손가락에든다는 가이드분의 설명과 조금 다르게 느꼈는데, 중국관광객이 단체로 온후 새벽까지 시끄럽고 조식도 맛없어서 고생하다왔습니다...

ㆍ관광 :  무슨 옵션관광이 이렇게많은지.. 또 옵션안하면 가이드눈치보게되고...  자유여행이 그리웠네요.   필리핀국민 먹여살리기 운동본부같은 느낌..

ㆍ쇼핑 : 위즐커피, 침향, 노니....   이렇게 빡세게 교육받았네요.  한시간 이상씩 설명듣느라 뭘하러왔나 헷갈리던 시간이었어요. 특히 침향과 노니는 쇼핑실적안나오니까 버스에서 가이드님께 단체로 모욕도 당했습니다.  쇼핑이 의무인가요?

ㆍ날씨 : 거의 비와 함께하다 마지막날 좋았어요. 이건 운도 따르니까 패쓰합니다^^

ㆍ음식 : 호텔조식외에는 전반적으로 먹을만 했어요~

ㆍ총평 : 가이드분이 수입을 많이 올리시려하는건 이해하지만 여행객들이 옵션관광이나 쇼핑때문에 그분 눈치보며 다니는건 아니라고 생각합니다.",2024.01.07,나홀로 여행,9,,50,객실 뷰가 좋아요,,,,,저는 여행자체를 좋아하는데 이번 패키지투어는 가이드의 비중이 크다는걸 느낀 시간이었습니다 항공편 시간대도 그렇고 비행기좌석도 불편하긴했습니다 귀국때는 창구에서만 체크인이 가능해서 체력소모가 많았네요 호텔 성급이고 다낭에서 다섯손가락에든다는 가이드분의 설명과 다르게 느꼈는데 중국관광객이 단체로 온후 새벽까지 시끄럽고 조식도 맛없어서 고생하다왔습니다 관광 무슨 옵션관광이 이렇게많은지 옵션안하면 가이드눈치보게되고 자유여행이 그리웠네요 필리핀국민 먹여살리기 운동본부같은 느낌 쇼핑 위즐커피 침향 노니 이렇게 빡세게 교육받았네요 한시간 이상씩 설명듣느라 뭘하러왔나 헷갈리던 시간이었어요 침향과 노니는 쇼핑실적안나오니까 버스에서 가이드님께 단체로 모욕도 당했습니다 쇼핑이 의무인가요 날씨 비와 함께하다 마지막날 좋았어요 이건 운도 따르니까 패쓰합니다 음식 호텔조식외에는 전반적으로 먹을만 했어요 총평 가이드분이 수입을 올리시려하는건 이해하지만 여행객들이 옵션관광이나 쇼핑때문에 그분 눈치보며 다니는건 아니라고 생각합니다,저는 여행자체를 좋아하는데 이번 패키지투어는 가이드의 비중이 정말 크다는걸 느낀 시간이었습...,0.02966993689216111,0.05872800617805086,0.029914073883638065,0.0,0.8809961803497525,0.0031087719516687384,0.02985816303565433,0.05820948912545388,0.029561645838793952,0.0005664252950894825
MAV1040,다낭,패키지,[출발확정] 다낭 5일 #윈덤 골든베이 #시내5성 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너,232933,gus***,1.0,"새해 가족여행은 한해를 가족과함께 많은것들을 계획하고 다짐하는 여행입니다.
패키지를 선택하는것은 낮선곳에서의 가이드님 도움으로 완성된 여행을 하고자함이고요.
그런데 이번 여행은 가이드님의 과도한 선택관광권유와 쇼핑에서 가이드님 언행은 적절하지 못했습니다.
함께하신 팀의 연령대가 70대이상 어르신분들부터 초등어린아이까지~~
그런데 가이드님의 지적질하는 말투, 감정적인어투~~너무 어이없었지만 저 혼자만의 여행이 아니기에 꾸~욱 참았습니다.
패키지여행이 여행사나 가이드의 돈 벌이가아닌 
어렵게 시간내서 가족끼리,친구끼리 아름다운 추억을 만드는 여행임을 잊지 말아주었으면 합니다.
좋은 추억을 만들어 주려고 노력하는 가이드님분들도 계시다는것도 알고 있습니다.
이글 보시고 꼭 하나투어 관계자님분들이 시정조치 해 주실것이라 믿습니다.",2024.01.06,가족여행,5,,50,,,,,,새해 가족여행은 한해를 가족과함께 많은것들을 계획하고 다짐하는 여행입니다 패키지를 선택하는것은 낮선곳에서의 가이드님 도움으로 완성된 여행을 하고자함이고요 이번 여행은 가이드님의 과도한 선택관광권유와 쇼핑에서 가이드님 언행은 적절하지 못했습니다 함께하신 팀의 연령대가 대이상 어르신분들부터 초등어린아이까지 가이드님의 지적질하는 말투 감정적인어투너무 어이없었지만 혼자만의 아니기에 꾸욱 참았습니다 패키지여행이 여행사나 가이드의 벌이가아닌 어렵게 시간내서 가족끼리친구끼리 아름다운 추억을 만드는 여행임을 잊지 말아주었으면 합니다 좋은 추억을 만들어 주려고 노력하는 가이드님분들도 계시다는것도 알고 이글 보시고 관계자님분들이 시정조치 주실것이라 믿습니다,"새해 가족여행은 한해를 가족과함께 많은것들을 계획하고 다짐하는 여행입니다.
패키지를 선택...",0.03823975931882136,0.02693304455392856,0.03819873445888102,0.0,0.8475137797165634,0.0,0.0380739112099781,0.12018371987267085,0.037973815295756025,0.0
MAV1040,다낭,패키지,[타임세일] 다낭 5일 #윈덤 골든베이 #월드체인5성 #바나힐 테마파크 #호이안 야경투어 #전신마사지 #6대특식,232632,gog*******,1.0,"1점도 아까워요

쇼핑센터 
너무 충격이였습니다 .노니침향 가격은 거의 몇백만원.. 장난 하시나요ㅠ 심지어 그 하루만 비가 안왔는데 실내에서 한시간 이상 그 강의를 듣고나 있자니.. 참 시간 낭비 제대로 했습니다 
누가 백만원 이상 주고 노니 구매합니까..? 
커피도 조금만 찾아보면 답 나오는데,  누가 몇십만원 이상 구매할까요..? 나가는데 판매하는 분이 왜 다 나가시나요? 이런식으로 눈치주던데..전부터 이런 식으로 해왔었나봐요..? 

음식
맛이 이맛도 저맛도 아닌 맛....ㅜ다 식고 ..진짜 배고파서 먹었습니다 오히려 호텔 조식이 더 맛있습니다 

마사지 팁 
팁은 정해져 있나요? 진짜 무슨 정해져 있는듯이 마사지사분이 대놓고 내놓으라고 하는 것도 기가 막혔습니다. 

패키지의 한계인 듯 싶습니다 더이상의 개선 요소가 없다면 , 하나투어 이용을 안할 듯 싶네요;;

쇼핑센터 시간 낭비, 선택관광 비용 , 음식의 맛 , 마사지 팁 비용 

조금만 찾아보면 굳이 하나투어 패키지로 안가도 더 저렴하게 즐길 수 있을 것 같네요 

그리고 마지막날 공항 도착 못해도 세시간 전엔 있어야하는데  너무 촉박하게 스케줄을 짠 듯 해요 
솔직히 그 당일에 쇼핑센터 3번;;; 이 쓸데없는 시간 낭비만 안했어도 공항에서 문제 꼬일 일 없었어요  다낭 국제공항 키오스크도 엉망. 서버 느리고 
계속 기다리라고만 반복.. 창구 직원의 미숙한 응대 .. 아시아나도 실망..

여러모로 실망이였던 하나투어 패키지 여행 
속보이는 가이드분들 ..
정말 이게 최선인가 싶습니다 

호텔은 수영장도 있고 조식도 괜찮았습니다 
다만 수영장 물이 차가웠습니다 
윈덤 베이 거리가 좀 있지만 직원들이 친절해서 좋았습니다  











 ",2024.01.02,가족여행,6,,20,객실이 깨끗해요, 객실 뷰가 좋아요,,,,점도 아까워요 쇼핑센터 충격이였습니다 노니침향 가격은 몇백만원 장난 하시나요 심지어 하루만 비가 안왔는데 실내에서 한시간 이상 강의를 듣고나 있자니 낭비 제대로 했습니다 누가 백만원 이상 주고 노니 구매합니까 커피도 조금만 찾아보면 나오는데 누가 몇십만원 이상 구매할까요 나가는데 판매하는 분이 나가시나요 이런식으로 눈치주던데전부터 식으로 해왔었나봐요 음식 맛이 이맛도 저맛도 아닌 맛다 식고 배고파서 먹었습니다 오히려 호텔 조식이 맛있습니다 마사지 팁은 정해져 있나요 무슨 정해져 있는듯이 마사지사분이 대놓고 내놓으라고 것도 기가 막혔습니다 패키지의 한계인 싶습니다 더이상의 개선 요소가 없다면 이용을 안할 싶네요 쇼핑센터 낭비 선택관광 비용 음식의 마사지 비용 조금만 찾아보면 굳이 패키지로 안가도 저렴하게 즐길 있을 같네요 마지막날 공항 도착 못해도 세시간 전엔 있어야하는데 촉박하게 스케줄을 해요 솔직히 당일에 쇼핑센터 쓸데없는 낭비만 안했어도 공항에서 문제 꼬일 없었어요 국제공항 키오스크도 엉망 서버 느리고 계속 기다리라고만 반복 창구 직원의 미숙한 응대 아시아나도 실망 여러모로 실망이였던 속보이는 가이드분들 이게 최선인가 싶습니다 호텔은 수영장도 조식도 괜찮았습니다 다만 수영장 물이 차가웠습니다 윈덤 베이 거리가 있지만 직원들이 친절해서 좋았습니다,"1점도 아까워요

쇼핑센터 
너무 충격이였습니다 .노니침향 가격은 거의 몇백만원.. ...",0.02368697021115685,0.06939094995302227,0.023728506366420675,0.0,0.9051102415398193,0.03677300949093992,0.023704521421797256,0.056459291181108956,0.02376976046080591,0.0
