상품코드,대상도시,상품형태,상품명,리뷰ID,작성자,평점,내용,작성일,동행,공감수,옵션정보,연령대,리뷰요약1,리뷰요약2,리뷰요약3,리뷰요약4,리뷰요약5
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194395,bes*****,4.8,"여행기간 내내 비가 온다는 일기예보에 걱정을 안고 출발했으나, 프로페셔널한 가이드님과 날씨의 도우심으로 비 거의 맞지 않고 즐겁게 다닐 수 있었습니다. 버스 이동중에도 베트남의 역사를 곁들인 상세한 안내 덕분에 전혀 지루하지 않았고, 버스 외에도 다양한 교통수단을 체험할 수 있어서 좋았습니다. 또 서브가이드의 놀라운 사진촬영 기술 덕분에 여러 장의 인생사진을 남길 수 있었던 것도 큰 수확이었습니다.
아쉬웠던 점은 피로 때문에 선택관광을 충분히 못했던 것, 그리고 숙소의 샤워부스 배수가 잘 되지 않아 고생했던 것 정도입니다.
큰 기대 없이 떠난 여행이었는데 여러 가지로 기억에 남을만한 추억을 만들고 왔습니다. 인생 커피(콩 다방의 코코넛커피), 인생 케이블카 등 소소한 것에서부터 음식, 풍경 등 모든 것이 대체로 만족스러웠습니다. 시간이 지나도 오래도록 즐거웠던 기억으로 남아있을 듯 합니다.",2023.01.12,가족여행,0,,40,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194342,yjm****,2.8,"여행 잘 마치고 돌아왔습니다. 코로나로 오랜만에 해외 여행인지라 가기 전 많이 설레 더라구요. 처음으로 가보는 세자매의 가족 여행이었구요.
인원이 많다 보니 패키지를 선택 할수 밖에 없었구요.
다른 여행보다 여유로움은 있었습니다. 가이드분 이하 다들 친철하게 대해 주셨구요.
잘 즐기다 왔습니다.  그런데 아쉬운점도 있었습니다.
패키지 상품 특성사 선택관광은 필수로 있습니다만  의사를 물어 보지 않은 상태에서 당연하게 다들 하는 걸로 생각을 하신건지 그 부분은 아쉬웠습니다.
출발전 선택관광이 있어서 2개정도는 해야 겠다 생각은 했었으나 다 하는 식으로 은근슬적 넘어가는 부분은 아쉬웠습니다. 그동안의 여행길이 막혔어서서 이번에 한 몫 잡아야지 하는 마음 이신거 같은 생각이 많이 들었습니다.
다른 분들은 여행가기전 선택관광에 대해서 본인이 원치 않으시면 안하시겠다는 의사를 분명하게 표현해 주시는게 좋을거 같습니다.  선택관광 거부의사에 대한 것은 흔쾌히 응해 주십니다. 선택관광전 의사를 확인 후 진행해 주심이 좋을 것 같습니다.",2023.01.10,가족여행,0,,50,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194313,hea*******,4.6,비행기가 지연되고 또 기류가 너무 흔들려서 힘들었습니다.  다른 여행은  대부분  만족스러웠습니다,2023.01.09,친구모임,0,,50,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194272,썬,4.2,기내식이 없는 부분이나 갈 때 탑승한 항공기가 좁게 느껴져서 아쉬웠고 숙소가 방음이 약했던게 아쉬웠어요. 하지만 코스도 좋았고 좋은 가이드님과 팀원들 만나서 즐거운 여행하고 왔습니다.,2023.01.07,가족여행,0,"호이안 대나무배(틴퉁) 체험,호이안 야경투어,다낭 나이트 시티투어",20,,,,,
MAV1039,다낭,패키지,다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194227,m85****,4.8,"1일차)혼자 7세 쌍둥이를 데리고 긴장감 속에서 다낭으로 떠났죠~호텔에 도착해서 긴장이 풀렸는지 토하고...나 다낭에서 병원신세지려나 했었어요..ㅠ
2일차)눈을 떠보니 커디션이 좋더라고요~
첫날 일정이 쉴 틈 없이 있어서 힘들긴 했는데 엄청 재미도 있던 날이었어요ㅎ둥이는 배종류를 3개나 탔는데도 더 타고 싶다고... ㅎ 
제 입맛엔 베트남식 음식이 맞았어요~그렇지만 한식과 패스트푸드에 길들여진 둥이는 잘 먹지 못하였는데.. 센스 만랩 반장님(가이드님)이 볶음밥, 계란 프라이를 주문해 주셨지요💕
배 체험 중엔.. 호이안에서의 바구니 배가 최고로 재미있었어요~그분들의 열정적인 공연에 얼마나 웃었던지요~
트로트 음악이 나오는데 여기가 그 말로만 듣던 베트남 다낭 시가 아닌 경기도 다낭시인가?라는 생각이 들더라고요ㅎ우리 둥이도 열심히 춤을 추었답니다ㅎ
호이 안 야경을 보러 씨클로를 탔는데 우리 둥이 각자 탄다며... 야경을 보며 즐기는데.. 다 컸네 싶더라고요 ㅠ 둥이와 소원배를 탄 것도 둥이에게 너무나 뜻깊은 경험이었죠~
정말 웃긴건 소원배를 제외하고 모든 배 체험에서 kpop이 나와서 내가 지금 베트남에 있는지 의문이 들었다는 ㅎㅎ그만큼 한국 관광객이 엄청 많았다는 증거죠ㅎ
3일차)바나힐 테마파크를 갔는데 기네스북에 등재된 케이블카를 가슴 졸이며 탔었네요ㅎ 둥이가 ""엄마 ...우리 떨어지면 하늘나라 가?'냐며... 자꾸 식겁한 말을 하여 어미의 정신줄을 놓게 만들었죠.. ㅠ
분명 케이블카 타기 전엔 온화한 날씨였는데 정상에 도착하니 부슬부슬 비가 내렸어요~~많이 춥기도 해서 준비한 패딩도 입었었죠~둥이들은 사실 골든 브릿지보다 테마파크에서 놀이 기구와 특히 키즈카페? 같은 곳을 더 좋아했어요😆
중식을 롯데리아로 선택했는데 순간 왜 한우버거가 없지? 이런 엉뚱한 생각을 한 나.. ㅎ;;;
어쨌든 우리 둥이 엄청 잘먹었어요👍🏻
바니힐을 다녀오면 몸이 엄청 피곤해질 수 있어서 곧바로 마사지를 받으러 갔는데요~생애 처음으로 마사지를 받은 둥이... 내일도 또 받겠다고 너무 시원했대요... 얘네.. 정말 7세 맞나.. 내 딸인데도 무섭더라고요ㅎㅎ 같이 간 일행분들도 마사지 받은 둥이보고 얼마나 웃으시던지요ㅎ
마사지 받고 저녁은 삼겹살♡♡♡ 이곳.. 진심 한국 삼겹살집보다 더 맛있어서 어이가 없을 정도였어요 ㅎㅎㅎ
다른 분들은 호텔로 돌아가고 유람선을 저희 모녀만 신청하여 반장 삼촌과 함께 했는데요~둥이가 반장삼촌과 앉겠다며 엄마는 혼자 앉으라고... ㅠ 반장 삼촌이 둥이와 너무 잘 놀아주셔서 덕분에 잠시지만 처음으로 혼자만의 시간을 보냈어요🙏🏻얼마나 감사드리던지요... 그렇지만 둥이의 반복되는 폭풍 질문에 반장 삼촌 ... 웃고는 계시지만 얼굴색이 창백해지셨어요 ㅎㅎ;;;
4일차) 벌써 마지막 날이야? 실화니? 거짓말이라 해줘~~~소리치고 싶더라고요... 
미케 비치 앞 커피숍에서  코코넛 커피를 한잔하고 둥이와 세상 부드러운 모래 위를 걸어 바닷물에 발도 담가보았어요~둥이가 어미에게 장난을 쳐서 엉덩이가 바닷물에 흠뻑 젖어 혈압 오를 뻔한 적도있었고요.. ㅎ
쇼핑센터를 둘러보고 선물용으로 이것 저것 구매하고나서
다낭의 대성당 일명 핑크 성당에서 세상 모든 핑크를  제일 사랑하는 7세둥이에게는 궁전 같은 곳이었죠~저보고 집을 성당 색처럼 색칠해 달라네요^^;;; 성당 근처인 한 시장을 둘러보는데 둥이가 한시장을 싫어했어요...1층이 좀 정체모를 냄새가 났었거든요~그래서 여기선 구경도 제대로 못하고 얼른 빠져나왔어요 ㅠ
아오자이 쇼도 보았는데요~둥이가 여아라서 인지 예쁜 아오자이를 입고 패션쇼? 같은 공연에 흠뻑 빠졌었어요~그분들과 마지막엔 사진도 찍었죠~💕쇼가 거의 끝날 때쯤 감동과 환호성을 치게 되었어요... 그건 직접 보시며 느껴보시길~~
손짜에 가서는 둥이와 기도도 드렸어요~
원숭이가 많이 있다 해서 둥이가 엄청 기대했는데 캄캄한 밤이기도 했고 비가 내려서인지... 못 보았어요~둥이가 원숭이 보고 싶다고 투덜대는데 저 멀리 원숭이 소리가 들렸었어요~~반장 삼촌을 찾으며 너무 무섭다고 난리를 치더라고요. ^^;;;못 말리는 둥이랍니다.. 
손짜를 다녀와 저녁을 분짜로 먹었는데...베트남 음식중 저는 이게 가장 좋았어요~ㅎ
야경투어하고 대망의 마사지 타임~~
우리둥이 마사지 받으며 푹 자더라고요 ㅎ
둥이에게 마사지를 잘해주는지 중간중간 제가 확인했거든요~~정말 잘해주시더라고요~둥이가 잠이 들어 침대에서 떨어질 뻔하면 마사지사가 재빨리 잡아 주었어요~엄청 감동이었죠💕
스톤 마사지를 받았는데 같이 받은 일행분들도 감탄사 연발한 곳(마사지숍은 전부 다른 곳이었어요) 그중 마지막 갔던 곳이 엄청 👍
5일차) 아쉬움을 뒤로한 채 한국으로 고고씽ㅠ
반장 삼촌에게 작별 인사를 하며 둥이가 직접 쓴 카드도 전달해 드렸어요(사진첨부) 
보통 패키지여행이라 하면 추가 옵션이라든지 쇼핑센터에서 구매하지 않을 시 가이드가 불이익을 준다는데... 저는 추가 옵션을 다하긴 했지만 안 하신 분들에게 불이익은 없었고 오히려 배려를 해 주셨어요 구자현 반장님(가이드님) 센스가 👍 베트남은 진심 구자현반장님뿐!! ",2023.01.05,아동동반 여행,0,,30,,,,,
MAV1039,다낭,패키지,다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194206,kes***,3.8,우기 시즌이라 화창한 날씨의 관광이 다소 아쉬웠지만 열정적인 현지 가이드 덕분으로 즐거운여행으로 기억됩니다. ,2023.01.05,가족여행,0,,60,,,,,
MAV1039,다낭,패키지,다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194184,검은진이,5,"민경남가이드와  편안한하고 즐겁고 유쾌한여행
너무너무 좋았습니다 ",2023.01.04,나홀로 여행,0,"호이안 대나무배(틴퉁) 체험,호이안 야경투어,호이안  씨클로,아오자이쇼 ,다낭 나이트 시티투어",40,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194165,pso****,5,즐겁고 재밌게 놀다 왔습니다,2023.01.03,가족여행,0,,50,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194155,크라시바야,3,날씨도 그랬고 베트남서 한식만 먹어 아쉬움,2023.01.03,커플여행,0,,40,,,,,
MAV1039,다낭,패키지,다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,194099,bon********,4.2,"베트남은 첨 여행인데
다시 가도 좋을만한곳인듯
",2023.01.01,가족여행,0,,50,,,,,
MAV1039,다낭,패키지,다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 ,183248,riv*******,1.4,"우여 곡절 많았던 3박 5일간의 다낭 여행!

비행기. 가는 첫 날 부터 눈이 내려 좁디좁은 비행기 안에서 2시간을 대기해야했어요. 비에젯 항공 좁다는 얘기는 알고 있었지만, 너무 좁고 비행기 안에서 물 조차 주지 않아서 넘 힘들었어요. 

일정.  자유시간이라고 오전에 주어지지만 호텔 가까이 마트가 있는 것도 아니고 날씨가 따듯하지 않아서 수영을 할 수 있는 것도 아니라 무의미하게 보내야하는 단점이 있는 반면  일정이 빡세지 않아서 좋안 점도 있었어요.  투어 중에는 선택관광을 신청하지 않으면 무의미하게 보내야하는 시간이 많이져서 패키지의 가격은 선택관광 포함 가격으로 생각하셔야 할 것 같아요. 

호텔. 5성급으로 표기되어 있지만, 막상 이용해보니 시설면이나 조식면이나 한국의 3.5성급 정도로 생각하시면 될 것 같아요. 또한 물과 커피., 녹차 외에는 다 유료제공이라는 점도 아쉽더라구요. 

식사. 투어 중 다니는 식당은 맛 있는 곳도 있고 맛없는 곳도 있었어요. 근데 한 가지 공통적인 것은 샤브샤브나 삼겹살 등의 메뉴에 고기 양이 너무 부족해 추가를 해 먹어야 한다는 점이었어요. 

가격. 패키지 가격은 저렴하다고 생각했지만 막상 가서 진행하게되는 선택관광 비용을 추가하면 저렴한 가격은 아닌 것 같아요. 선택관광을 신청하지 않으면 가이드의 차별이 무의식 중에 나오고, 주변에 선물이라도 주기 위해 기념품 살 시간이 없어 결국은 쇼핑센터 방문 시 구매할 수 밖에 없는 구조인데 가격이 절대 저렴하지 않아서 덮어놓고 쓰다보면 배보다 배꼽이 더 크더라구요. 

그래도 우여곡절 많았던 여행으로 오래 기억에 남을 것 같아요. 가족들과 즐거움 시간도 보냈구요. 다음 번에는 비싸더라도 노쇼핑 노옵션 패키지 여행이나 여행 가고 싶은 나라의 지역 공부를 많이해서 자유여행을 계획해봐야겠어요. ",2022.12.25,가족여행,0,,40,,,,,
MAV1039,다낭,패키지,다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 ,183068,lov*******,4.6,"가이드님도 너무 잘대해주셨고 여행구성도도 좋고
음식들도 맛있고 시간도 여유로워서
전체적으로 만족한 즐거운여행이었습니다.
이진하가이드님 감사드닙니다.",2022.12.18,친구모임,0,,50,,,,,
MAV1039,다낭,패키지,다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 ,183058,이명란,4,"올 한해 바쁘게 달려오다 12월 초 총회를 마치고 남편&언니들과 함께 떠난 다낭여행
그동안 코로나로 인해 여행을 못하다가 용기를 내어 여행을 떠났다( 아직은 코로나가 종식되지는 않았지만)
일단은 가까운 다낭으로 여행지를 결정하고 준비하고 있는데 걱정은 지금이 우기철이라는거~
그래도  좋은 날씨, 좋은 가이드,좋은 팀원들을 놓고 기도하면서 믿고 떠났다.
우리의 기도를 들으시고 정말 여행하는 동안  비도 안 오고 덥지도 춥지도 않은 좋은 날씨를 허락하시고
또한  친절하고 설명도 잘하시고 부담 없이 친근함을 가지고 늘 긍정적이며 감사 하는 마음을 가진
가이드 이진하 부장님과 현지인 가이드 오광기님을 만나 여행하는 동안 행복하고 즐거운 여행을 할 수 있었습니다
거기에 누구 하나 튀지 않고 조용하고 품위 있고 배려심  있는 팀원들까지 한몫 했습니다.
나의 사랑 짝꿍과 언니들이 함께 하면서 이번 여행 역시 웃음이 가득한 행복한 여행이었습니다.
이진하 부장님 지금처럼 늘 감사하며 긍정적인 사고로 건강하시길 기도합니다.
이진하 부장님 다시한번 감사합니다.",2022.12.17,가족여행,0,,50,,,,,
MAV1039,다낭,패키지,다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 ,183009,010********,3.8,"신혼여행 후 6년만에 단둘이 신랑과 여행을 다녀 왔어요!패키지 여행은 처음 이었는데 ,가이드 잘못 만나면 안좋다는 말을 많이 들어서 걱정반 기대반으로 다녀왔습니다.결론은 가이드분 너무 맘에 들고 좋았어요(젊은 여자분이어서 더 좋았구요)
신랑이랑 어려운 시간 내서 놀러왔다고
선택관광 권유하시는 것도 없고, 선택관광 안하는 시간에 저희가 가고 싶었던 곳도 다녀올수 있었어요
가이드분이 자유시간도 더 주시려고  일정에 없는 야시장과 주말에만 하는 용다리 불쇼도 데려가 주시고 현지인들만 아는 커피 맛집도 데리고 가주셔서
맛있는 커피도 사비로 사주셨어요!(이런 가이드가 어딨을까요?)그리고 환전관련 해서 가이드분께 여쭤봤더니 패키지는 동이나 달러가 많이 필요없으나
필요하면 한시장 금은방 환전소에서 바꾸면 된다고
차에서  자세히 설명 해주시더라구요(금은방이 동은 젤 많이 쳐주신다 했어요)
쇼핑에서도 강요하시는것 없었구요
차에서 이동중에 여기저기 설명도 더 일부러 많이 해주셨구요, 다른 팀에 어르신들이 계셨는데
걸음이 느리셔서 가이드분이 뒤에서 걸음 맞춰서 같이 오시더라구요~비오는 날씨에  너무 고생 많으시더라구요 저는 가이드분께  100점만점 중 100점 드리고 싶어요 기회가 된다면 민경남 가이드님과 또 함께 하고 싶어요~",2022.12.15,커플여행,0,"호이안 야경 투어,호이안  씨클로",30,,,,,
MAV1039,다낭,패키지,다낭 4일 #가성비 #시내4성호텔 #바나산 #호이안투어 #미케비치 #오전 자유시간 #쇼핑3회,182961,쎵션,3.8,"가이드님이 사진 진짜 중간마다 계속 찍어주셨어요!!
그래서 같이 여행하신분들도 그렇고 처음이라고 막 그러셨어요 ㅋㅋㅋㅋ 다낭보단 뭔가 호이안 올드타운 중심으로 좀 더 여행 일정이 있었다면 좋았을 거 같아요 올드타운에서 좀 더 시간을 보냈다면 좋았을 거 같아요 그래도 매 저녁마다 망고, 잭프룻, 용안 다양한 과일도 제공해주셨고 재미있었어요 ◡̉̈ 현지인 가이드님도 친절하시고 좋았어요 물론 한국인 가이드님도 당연히 좋았어요 여러가지 역사나 주변에 돌아다닐때마다 설명도 잘해주시고 !! 좋았습니다 히히 한국으로 돌아올때 코코넛 과자 더사올걸,, 초록색봉지.. 아쉬워요ㅠㅡ‎˃̣̣̣̣̣̣ࡇ˂̣̣̣̣̣̣ 암튼 사진 세개는 1,3은 올드타운 낮풍경인데 너무 이쁘지않나요.. 서양사람들이 많아서 그런지 좀 더 외국스러운 그런 느낌이 강했어요 다양한 인종이 있어서 그리고 바구니배 사진은 저건 동영상으로 바야하는데 어떻게 안빠지는지 신기했어요 그리고 여행하는 내내 날씨가 되게 좋아서 너무 너무 다행이였어요 히히 중간에 비가 오긴 했는데 그래도 내리면 멈추고 뭔가 일정을 다 끝내거나 시작하기 전에 다 멈춰서 진짜 나름 알차고 즐거웠어용!!🎀🧸
",2022.12.13,가족여행,0,"호이안 대나무배(틴퉁) 체험,호이안 야경 투어,호이안  씨클로,아오자이쇼 ,다낭 나이트 시티투어(스트리트카+비치바에서 맥주한잔)",20,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,182948,jsh********,3.6,코로나로 인해 해외여행을 오랜만에 가는데 우기라서 걱정을 했는데 바나힐 빼고는 알차게 다녀온거 같습니다.현지식과 한식의 조화가 좋았습니다. 덥지도 않고 비가 많이 오지 않아서 다행이였습니다.두가이드님의 친절과 배려심으로 즐거운 여행이 되었습니다.,2022.12.11,친구모임,0,,30,,,,,
MAV1039,다낭,패키지,다낭 4일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,182940,rkdtndls42,3.8,"처음으로 패키지로 해외를 다녀와봤는데요!!
베트남 이곳은 한국의 장마철 같이 금방 비가오다
그치고 맑은 하늘이 보이고 그렇답니다 투본강,
바나힐은 비가 폭풍우처럼 마니오거나 안오거나 날씨도 운이랍니다...하지만 음식은 다낭/호이안 
너무 만족했습니다♡♡ 손짜 정말 거대하고 
하늘 이뻐요~ 호텔조식 만족합니다! 틴퉁배 정말 
재밌습니다~>_< 티웨이 항공사는 비추입니다!! 
물도 2,000원에 구입해야하고 잠만잤습니다
ㅋ......ㅠㅠ",2022.12.11,친구모임,0,,20,,,,,
MAV1039,다낭,패키지,다낭 4일 #가성비 #시내4성호텔 #바나산 #호이안투어 #미케비치 #오전 자유시간 #쇼핑3회,182895,mic****,4.4,"패키지여행은 맴버를 잘 만나야 하는데 모두 굿~이였음 김석조가이드님도 짱 좋았네요
시진도 모두 잘 찍어주시고 얼굴한번 찡그리지 않고 너무 힐링되는 좋은 여행이였음",2022.12.09,가족여행,0,"호이안 대나무배(틴퉁) 체험,호이안 야경 투어,호이안  씨클로,아오자이쇼 ,다낭 나이트 시티투어(스트리트카+비치바에서 맥주한잔)",40,,,,,
MAV1039,다낭,패키지,[타임세일] 다낭 5일 #핫플에서 커피타임 #시내 4성호텔 #바나힐 테마파크 #호이안투어,182887,ons*****,4.8,첫 다낭 여행이었는데 3일동안 가이드님 덕분에 즐거운 여행 했습니다~ 우기라 날도 안좋았는데도 불구하고 열정적으로 이곳저곳 돌아다녀주시고 알려주셔서 정말 감사했습니당 다음에 또 날 좋을때 다시 여행가고 싶네요! 호텔은 수압이 좀 약한것 빼고는 괜찮았습니다 ^_^,2022.12.08,친구모임,0,"호이안 대나무배(틴퉁) 체험,호이안 야경 투어",20,,,,,
MAV1039,다낭,패키지,다낭 4일 #가성비 #시내4성호텔 #바나산 #호이안투어 #미케비치 #오전 자유시간 #쇼핑3회,182650,kyu*********,3.6,"이번 다낭여행은  식사도 맛있었고 적절하게 휴식과 투어가 안배된 여행이어서 좋았습니다
가성비좋은 여행이라 생각되고 특히 김석조 가이드님의 매끄러운 진행이 좋았습니다
추천합니다~~",2022.11.27,친구모임,0,,50,,,,,
MAV1039,다낭,패키지,다낭 5일 #가성비 #시내4성호텔 #바나산 #호이안투어 #자유시간 #쇼핑3회,182527,태양,4.6,베트남바나산과호이안전통마을너무예뻤어요.다낭야경도아름다웠어요.즐거운여행이였어요.,2022.11.20,가족여행,0,,40,,,,,
MAV1039,다낭,패키지,다낭 5일 #가성비 #시내4성호텔 #바나산 #호이안투어 #자유시간 #쇼핑3회,182526,mo-****,4.6,"항공이 좁고  작다고는 알았지만 생각이상으로 좁은거 말곤 가격대비 괜찮았고 가이드를 잘만나서 좋았어요 패키지 내용은 다 거기서거기고 가이드에 따라 극락을 오가는게 패키지라고 생각하기에 이번 여행은 좋았어요~친정엄마, 아이넷,언니랑 즐거웠습니다~모두 만족하고 있습니다",2022.11.20,가족여행,0,,40,,,,,
MAV1039,다낭,패키지,[타임세일] 다낭 5일 #핫플에서 커피타임 #시내 4성호텔 #바나힐 테마파크 #호이안투어,182516,850****,4,즐거웠습니다.~~~~,2022.11.20,커플여행,0,,70,,,,,
MAV1039,다낭,패키지,[타임세일] 다낭 5일 #핫플에서 커피타임 #시내 4성호텔 #바나힐 테마파크 #호이안투어,182512,par******,4.6,기대 이상 으로 매우 좋은 여행 이었습니다 ,2022.11.20,커플여행,0,,50,,,,,
MAV1039,다낭,패키지,다낭 5일 #가성비 #시내4성호텔 #바나산 #호이안투어 #미케비치 #오전 자유시간 #쇼핑3회,182301,pks****,3.4,날씨가 좋아서 참 좋았습니다,2022.11.08,친구모임,0,,50,,,,,
MAV1039,다낭,패키지,다낭 6일 #가성비 #시내4성호텔 #바나산 #호이안투어 #1일자유일정 #쇼핑3회,181867,컨트롤러,4.8,"쓴줄알았는데 안쓴후기 뒤늦게쓰네요 ㅎㅎ
이런좋은상품이 자주자주나와야합니다
최고에가이드분과 일정이랑 편의성에 너무 좋아서 다시없는 최고의여행이었습니다",2022.10.14,친구모임,0,,30,,,,,
MAV1039,다낭,패키지,다낭 4박 6일 #가성비 #시내4성호텔 #바나산 #호이안투어 #미케비치 #자유시간보장 #쇼핑3회,181676,lss*****,4.4,태풍때문에 아쉬운점도 있었지만 일행들과도 재미있었고 여행장소마다 즐겁게 보낼수있도록 해준 가이드님덕에 행복한시간 보내고 왔습니다,2022.09.30,친구모임,0,,50,,,,,
MAV1039,다낭,패키지,다낭 5일 #가성비 #시내4성호텔 #바나산 #호이안투어 #자유시간 #쇼핑3회,181504,ksg******,2.8,3년만에 해외여행이라 두근거리고 신났지만 베트남은 처음가는 곳이고 주위에 평가도 부정적이었는데 도착하자마자 그 걱정은 보란듯이 싹날아갔습니다. 혼자와서 많이 걱정하고 있는 저를 많이 챙겨주신 백운학가이드님과 현지가이드께 진심으로 감사함을 전합니다. 친절하시고 꼼꼼한 백운학가이드님덕분에 즐거운 여행을 할수있었습니다.,2022.09.18,나홀로 여행,0,,30,,,,,
MAV1039,다낭,패키지,다낭 4일 #가성비 #시내4성호텔 #바나산 #호이안투어 #자유시간 #쇼핑3회,181499,gks******,5,안녕하세요. 베트남 다낭 패키지를 이용한 가족입니다. 부모님과 여자친구과 함께하는 첫 여행이라 걱정이 많았고 여자친구는 첫 패키지 여행이라 많이 긴장한 상태였습니다. 하지만 단정택 가이드님을 만나고 걱정이 다 사라졌습니다. 일단 무엇보다도 여행객들을 먼저 생각해 주시는 모습이 정말 인상적이였습니다. 여행객들이 어떻게 하면 더 편하게 재밌게 여행하실 수 있을지 생각하시는 모습이 보여서 감동 받았습니다. 특히 여자친구는 입맛이 까다로운 편인데 입맛이 까다로운 사람도 함께 즐길 수 있게 식사도 준비해주시고 카페에 가서 마실 때도 다양한 메뉴로 주문할 수 있어서 너무 좋았습니다. 이동 중에도 지루할 틈 없이 재미있게 베트남에 관한 얘기들을 해주셔서 새로운 것도 많이 알게되고 많은 감정을 느꼈습니다. 가족들 모두 가이드를 잘 만나서 다행이라며 단정택 가이드님을 언젠가 또 만나고 싶다고 모두 말씀하셨습니다. 저희 가족에게 정말 잊지못할 추억을 만들어 주신 단정택 가이드님 정말 감사합니다. 즐거운 여행이였습니다. 항상 건강하시고 행복한 일만 가득하시길 바랍니다 ! ^^,2022.09.18,가족여행,0,,30,,,,,
MAV1039,다낭,패키지,♡MD추천♡ 다낭 5일 #핫플에서 커피타임 #맛있는여행 #시내4성호텔 #바나산 #호이안투어 #마사지1시간 #쇼핑3회,181439,jsy*******,4,아이들3명과 다녀온 베트남여행 원영조 가이드님도 너무잘해주시고 만족스러운 여행이였습니다!!,2022.09.14,아동동반 여행,0,,30,,,,,
MAV1039,다낭,패키지,[타임세일] 다낭 5일 #시내5성 골든베이호텔 #바나산데이투어 #호이안투어 #오전자유시간 #쇼핑3회,181361,빛나링,4.6,"엄마랑 딸 단둘이 첫여행였어요~
코로나 때문에 불안하긴했지만 소수인원으로 가서 안심했습니다 일행분들도 좋았어요~
특히 원종민 가이드님!!! 정말 넘 친절하고 세심하고 배려있게 저희들 챙겨주셨고,  재치나 유머도있으셔서 친근감 들어서 금세 편해졌네요^^
다낭에서 만난 일행분들과 좋은인연도 맺었네요
호텔 깔끔하고 청소도 말끔해서 기분좋았고
루프탑 인피니트수영장 진짜 뷰가 끝내줬어요ㅠㅠ
조식도 맛있었고 호텔측에서 신경쓴 부분이 보이더라구요 일정 다니면서 식사들도 좀 싱거웠지만 전반적로 맛있게 먹었네요~ 저희 간날은 비도안오고 쨍쨍한날이여서 습하지않았습니다 그리고 현지가이드님도 한국어 공부를 독학으로 하는중인데 한국말 잘하시고 한국에 남다른 정이있어 뿌듯했네요
마지막 가는날까지 저희 티켓팅하는거까지 봐주시고 인사하시고  가셔서 놀랬습니다 감동이였어요ㅠㅠ
다음에 또 가게되면 가이드님들 한번 더 뵙고싶네요^^
정말 고생많으셨습니다 감사했어요❤️",2022.09.06,가족여행,0,,30,,,,,
MAV1039,다낭,패키지,[타임세일] 다낭 5일 #시내5성 골든베이호텔 #바나산데이투어 #호이안투어 #오전자유시간 #쇼핑3회,181347,보라보라,3.4,"호텔 위치가 시내에서 멀지만 인피니트 풀 야경이 훌륭했습니다.  호텔조식은 빵이 맛났네요 . 전반적인 식사는  양이 적고 밍밍한 맛이네요. 사진찍는 것을 좋아하면 인생샷을 찍을 곳이 많습니다. 

코코넛커피는 매일 마셔도 맛났습니다. 하나투어 쇼핑포함은 알고 있었지만  무려 한시간 반이나 붙들고 손님에게 불쾌한 언사를 하는 노니침향 1st  Danang 은 빼는게 좋겠습니다. 시음도 원치 않는데 자꾸 강요하는 매너는 도대체 뭔가요?! 

전반적인 일정은 적당했으나 아이가 먹기 힘든 김치찌개 메뉴는 빼거나 대체 음식을 제공하는게 필요해보입니다. 

다낭의 역사나 인사말 정도는 알려주는 센스 가이드 님의  센스가  있다명 더 좋겠습니다. 
",2022.09.05,커플여행,0,,40,,,,,
