상품코드,대상도시,상품형태,상품명,리뷰ID,작성자,평점,내용,작성일,동행,공감수,옵션정보,연령대,리뷰요약1,리뷰요약2,리뷰요약3,리뷰요약4,리뷰요약5
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,312231,꿈꾸는여행가,5,"이번 다낭여행은 가는 날부터 오는 날까지 일정내내 비가 내려서 바나힐에서도 골든브릿지가 보이지도 않고 우산과 우비를 쓰고 다녀야하는 불편함이 있어 무척 아쉬웠습니다.
 그래도 장주영 가이드님과 현지 가이드 안의 인솔하에 큰 차질없이 여유롭게 다닐 수 있었고, 관광지에서는 가는곳마다 현지가이드 안이 사진을 찍어줬는데 이쁘게 나와서 참 좋았답니다.
현지식도 맛있고, 패키지 인원이 16명인데도 아주 큰 버스를 타고 다녀서 아주 쾌적했어요.
역시 하나투어는 믿고 가는 일등 여행사네요.",2026.03.19,가족여행,0,,50,호텔이 시내에 있어요, 일정이 여유로워요, 현지 음식이 맛있어요, 가격이 합리적이에요, 가이드가 배려 깊고 세심해요
MAV1039,다낭,패키지,[출발확정]  다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,309656,앙꼬빵냠냠,5,"최고의 가이드 성봉기 가이드님과
함께해서 너무 즐거운 여행이었어요
친정엄마와 아이랑 해서  설연휴지만
즐겁게 즐겼고 엄마가 발을 접지르시는 사고가 약간있었지만 얼음 챙겨주시고 발보호대도 구해다주시고
너무 잘챙겨주셔서 더 좋은 여행이었어요
일정도 알찼고 너무 과하지도 너무 부족하지도 않은
그런 여행이었던거 같아요
선택일정을 고민하다 일부만 선택하고 갔었는데
같이 다닌 팀분들도 다 너무좋으셨고
선택일정추가하며 너무 즐거웠던.여행이었어요",2026.02.19,가족여행,0,"호이안 바구니배 체험,호이안 야경투어",30,호텔이 관광지와 가까워요, 일정이 알차요, 가이드가 전문적이에요, 가이드가 열정적이에요, 가이드가 재밌어요
MAV1039,다낭,패키지,[출발확정] [한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,309296,gba******,5,"엄세현 가이드 최고 
안녕하세요! 2월 10-14 3박5일 다낭 다녀온 후기 남깁니다
한국 돌아오니 다낭의 날씨랑 가이드님의 유머러스한 설명 같이 여행하셨던 분들이 자꾸 생각나네요 사실 여행이라는 게 누구를 만나느냐가 제일 중요한데 이번에 정말  엄세현 가이드분 뿐만 아니라 함께 여행하신 분들도 좋은 분들로 만난 것 같아요
일정 내내 컨디션 계속 체크해 주시고,  완벽한 동선과 심심하지 않게 앞에서 이야기 해주셔서 지루할 틈이 없었습니다.  로컬가이드님도 저와 동갑이던데  능숙한 인원 관리와 사진 실력 최고였습니다. 

여행 후 노트북 앞에 앉아 후기를 적으러 들어왔는데 문득 같이 여행하신 분들과  웃으며 이동하던 시간이 생각나네요  30대가 되고 나서 일에 치여 삶이 메마르다고 느껴질 때가 많았는데, 가이드님 덕분에 오랜만에 즐거웠습니다 단순히 가이드가 아니라 인생의 좋은 멘토를 만난 기분이라 만들어주신 이 행복한 기억으로 올 한 해 잘 버텨보겠습니다. 진심으로 감사드리고, 가이드님도 늘 웃음 가득한 날들만 되시길 빌게요!

주변에 다낭 간다는 지인 있으면 무조건 가이드님 추천할게요. 항상 건강하세요! 술 줄이시고요 
",2026.02.16,가족여행,0,"호이안 바구니배 체험,호이안 야경투어,호이안 씨클로,차밍 다낭쇼",20,호텔이 관광지와 가까워요, 일정이 알차요, 현지 음식이 다양해요, 가이드가 배려 깊고 세심해요, 가격이 합리적이에요
MAV1039,다낭,패키지,[출발확정] [청주출발] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,308578,sun******,5,"오재호 가이드님 덕분에 너무너무 알차고 
3박5일 동안 다낭을 다보고 온거같아서 보람찼어요 
아이들과 함께해서 자유로갈까도 생각해봣는데 
자유로갔으면 다낭을 다 못보고왓을거같아요 
너무너무 감사햇습니다 진짜 진짜 대만족!!!!",2026.02.09,아동동반 여행,0,,30,가격이 합리적이에요, 일정이 알차요, 가이드가 배려 깊고 세심해요, 가이드가 열정적이에요, 가이드가 재밌어요
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,306839,hon*******,5,"전역 이후 여행을 가고 싶어서 친구랑 여행지를 찾아보다가 베트남 다낭이 요즘 많이들 가는 관광지라고 해서 찾아보고 패키지를 선택했는데, 실제로 다녀와 보니 너무 만족스럽고 나중에 기회가 된다면 또 한번 여행하고 싶은 생각이 드네요 ㅎㅎ 음식도 너무 맛있었고 가이드님이 관광지 설명도 잘 해주셔서 매순간 1분1초가 즐거웠던 것 같습니다!",2026.01.24,가족여행,0,,20,호텔이 관광지와 가까워요, 즐길 거리가 다양해요, 현지 음식이 맛있어요, 가격만큼 가치 있어요, 가이드가 전문적이에요
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #미케비치 5성호텔 #오션뷰 #바나힐 테마파크 #호이안 #전신마사지 #다낭타워 씨푸드,305309,sun*******,5,"미케비치 해변가 호텔
자유시간
만으로 상품검색후 예매했는데
7월중순인데도 불구하고

아이와 둘만 갔는데
단독투어라니. . . 말도안되는상황인데. . 
이건모
럭셔리 개인투어가 되어버림. . 
진행해주셔서 감사합니다.

편한여행하도록 안내해주시고
야간, 주간  단체여행객 피해 ,보기좋은시간에  여유있게
관람할수있도록. . 해주셨습니다.

한민석 가이드님
감사했습니다.",2026.01.09,가족여행,0,,50,호텔 부대시설이 좋아요, 호텔에서 쉬기 좋아요, 일정이 여유로워요, 가이드가 열정적이에요,
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,304624,ted********,4,일정 중 생일을 맞이하며 가이드님으로부터 생일케이크를 받게될 줄이야^^  내게 주는 생일선물로 가게 된 나홀로 여행에서 그야말로 특별한 생일을 보냈다  식사 파트너로 동반하게 된  다른팀과  여행하는 동안 함께 즐거운 시간을 보내는  선물같은 시간에 감사드립니다 ,2026.01.01,친구모임,0,"호이안 바구니배 체험,호이안 야경투어,다낭 야경투어",60,객실이 깨끗해요, 객실 뷰가 좋아요, 즐길 거리가 다양해요, 가격만큼 가치 있어요, 가이드가 배려 깊고 세심해요
MAV1039,다낭,패키지,[출발확정]  다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,304600,jan*******,4,"짧은 여행기간 날씨도 좋았고 현지 음식도 좋았습니다.편안하고 안정적인 가이드분의 안내로
 불편하지 않게 여행할수 있었습니다 .
서로 배려하며 여행기간 함께 해 준
구성원 모두 감사합니다.
새해 복 많이 받으세요♧",2026.01.01,가족여행,0,,50,가이드가 전문적이에요, 가격이 합리적이에요, 현지 음식이 다양해요, 일정이 알차요, 호텔이 관광지와 가까워요
MAV1039,다낭,패키지,[출발확정] 다낭 6일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 #1일 자유,304212,jko****,5,"다낭의 빛나는 다이아몬드, 언어의 마술사, 가이드계의 지존 고지영님 최고~!

지난해 6월 사랑하는 손녀, 아들가족과 우리끼리 상품 호이안 빈펄리조트풀빌라여행을 다녀와서 다낭의 매력에 푸욱 빠져서 우기의  끝자락 임에도 60대 부부가 재방문을 했습니다. 경기도 다낭시는 한번도 안가본 사람은 있어도 한번만 가본 사람은 없다는 말이 있을 정도로 매력적이고, 신나고, 즐거운 여행지가 맞습니다. 여행지도 매력적인데 이번 여행에서는 4박 6일 내내 황홀할 정도로, 부모님을 모시고 여행하는 것 처럼 세심하게, 꼼꼼하게, 편안하게, 안전하게 일정을 안내해주시고, 배려해주시고, 자유일정 있는 날 안전까지 고려해서 좋은 동선까지 안내해주신 우리 고지영 가이드님 너무 감사하고 고마웠습니다. 

아들과 비슷한 연령대이고 명품을 즐기는취향도 비슷해서 패키지여행이지만 마치 딸과 함께 여행하는 착각을 할 정도로 이동 중에는 너무 너무 재미있게 베트남의 역사, 경제, 문화, 생활모습 등에 대하여 귀에 쏙쏙 들어오게 이야기를 해주셨습니다.  이렇게 언어로 사람의 마음을 사로잡는 기술이 출중한데 아~! 우리 지영님은 가이드연합당을 만들어서 정치계로 나가셔도 성공 할 큰 인물이라고 느꼈습니다. 언어의 마술사는 바로 고지영님 같은 분이라고 해야하겠지요?

함께 움직인 화이 로컬가이드님과도 호흡이 척척 잘맞아서 우리팀 22명 모두가 여행이 한층 더 즐거웠던 것 같습니다.  비를 맞을까봐 우비를 상시 준비해가지고 다니신 것도 감동, 사람을 부리는 리더쉽도 최고이신 우리 고지영님 사랑합니다. 4박6일 일정동안 효율적인 동선을 고려하여 관광지방문 시각, 식사 시각 및 메뉴, 후식 커피 등등의 동선은 최고였습니다. 쇼핑센터도 3군데나 들렸지만 전혀 지루하지 않고, 의학상식 학습과 서프라이즈 개로 부터 익힌 커피문화 알아보기 등등의 즐거운 쇼핑을 하도록 배려해주신 점도 최고였습니다. 자비로 사주신 다낭 최고의 커피맛집, 웰컴과일 눈물나게 고마웠습니다.

마지막 날 마지막 코스인 아로마스톤맛사지 또한 이제까지 받아본 맛사지 중 최고였습니다. 맛사지를 받고 나와서 공항가는 버스에서 마지막 인사를 하며 늦은 비행기라 공항에서 우리 고객님들 배가 고프실까봐 베트남 대표간식 반미를 사비로 준비하셨다는 마지막 선물에는 눈물이 왈칵 쏟아졌습니다. 마치 사랑하는 딸을 먼 타국에 두고오는 부모의 마음처럼. 

사랑하는 고지영님~!
감사했습니다. 고마웠습니다. 
우리 지영님은 직업에 대한 사명감과 고객에 대한 철저한 책임의식과 봉사의 마음이 남다르시고 자신의 직업에 대한 자부심과 자긍심으로 충만하신 가이드계의 커다란 반짝이는 큰별이라고 칭찬을 해드리고 싶습니다. 자신의 일을 이렇게 즐거운 마음으로 수행하시는 가이드님을 뵌적이 없던 것 같습니다. 훌륭하신 분이라고 많이 많이 칭찬해드리고싶습니다. 패키지 여행을 주제로 드라마 만드시면 꼭 꼭 연락주세요. 지영님께서 만드신 작품이라면 그 또한 최고의 작품일 것 같은 예감입니다.

4박6일 동안 안전강조, 숙소, 식사, 관광 어느것 하나 빠짐없이 여성다운 세심함으로 고객에게 큰 만족을 주신 고지영 가이드님 사랑합니다. 감사합니다. 고맙습니다. 언제나 건강하시기를 바랍니다. 다낭에 또 가면 꼭 뵐 수 있었으면 좋겠습니다.

하나투어의 다이아몬드 다낭 가이드 고지영이 최고다~~~~~~~!!!!!!!!!",2025.12.28,가족여행,0,,60,객실 뷰가 좋아요, 일정이 여유로워요, 현지 음식이 맛있어요, 가격만큼 가치 있어요, 가이드가 전문적이에요
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,303561,박정유,5,"김진우가이드님을 칭찬합니당
넘 즐거운 여행이였어용 가이드님께서 열정적이고
세심하게 이끌어주셔서 더욱 즐거운 여행이였습니당
한커플한커플사진도 다찍어주시고 바쁜 와중에 사진
들을 영상으로 만들어 선문해주셔서 더욱 오래 기억
될 것 같아용 김진우가이드님감사합니당 ",2025.12.21,가족여행,0,,50,호텔이 관광지와 가까워요, 현지 음식이 다양해요, 가격이 합리적이에요, 가이드가 배려 깊고 세심해요,
MAV1039,다낭,패키지,[청주출발][출발확정] 다낭 6일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 #1일 자유,302570,xhis111,4,"3박 5일팀과 조인으로 총 28명-> 마지막날은 4박 6일 15명만 함께했습니다. 자유일정이 하루 끼어있다보니 가고싶었던 식당 방문도 가능했어요. 다만 생각보다 다낭이 볼건 없습니다 ㅋㅋ... 관광지보다는 딱 휴양지에요. 12월 초 기준 수영하기는 해 쨍쨍하지 않으면 좀 추울 날씨여서 호텔 수영장이나 바다 수영 못했어요 ㅠㅠ

고수민 가이드님과 다녀왔고, 선택관광 강요 없이 잘 다녀왔어요! 대신 그만큼 마지막날 쇼핑 추가(이건 다른 패키지팀들도 거기 있던걸 봐선 랜드사들 평균일지도) 및 식사 다운그레이드로 적당히 눈치껏 맞추신듯함 ㅎ... 3박팀/스케쥴상 식사랑 다른데로 가시더라구요.

윙크 리버사이드로 배정됐고, 조식도 괜찮고 강쪽 뷰 방트로 받아서 창밖 구경도 할만했어요. 첫날엔 웰컴 비어랑 손바닥만한 과자 주셨어요 ㅋㅋ 루프탑 수영장은 깔끔했으나 날씨 이슈로 이용은 못했고, 헬스장도 있는 것 같아요. 외국인들 사용하더라구요.

전체적으로 가족여행으로 가기 무난했어요. 마지막날 선택관광 안하면 7시 반 정도에 공항에 도착해서 새벽까지 대기니까 미리 간식거리같은 거 준비해서 가시는걸 추천드립니다 ㅎ... 그랩푸드 시키셔도 되긴해요. 공항 도착한 분들 중 한 가족은 짐 붙이신 후 택시타고 시내로 나가시기도 했습니다. ",2025.12.09,가족여행,2,,20,호텔이 시내에 있어요, 일정이 여유로워요, 현지 음식이 맛있어요, 가격이 합리적이에요,
MAV1039,다낭,패키지,[10석한정][출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,301896,qkq*******,5,"가족여행으로 가게되었어요.
저희는 선택관광할생각으로 갔었고.
생각했던금액보다는 더나오긴했지만.
알차게보냈습니다..
부모님은 일정날짜가 짧게느껴지실만큼 좋으셨다고해요.
선택관광이 조금더 저렴했으면합니다.
쇼핑은.. 침향 커피 잡화점으로 이루어졌고.
조금저렴하게 팔았으면 좋겠다는생각이들어요.
가이드님이 이곳저곳 설명도해주시고.
일정에 빠지지않게 다보게 일정짜주셨습니다.
호텔은 깔끔했으며.조식도 먹을만큼은 있었어요.",2025.11.30,가족여행,1,,40,객실이 깨끗해요, 일정이 알차요, 즐길 거리가 다양해요, 현지 음식이 맛있어요, 가이드가 전문적이에요
MAV1039,다낭,패키지,[출발확정][한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,301875,BANGBARA1,5,"3박 5일 동안 다낭 여행을 다녀왔습니다. 전체 일정 동안 날씨가 정말 좋았고, 숙소 컨디션도 기대 이상으로 뛰어나서 여행 시작부터 기분이 좋았어요. 객실 상태도 깔끔했고, 식사도 정갈하게 잘 준비되어 있어서 아침부터 기분 좋게 하루를 시작할 수 있었습니다. 특히 4층 수영장은 생각보다 넓고 분위기가 좋아서 일정 중간중간 쉬어가기에 딱 좋았고, 물놀이하며 여유를 즐길 수 있어 만족스러웠습니다.

다낭 음식도 제 입맛에 잘 맞았는데, 현지에서 먹는 식사들은 부담도 없고 맛도 좋아 계속 손이 갔습니다. 그중에서도 반미는 정말 잊을 수 없을 만큼 맛있었어요. 재료가 신선하고 조화가 좋아서 ‘왜 다낭 반미가 유명한지’ 단번에 알 수 있었습니다. 가이드분이 챙겨주신 망고는 특별히 더 달고 향이 좋아서 여행 중 최고의 간식이었어요.

여러 일정중에  바나산 일정은 이번 여행의 하이라이트였습니다. 케이블카를 타고 올라갈 때 날씨가 너무 좋아서 멋진 전경을 그대로 감상할 수 있었는데, 가이드분이 농담처럼 자신을 ‘날씨 요정’이라고 하셨던 말이 정말 맞는 것 같았어요. 전망이 시원하게 펼쳐지면서 사진 찍기에도 환상적이었고, 기분 좋은 바람까지 불어와 오래 기억에 남는 시간이 되었습니다.

그리고 무엇보다 이번 여행을 더 특별하게 만들어준 건 가이드분의 역할이었습니다. 흔히 단체 여행에서 볼 수 있는 ‘깃발부대식’의 딱딱한 진행이 아니라, 정말 편안하고 친근한 지인과 함께하는 여행처럼 느껴질 정도였어요. 시간 배분을 정말 세심하게 해주셔서 이동이 지루하지 않았고, 각 코스의 동선도 군더더기 없이 알차게 짜여 있었습니다. 설명할 때도 부담 없이 귀에 쏙쏙 들어오게 전해주시고, 저희가 불편하지 않도록 작은 부분까지 신경 써주셔서 감동받았습니다.

여행 내내 “가이드 한 명이 여행의 만족도를 얼마나 크게 좌우하는지”를 새삼 느꼈습니다. 밝고 친절한 에너지 덕분에 전체 일정이 더 재밌어졌고, 일정 사이사이에 챙겨주신 배려 덕분에 피곤함도 훨씬 덜했어요. 이런 가이드분과 함께한 여행이라 더욱 기억에 남는 것 같습니다.

전반적으로 날씨, 숙소, 음식, 일정, 동행한 분들, 그리고 무엇보다 가이드님까지 모든 요소가 완벽하게 조화를 이룬 여행이었습니다. 다낭은 벌써부터 다시 가보고 싶은 곳으로 마음속에 자리 잡았고, 다음에도 이번처럼 좋은 인연과 함께한다면 정말 행복할 것  같습니다",2025.11.30,가족여행,0,,50,일정이 알차요, 현지 음식이 맛있어요, 가격이 합리적이에요, 호텔이 관광지와 가까워요, 가이드가 배려 깊고 세심해요
MAV1039,다낭,패키지,[한정특가][출발확정/창립32주년] 다낭 5일 #조장혁 디너콘서트 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,300308,xod******,5,"아이랑 가족여행 갔다왔어요~~
일정이 알차고 가이드님의 설명이 너무 재밌고 유익해서 다음에 한번더 뵙고 싶네요
비가 너무 많이와서 호이안은 못들어갔어요
홍수가 심해서ㅠㅠ
그래도 아이와 잊을수없는 추억들 많이 가지고 가네요
다음에도 또 갈 기회되면 다낭 꼭 갈게요 ~^^",2025.11.10,아동동반 여행,1,,30,호텔이 시내에 있어요, 현지 음식이 다양해요, 가격이 합리적이에요, 가격만큼 가치 있어요, 가이드가 열정적이에요
MAV1039,다낭,패키지,[출발확정/창립32주년] 다낭 4박 5일 #조장혁 디너콘서트 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,300181,kgo****,5,"우기를 감안하고 출발한 여행이었지만, 예상보다 날씨가 좋지 않아 천둥까지 치던 날들이 있었어요.
그럼에도 불구하고 가이드님께서 상황을 세심히 파악하시고 일정을 유연하게 조정해주셔서
휴식은 충분히, 관광은 알차게 즐길 수 있었습니다.

만약 개인 자유여행이었다면 이런 날씨 속에서는 제대로 즐기기 어려웠을 텐데,
가이드님 덕분에 악천후 속에서도 모든 명소를 편안하게 둘러볼 수 있었어요.
비가 오는 중에도 틈틈이 일정을 체크하시고,
일행의 컨디션 하나하나 세심히 살피시며,
호이안 현지 상황까지 꼼꼼히 확인해주시는 모습이 정말 인상 깊었습니다. 향신료 못 먹는 가족의 식성도 피해서 괜찮을 음식으로 신경써주신 것도 감사해요

그 덕분에 날씨가 아닌 ‘여행의 즐거움’에 집중할 수 있었고, 특별한 추억이 되었어요. 
프로페셔널한 일정 조율 능력과 세심한 배려에 진심으로 감사드립니다.
",2025.11.08,가족여행,0,"호이안 야경투어,차밍 다낭쇼",40,호텔에서 쉬기 좋아요, 일정이 여유로워요, 식당이 청결해요, 가이드가 전문적이에요, 가이드가 배려 깊고 세심해요
MAV1039,다낭,패키지,[출발확정] 다낭 4박 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,299653,jin*****,5,"이준호2 가이드님과 베트남 다낭 4박 5일 패키지 즐기고 왔습니다. 우선 가이드님이 굉장히 세심하시고, 베트남에 대한 지식이 많으셔서 설명이 풍부했고, 귀가 심심치 않게 약간의 농담도 있으셨습니다. 노약자가 있었는데 계단 오르락내리락 할 때와 빗길에서 걸을 때 신경써주셨습니다. 객실부터 얘기하자면 다낭 발코나 호텔 805호에서 머물렀는데 파도뷰가 굉장히 이쁩니다. 객실 상태도 4성급답게 청결했습니다. 조식 또한 먹을 것들이 많았고 맛있었습니다. 여행 일정은 정말 알찼습니다. 비록 태풍이 왔을 때 가긴 했지만 호이안 빼고는 모든 일정 소화하고 왔습니다. 관광지 갔다가 돌아오시는 길에 밖에 보면 한국에서 보이는 것들이 베트남에서도 보이는 곳이 조금 있습니다. 또한 호텔 옆에 돌아다니면 경기도 다낭마사지도 볼 수 있어요. 짧아서 아쉬웠고, 날씨 좋을 때 다시 한 번 가고 싶을 정도로 여행이 재미있었습니다! ",2025.11.01,가족여행,0,,20,객실 뷰가 좋아요, 일정이 알차요, 현지 음식이 맛있어요, 가격만큼 가치 있어요, 가격이 합리적이에요
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,298505,sjh******,5,"
세번째 베트남여행~ 참 매력적인 나라입니다.
남들 다가는 베트남 다낭시, 나만 못가봤어 ㅎ
자연과 관광이 적절히 조화로운 도시, 다낭.
다음에 기회가 되면 다시 오고 싶네요~
사실 우기라 걱정했는데, 날도 좋았습니다.
호텔근처에 마트도 많아 밤마다 마실 다녔어요~ㅎ
고지영가이드님~다양한 연령대가 모여 녹록치 않았을텐데 베테랑답게 상황대처도 good!
늘 빠른 일처리로 우리 팀 기다림없이 입장~
자신의 일을 사랑하는 만큼 성심성의껏 매사 임하는 모습에 박수를 보냅니다!
(공항에서 먹으라고 사주신 반미샌드위치 맛있었어요)
묵묵히 앞뒤로 조력해준 화이가이드님~ 마지막 공항에서 비행기 좌석지정까지 도움주셔서 감사했어요!
두 가이드님, 다낭에 다시 가게 된다면~ 
꼭 인연이 되기를요^^

",2025.10.18,친구모임,1,,60,호텔이 관광지와 가까워요, 일정이 알차요, 가격이 합리적이에요, 가이드가 배려 깊고 세심해요,
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,297036,오드리1004,5,"남편과 항상 같이 다닌 여행이 이번에는 예외였어요. 구정에 뇌출혈진단으로 8개월의 병원생활에 동참한 나는  물론 간병인이  대부분을 책임지지만 심적으로 고생한 나의 힐링 여행이였어요. 같이 동행해 준 큰아들에게도 감사하구요. 넘어져서 깁스를 푼지 한달 조금 지나서 계단이나 길을 걸을때 옆에서 많이 도와준 아들 감사요!
이래저래 이번여행에서 가족애를 다시한번 느낀 고마운 여행! ",2025.10.07,친구모임,0,"호이안 씨클로,다낭 NEW나이트투어",60,객실 뷰가 좋아요, 일정이 알차요, 현지 음식이 다양해요, 가격만큼 가치 있어요, 가이드가 열정적이에요
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,296822,oeiii,5,"하나하나 고객들 신경쓰고 열정적으로 애쓰는 모습이 
진심느껴지고 편하고 즐거웠습니다. 
그때그때 상황에맞게 유두리있게 정리해서 편하고 어렵지않게 많은걸 보여준 최고의 여행이었습니다.

패키지는 힘들고 불편해! 라는 고정관점을 깨부순 
김대원 가이드님께 심심한 감사를표합니다.
여행 목적지가 아닌 김대원 가이드님의 여정에 제가 여행하고픈 행복하구 즐거운 시간이었습니다
",2025.10.05,나홀로 여행,0,,50,객실이 깨끗해요, 일정이 알차요, 현지 음식이 다양해요, 가격만큼 가치 있어요, 가이드가 열정적이에요
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,296527,nkh0614,4,"솔찍히 패키지가 너무 저렴하게 나와서,선택했습니다.
가이드도 좋았고 같이 움직였던 일행들도 인원이 좀 많은 편이었지만 나이때도 있으셨지만 너무 편하게 잘 대해주시고 좋았습니다.그러나 일정이 너무 빡빡 해서 휴양지에 갔다는 생각이 별로 들지 않고 더운 날씨에 관광지를 간것 같은 생각이 들어서 조금 동남아를 ,휴양지를. 간 의미가 없지 않았나 싶기도 했어요. 하지만 가이드분이 시간을 잘 조절해서 오후 시간을 조금씩 빼 주신 적이 있어서 나름 즐기긴 했습니다..
가격이 저렴 하지만 옵션으로 들어가는 비용들이 좀 있었어서 사실은 금액을 다 지불 한거 같은 느낌도 있었구요.
그래도 자유여행으로 갔던 것 보다는 가성비좋게 관광을 다하고 올 수 있었습니다.",2025.10.01,커플여행,1,,40,객실이 깨끗해요, 일정이 알차요, 현지 음식이 다양해요, 가격이 합리적이에요, 가이드가 재밌어요
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,296387,jyt***,5,"다낭에서 바구니배 타고 바니힐 케이블카 타고 
하나투어를 통해 다낭을 가서 멋지고 좋은 경험을 
하게 되어 기뻤어요!
가이드 해주신 임영복 가이드님 그리고 ""점""가이드님 
세심하게 배려해주시고  늘 밝은 표정으로 인사해주셔서 감사합니다.
임영복 가이드님께서 역사지식이 많으셔서 설명해주셔서 
베트남에 대해 더욱 잘 알게 되고 좋았습니다.",2025.09.29,가족여행,0,,40,객실이 깨끗해요, 호텔 부대시설이 좋아요, 일정이 여유로워요, 가이드가 전문적이에요, 가이드가 배려 깊고 세심해요
MAV1039,다낭,패키지,[출발확정/한정특가] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,296069,ejc****,4,"가족과 함께 보내기좋아요.
귀찮은거없이 모두 계획되어있어 그냥 제 몸과 짐만가면 3박5일 재미있게 보냈어요.
가격도 합리적이라 추천합니다.
다낭의 주요관광지는 다 경험할수있어 좋았습니다.",2025.09.25,가족여행,0,,40,호텔 부대시설이 좋아요, 일정이 알차요, 현지 음식이 다양해요, 가격이 합리적이에요, 가이드가 배려 깊고 세심해요
MAV1039,다낭,패키지,[출발확정] 다낭 5일 #시내 4성호텔 #바나힐 테마파크 #호이안 #전신마사지 #캔들라이트 디너 ,295764,cnd********,5,"부모님 모시고 온 첫 해외여행으로 다낭 성공적이었어요!! 
태풍 때문에 여행 내내 비가 올까 봐 걱정했는데
다행히 날씨가 너무 좋아서 즐거운 여행이 되었답니다^^

여행에 있어 장소도 장소지만, 
가이드가 정말 중요하다고 생각하는데 
운 좋게 <전진규>스타가이드님을 만나게 되었고
연령대가 다양한 팀이었는데 한 분 한 분 챙겨주시고 
배려해 주시는 그 따뜻함과 세심함에 진정성을 느꼈고 
감동받았습니다!
게다가 센스 있는 선물까지 준비해 주셔서 너무 감사드렸어요!^.^

또한, 현지 <라니>가이드님  저희 아이를 예뻐해 주시고 챙겨 주셔서 감사드려요!  세심한 배려에 제가 오히려 빚을 지고 온 것 같아서 감사함과 죄송스러운 마음이 들었답니다.. ㅠ  정말 천사 같으시고  따뜻한 마음 잊을 수 없는 가이드님이에요!

이번 여행은 목적지도 좋았지만  같이 동행했던 일행분들도 너무 좋으셨고 또한 두 가이드님을 만나서 더욱더 빛이 나고 행복했던 것 같아요!
이 두 분 덕분에 불편함 없이 즐기면서 잊지 못할 추억들을 많이 만들고 와서 진심으로 너무 감사드립니다!!!

저희 아이가 4살이지만 얼마나 즐거웠으면  한국 가기 싫다고 했을까요..ㅜㅜㅎㅎ  가이드님을 삼촌,이모하며 따랐던 터라 헤어짐이 아쉬웠나 봅니다^^ 

저희 가족들 모두 힐링하고 200프로 만족스러운 여행이었습니다! ♥
더운 날씨에 고생 많으셨고 감시했습니다
 ",2025.09.22,가족여행,0,,30,일정이 알차요, 식당이 청결해요, 가이드가 배려 깊고 세심해요, 호텔 부대시설이 좋아요, 가이드가 전문적이에요
