연도,월,지역,국가,관광객수
2024,10,미주,멕시코,8690
2024,11,미주,미국,115022
2024,11,미주,캐나다,8355
2024,11,미주,도미니카공화국,1252
2024,11,미주,자메이카,27
2024,11,미주,코스타리카,402
2024,11,미주,멕시코,11288
2024,12,미주,미국,141229
2024,12,미주,캐나다,10567
2024,12,미주,도미니카공화국,1405
2024,12,미주,자메이카,20
2024,12,미주,코스타리카,378
2024,12,미주,멕시코,13471
2025,1,미주,미국,159744
2025,1,미주,캐나다,11032
2025,1,미주,도미니카공화국,2042
2025,1,미주,자메이카,29
2025,1,미주,코스타리카,350
2025,1,미주,멕시코,11143
2025,2,미주,미국,118199
2025,2,미주,캐나다,7237
2025,2,미주,도미니카공화국,1412
2025,2,미주,자메이카,13
2025,2,미주,코스타리카,322
2025,2,미주,멕시코,9426
2025,3,미주,미국,99701
2025,3,미주,캐나다,6068
2025,3,미주,도미니카공화국,1301
2025,3,미주,자메이카,18
2025,3,미주,코스타리카,339
2025,3,미주,멕시코,9855
2025,4,미주,미국,113926
2025,4,미주,캐나다,9112
2025,4,미주,도미니카공화국,892
2025,4,미주,자메이카,15
2025,4,미주,코스타리카,238
2025,4,미주,멕시코,9060
2025,5,미주,미국,129729
2025,5,미주,캐나다,17684
2025,5,미주,도미니카공화국,847
2025,5,미주,자메이카,25
2025,5,미주,코스타리카,264
2025,5,미주,멕시코,8055
2025,6,미주,미국,121656
2025,6,미주,캐나다,19735
2025,6,미주,도미니카공화국,909
2025,6,미주,자메이카,22
2025,6,미주,코스타리카,264
2025,6,미주,멕시코,7558
2025,7,미주,미국,158539
2025,7,미주,캐나다,30087
2025,7,미주,도미니카공화국,1152
2025,7,미주,자메이카,20
2025,7,미주,코스타리카,274
2025,7,미주,멕시코,8643
2025,8,미주,미국,150428
2025,8,미주,캐나다,21069
2025,8,미주,도미니카공화국,1021
2025,8,미주,자메이카,36
2025,8,미주,코스타리카,180
2025,8,미주,멕시코,8463
2025,9,미주,미국,136037
2025,9,미주,캐나다,27735
2025,9,미주,도미니카공화국,455
2025,9,미주,자메이카,13
2025,9,미주,코스타리카,173
2025,9,미주,멕시코,7642
2025,10,미주,미국,172459
2025,10,미주,캐나다,25463
2025,10,미주,도미니카공화국,662
2025,10,미주,자메이카,18
2025,10,미주,코스타리카,234
2025,10,미주,멕시코,9714
2025,11,미주,미국,125629
2025,11,미주,캐나다,10086
2025,11,미주,도미니카공화국,1163
2025,11,미주,자메이카,26
2025,11,미주,코스타리카,254
2025,11,미주,멕시코,10374
2025,12,미주,미국,161095
2025,12,미주,도미니카공화국,1603
2025,12,미주,코스타리카,310
2004,1,유럽,독일,7414
2004,1,유럽,오스트리아,1518
2004,1,유럽,핀란드,397
2004,1,유럽,스웨덴,579
2004,1,유럽,리히텐슈타인,5
2004,2,유럽,독일,7506
2004,2,유럽,오스트리아,1511
2004,2,유럽,핀란드,448
2004,2,유럽,스웨덴,1438
2004,2,유럽,리히텐슈타인,8
2004,3,유럽,독일,8974
2004,3,유럽,오스트리아,1783
2004,3,유럽,핀란드,613
2004,3,유럽,스웨덴,885
2004,3,유럽,리히텐슈타인,21
2004,4,유럽,독일,8172
2004,4,유럽,오스트리아,3006
2004,4,유럽,핀란드,484
2004,4,유럽,스웨덴,818
2004,4,유럽,리히텐슈타인,4
2004,5,유럽,독일,11376
2004,5,유럽,오스트리아,4875
2004,5,유럽,핀란드,2061
2004,5,유럽,스웨덴,1849
2004,5,유럽,리히텐슈타인,17
2004,6,유럽,독일,11753
2004,6,유럽,오스트리아,5243
2004,6,유럽,핀란드,3230
2004,6,유럽,스웨덴,2348
2004,6,유럽,리히텐슈타인,12
2004,7,유럽,독일,20420
2004,7,유럽,오스트리아,10920
2004,7,유럽,핀란드,2782
2004,7,유럽,스웨덴,1567
2004,7,유럽,리히텐슈타인,18
2004,8,유럽,독일,15216
2004,8,유럽,오스트리아,6574
2004,8,유럽,핀란드,2826
2004,8,유럽,스웨덴,2147
2004,8,유럽,리히텐슈타인,2
2004,9,유럽,독일,11655
2004,9,유럽,오스트리아,4172
2004,9,유럽,핀란드,1113
2004,9,유럽,스웨덴,1605
2004,9,유럽,리히텐슈타인,4
2004,10,유럽,독일,10783
2004,10,유럽,오스트리아,3188
2004,10,유럽,핀란드,717
2004,10,유럽,스웨덴,825
2004,10,유럽,리히텐슈타인,2
2004,11,유럽,독일,7734
2004,11,유럽,오스트리아,1865
2004,11,유럽,핀란드,417
2004,11,유럽,스웨덴,796
2004,11,유럽,리히텐슈타인,4
2004,12,유럽,독일,5555
2004,12,유럽,오스트리아,1526
2004,12,유럽,핀란드,330
2004,12,유럽,스웨덴,519
2005,1,유럽,독일,9807
2005,1,유럽,오스트리아,2632
2005,1,유럽,러시아,111221
2005,1,유럽,핀란드,374
2005,1,유럽,스웨덴,892
2005,1,유럽,조지아,13
2005,2,유럽,독일,7259
2005,2,유럽,오스트리아,1745
2005,2,유럽,핀란드,455
2005,2,유럽,스웨덴,851
2005,2,유럽,리히텐슈타인,5
2005,2,유럽,조지아,18
2005,3,유럽,독일,8513
2005,3,유럽,오스트리아,2131
2005,3,유럽,핀란드,610
2005,3,유럽,스웨덴,677
2005,3,유럽,리히텐슈타인,15
2005,3,유럽,조지아,24
2005,4,유럽,독일,10027
2005,4,유럽,오스트리아,3567
2005,4,유럽,핀란드,604
2005,4,유럽,스웨덴,854
2005,4,유럽,리히텐슈타인,14
2005,4,유럽,조지아,12
2005,5,유럽,독일,11347
2005,5,유럽,오스트리아,7202
2005,5,유럽,핀란드,1706
2005,5,유럽,스웨덴,1916
2005,5,유럽,리히텐슈타인,10
2005,5,유럽,조지아,9
2005,6,유럽,독일,12023
2005,6,유럽,오스트리아,6426
2005,6,유럽,핀란드,2776
2005,6,유럽,스웨덴,2562
2005,6,유럽,리히텐슈타인,9
2005,6,유럽,조지아,20
2005,7,유럽,독일,21678
2005,7,유럽,오스트리아,10713
2005,7,유럽,핀란드,1889
2005,7,유럽,스웨덴,2157
2005,7,유럽,리히텐슈타인,15
2005,7,유럽,조지아,29
2005,8,유럽,독일,17507
2005,8,유럽,오스트리아,7771
2005,8,유럽,핀란드,2389
2005,8,유럽,스웨덴,2422
2005,8,유럽,리히텐슈타인,20
2005,8,유럽,조지아,18
2005,9,유럽,독일,12454
2005,9,유럽,오스트리아,4646
2005,9,유럽,핀란드,1118
2005,9,유럽,스웨덴,1297
2005,9,유럽,리히텐슈타인,11
2005,9,유럽,조지아,34
2005,10,유럽,독일,11916
2005,10,유럽,오스트리아,5752
2005,10,유럽,핀란드,789
2005,10,유럽,스웨덴,890
2005,10,유럽,리히텐슈타인,21
2005,10,유럽,조지아,30
2005,11,유럽,독일,8063
2005,11,유럽,오스트리아,2753
2005,11,유럽,핀란드,536
2005,11,유럽,스웨덴,1101
2005,11,유럽,리히텐슈타인,5
2005,11,유럽,조지아,20
2005,12,유럽,독일,6666
2005,12,유럽,오스트리아,2154
2005,12,유럽,핀란드,298
2005,12,유럽,스웨덴,980
2005,12,유럽,리히텐슈타인,5
2005,12,유럽,조지아,11
2006,1,유럽,독일,9022
2006,1,유럽,오스트리아,3010
2006,1,유럽,러시아,110788
2006,1,유럽,핀란드,305
2006,1,유럽,스웨덴,1333
2006,1,유럽,리히텐슈타인,14
2006,1,유럽,조지아,20
2006,2,유럽,독일,8049
2006,2,유럽,오스트리아,3164
2006,2,유럽,핀란드,390
2006,2,유럽,스웨덴,1331
2006,2,유럽,리히텐슈타인,8
2006,2,유럽,조지아,27
2006,3,유럽,독일,10113
2006,3,유럽,오스트리아,3136
2006,3,유럽,핀란드,403
2006,3,유럽,스웨덴,1448
2006,3,유럽,리히텐슈타인,13
2006,3,유럽,조지아,19
2006,4,유럽,독일,9639
2006,4,유럽,오스트리아,5500
2006,4,유럽,핀란드,610
2006,4,유럽,스웨덴,788
2006,4,유럽,리히텐슈타인,6
2006,4,유럽,조지아,24
2006,5,유럽,독일,12351
2006,5,유럽,오스트리아,8157
2006,5,유럽,핀란드,2164
2006,5,유럽,스웨덴,2439
2006,5,유럽,리히텐슈타인,18
2006,5,유럽,조지아,26
2006,6,유럽,독일,19817
2006,6,유럽,오스트리아,7688
2006,6,유럽,핀란드,3120
2006,6,유럽,스웨덴,2602
2006,6,유럽,리히텐슈타인,14
2006,6,유럽,조지아,42
2006,7,유럽,독일,21057
2006,7,유럽,오스트리아,13552
2006,7,유럽,핀란드,2487
2006,7,유럽,스웨덴,2553
2006,7,유럽,리히텐슈타인,11
2006,7,유럽,조지아,55
2006,8,유럽,독일,17609
2006,8,유럽,오스트리아,11793
2006,8,유럽,핀란드,2429
2006,8,유럽,스웨덴,3235
2006,8,유럽,리히텐슈타인,14
2006,8,유럽,조지아,41
2006,9,유럽,독일,13485
2006,9,유럽,오스트리아,8633
2006,9,유럽,핀란드,2028
2006,9,유럽,스웨덴,2714
2006,9,유럽,리히텐슈타인,13
2006,9,유럽,조지아,47
2006,10,유럽,독일,13175
2006,10,유럽,오스트리아,8568
2006,10,유럽,핀란드,787
2006,10,유럽,스웨덴,3204
2006,10,유럽,리히텐슈타인,4
2006,10,유럽,조지아,41
2006,11,유럽,독일,10553
2006,11,유럽,오스트리아,3904
2006,11,유럽,핀란드,556
2006,11,유럽,스웨덴,1278
2006,11,유럽,리히텐슈타인,14
2006,11,유럽,조지아,49
2006,12,유럽,독일,7449
2006,12,유럽,오스트리아,3387
2006,12,유럽,핀란드,376
2006,12,유럽,스웨덴,635
2006,12,유럽,리히텐슈타인,5
2006,12,유럽,조지아,41
2007,1,유럽,독일,10223
2007,1,유럽,오스트리아,4896
2007,1,유럽,러시아,124785
2007,1,유럽,핀란드,465
2007,1,유럽,스웨덴,1721
2007,1,유럽,리히텐슈타인,10
2007,1,유럽,조지아,58
2007,2,유럽,독일,9053
2007,2,유럽,오스트리아,3606
2007,2,유럽,핀란드,383
2007,2,유럽,스웨덴,1695
2007,2,유럽,리히텐슈타인,9
2007,2,유럽,조지아,29
2007,3,유럽,독일,12161
2007,3,유럽,오스트리아,4403
2007,3,유럽,핀란드,485
2007,3,유럽,스웨덴,1438
2007,3,유럽,리히텐슈타인,13
2007,3,유럽,조지아,55
2007,4,유럽,독일,12492
2007,4,유럽,오스트리아,7772
2007,4,유럽,핀란드,484
2007,4,유럽,스웨덴,1141
2007,4,유럽,조지아,35
2007,5,유럽,독일,14850
2007,5,유럽,오스트리아,11002
2007,5,유럽,핀란드,1466
2007,5,유럽,스웨덴,2077
2007,5,유럽,리히텐슈타인,12
2007,5,유럽,조지아,43
2007,6,유럽,독일,15154
2007,6,유럽,오스트리아,9417
2007,6,유럽,핀란드,2466
2007,6,유럽,스웨덴,3053
2007,6,유럽,리히텐슈타인,26
2007,6,유럽,조지아,58
2007,7,유럽,독일,22821
2007,7,유럽,오스트리아,13465
2007,7,유럽,핀란드,1897
2007,7,유럽,스웨덴,2437
2007,7,유럽,리히텐슈타인,21
2007,7,유럽,조지아,41
2007,8,유럽,독일,18402
2007,8,유럽,오스트리아,12723
2007,8,유럽,핀란드,1917
2007,8,유럽,스웨덴,1804
2007,8,유럽,리히텐슈타인,8
2007,8,유럽,조지아,89
2007,9,유럽,독일,13571
2007,9,유럽,오스트리아,7287
2007,9,유럽,핀란드,1114
2007,9,유럽,스웨덴,1596
2007,9,유럽,리히텐슈타인,33
2007,9,유럽,조지아,70
2007,10,유럽,독일,13109
2007,10,유럽,오스트리아,8973
2007,10,유럽,핀란드,635
2007,10,유럽,스웨덴,954
2007,10,유럽,리히텐슈타인,3
2007,10,유럽,조지아,61
2007,11,유럽,독일,10482
2007,11,유럽,오스트리아,4244
2007,11,유럽,핀란드,405
2007,11,유럽,스웨덴,971
2007,11,유럽,리히텐슈타인,9
2007,11,유럽,조지아,48
2007,12,유럽,독일,8550
2007,12,유럽,오스트리아,4771
2007,12,유럽,핀란드,442
2007,12,유럽,스웨덴,688
2007,12,유럽,리히텐슈타인,1
2007,12,유럽,조지아,64
2008,1,유럽,독일,11619
2008,1,유럽,오스트리아,5425
2008,1,유럽,슬로베니아,126
2008,1,유럽,러시아,101304
2008,1,유럽,핀란드,519
2008,1,유럽,스웨덴,1034
2008,1,유럽,리히텐슈타인,3
2008,1,유럽,조지아,55
2008,2,유럽,독일,10698
2008,2,유럽,오스트리아,3897
2008,2,유럽,슬로베니아,146
2008,2,유럽,핀란드,318
2008,2,유럽,스웨덴,1087
2008,2,유럽,리히텐슈타인,4
2008,2,유럽,조지아,36
2008,3,유럽,독일,9628
2008,3,유럽,오스트리아,4623
2008,3,유럽,슬로베니아,182
2008,3,유럽,핀란드,446
2008,3,유럽,스웨덴,1184
2008,3,유럽,리히텐슈타인,7
2008,3,유럽,조지아,41
2008,4,유럽,독일,11900
2008,4,유럽,오스트리아,7621
2008,4,유럽,슬로베니아,719
2008,4,유럽,핀란드,683
2008,4,유럽,스웨덴,1443
2008,4,유럽,리히텐슈타인,16
2008,4,유럽,조지아,33
2008,5,유럽,독일,12783
2008,5,유럽,오스트리아,11019
2008,5,유럽,슬로베니아,1265
2008,5,유럽,핀란드,1009
2008,5,유럽,스웨덴,2679
2008,5,유럽,리히텐슈타인,7
2008,5,유럽,조지아,66
2008,6,유럽,독일,13987
2008,6,유럽,오스트리아,6884
2008,6,유럽,슬로베니아,1016
2008,6,유럽,핀란드,1758
2008,6,유럽,스웨덴,3697
2008,6,유럽,리히텐슈타인,14
2008,6,유럽,조지아,55
2008,7,유럽,독일,18442
2008,7,유럽,오스트리아,11288
2008,7,유럽,슬로베니아,786
2008,7,유럽,핀란드,1393
2008,7,유럽,스웨덴,2495
2008,7,유럽,리히텐슈타인,7
2008,7,유럽,조지아,59
2008,8,유럽,독일,18254
2008,8,유럽,오스트리아,11611
2008,8,유럽,슬로베니아,739
2008,8,유럽,핀란드,1957
2008,8,유럽,스웨덴,2751
2008,8,유럽,조지아,41
2008,9,유럽,독일,12100
2008,9,유럽,오스트리아,6411
2008,9,유럽,슬로베니아,498
2008,9,유럽,핀란드,933
2008,9,유럽,스웨덴,2025
2008,9,유럽,리히텐슈타인,11
2008,9,유럽,조지아,29
2008,10,유럽,독일,11040
2008,10,유럽,오스트리아,6009
2008,10,유럽,슬로베니아,602
2008,10,유럽,핀란드,624
2008,10,유럽,스웨덴,1067
2008,10,유럽,리히텐슈타인,6
2008,10,유럽,조지아,44
2008,11,유럽,독일,7802
2008,11,유럽,오스트리아,2581
2008,11,유럽,슬로베니아,197
2008,11,유럽,핀란드,495
2008,11,유럽,스웨덴,665
2008,11,유럽,리히텐슈타인,17
2008,11,유럽,조지아,30
2008,12,유럽,독일,5186
2008,12,유럽,오스트리아,2559
2008,12,유럽,슬로베니아,91
2008,12,유럽,핀란드,467
2008,12,유럽,스웨덴,471
2008,12,유럽,리히텐슈타인,3
2008,12,유럽,조지아,47
2009,1,유럽,독일,7544
2009,1,유럽,오스트리아,3193
2009,1,유럽,영국,18160
2009,1,유럽,슬로베니아,186
2009,1,유럽,러시아,84166
2009,1,유럽,핀란드,294
2009,1,유럽,스웨덴,487
2009,1,유럽,리히텐슈타인,4
2009,1,유럽,조지아,29
2009,2,유럽,독일,8796
2009,2,유럽,오스트리아,2342
2009,2,유럽,슬로베니아,82
2009,2,유럽,핀란드,299
2009,2,유럽,스웨덴,762
2009,2,유럽,조지아,19
2009,3,유럽,독일,8202
2009,3,유럽,오스트리아,3431
2009,3,유럽,슬로베니아,275
2009,3,유럽,핀란드,365
2009,3,유럽,스웨덴,843
2009,3,유럽,조지아,35
2009,4,유럽,독일,9369
2009,4,유럽,오스트리아,5907
2009,4,유럽,영국,20635
2009,4,유럽,슬로베니아,654
2009,4,유럽,핀란드,436
2009,4,유럽,스웨덴,890
2009,4,유럽,조지아,61
2009,5,유럽,독일,10510
2009,5,유럽,오스트리아,5739
2009,5,유럽,슬로베니아,663
2009,5,유럽,핀란드,684
2009,5,유럽,스웨덴,1529
2009,5,유럽,리히텐슈타인,1
2009,5,유럽,조지아,56
2009,6,유럽,독일,11316
2009,6,유럽,오스트리아,5821
2009,6,유럽,슬로베니아,497
2009,6,유럽,핀란드,820
2009,6,유럽,스웨덴,3307
2009,6,유럽,리히텐슈타인,10
2009,6,유럽,조지아,88
2009,7,유럽,독일,17371
2009,7,유럽,오스트리아,9854
2009,7,유럽,영국,37447
2009,7,유럽,슬로베니아,522
2009,7,유럽,핀란드,1034
2009,7,유럽,스웨덴,3247
2009,7,유럽,리히텐슈타인,7
2009,7,유럽,조지아,56
2009,8,유럽,독일,14652
2009,8,유럽,오스트리아,8401
2009,8,유럽,슬로베니아,697
2009,8,유럽,핀란드,1382
2009,8,유럽,스웨덴,2768
2009,8,유럽,리히텐슈타인,1
2009,8,유럽,조지아,51
2009,9,유럽,독일,12197
2009,9,유럽,오스트리아,4890
2009,9,유럽,슬로베니아,614
2009,9,유럽,핀란드,943
2009,9,유럽,스웨덴,2140
2009,9,유럽,리히텐슈타인,5
2009,9,유럽,조지아,79
2009,10,유럽,독일,9846
2009,10,유럽,오스트리아,3798
2009,10,유럽,영국,30279
2009,10,유럽,슬로베니아,433
2009,10,유럽,핀란드,468
2009,10,유럽,스웨덴,1122
2009,10,유럽,리히텐슈타인,6
2009,10,유럽,조지아,88
2009,11,유럽,독일,8466
2009,11,유럽,오스트리아,2523
2009,11,유럽,슬로베니아,327
2009,11,유럽,핀란드,393
2009,11,유럽,스웨덴,1015
2009,11,유럽,리히텐슈타인,15
2009,11,유럽,조지아,50
2009,12,유럽,독일,6827
2009,12,유럽,오스트리아,3452
2009,12,유럽,슬로베니아,170
2009,12,유럽,핀란드,332
2009,12,유럽,스웨덴,1043
2009,12,유럽,조지아,50
2010,1,유럽,독일,8944
2010,1,유럽,오스트리아,3304
2010,1,유럽,영국,27280
2010,1,유럽,슬로베니아,76
2010,1,유럽,러시아,90622
2010,1,유럽,핀란드,407
2010,1,유럽,북마케도니아,12
2010,1,유럽,스웨덴,844
2010,1,유럽,리히텐슈타인,3
2010,1,유럽,조지아,27
2010,2,유럽,독일,9363
2010,2,유럽,오스트리아,2629
2010,2,유럽,슬로베니아,164
2010,2,유럽,핀란드,372
2010,2,유럽,북마케도니아,4
2010,2,유럽,스웨덴,1691
2010,2,유럽,리히텐슈타인,2
2010,2,유럽,조지아,32
2010,3,유럽,독일,9024
2010,3,유럽,오스트리아,3240
2010,3,유럽,슬로베니아,205
2010,3,유럽,핀란드,486
2010,3,유럽,북마케도니아,3
2010,3,유럽,스웨덴,1756
2010,3,유럽,리히텐슈타인,4
2010,3,유럽,조지아,72
2010,4,유럽,독일,10826
2010,4,유럽,오스트리아,5686
2010,4,유럽,영국,32934
2010,4,유럽,슬로베니아,403
2010,4,유럽,핀란드,502
2010,4,유럽,북마케도니아,5
2010,4,유럽,스웨덴,985
2010,4,유럽,리히텐슈타인,3
2010,4,유럽,조지아,76
2010,5,유럽,독일,12859
2010,5,유럽,오스트리아,8783
2010,5,유럽,슬로베니아,1305
2010,5,유럽,핀란드,876
2010,5,유럽,북마케도니아,245
2010,5,유럽,스웨덴,3321
2010,5,유럽,리히텐슈타인,14
2010,5,유럽,조지아,118
2010,6,유럽,독일,13963
2010,6,유럽,오스트리아,8048
2010,6,유럽,슬로베니아,613
2010,6,유럽,핀란드,1398
2010,6,유럽,북마케도니아,26
2010,6,유럽,스웨덴,4672
2010,6,유럽,리히텐슈타인,10
2010,6,유럽,조지아,78
2010,7,유럽,독일,18324
2010,7,유럽,오스트리아,11643
2010,7,유럽,영국,48390
2010,7,유럽,슬로베니아,845
2010,7,유럽,핀란드,1356
2010,7,유럽,북마케도니아,119
2010,7,유럽,스웨덴,3982
2010,7,유럽,리히텐슈타인,6
2010,7,유럽,조지아,94
2010,8,유럽,독일,14859
2010,8,유럽,오스트리아,11280
2010,8,유럽,슬로베니아,911
2010,8,유럽,핀란드,1273
2010,8,유럽,북마케도니아,105
2010,8,유럽,스웨덴,3960
2010,8,유럽,리히텐슈타인,14
2010,8,유럽,조지아,87
2010,9,유럽,독일,15093
2010,9,유럽,오스트리아,7964
2010,9,유럽,슬로베니아,758
2010,9,유럽,핀란드,1142
2010,9,유럽,북마케도니아,43
2010,9,유럽,스웨덴,2283
2010,9,유럽,리히텐슈타인,2
2010,9,유럽,조지아,81
2010,10,유럽,독일,13009
2010,10,유럽,오스트리아,6592
2010,10,유럽,영국,38393
2010,10,유럽,슬로베니아,938
2010,10,유럽,핀란드,688
2010,10,유럽,북마케도니아,62
2010,10,유럽,스웨덴,1174
2010,10,유럽,리히텐슈타인,8
2010,10,유럽,조지아,139
2010,11,유럽,독일,10131
2010,11,유럽,오스트리아,3680
2010,11,유럽,슬로베니아,277
2010,11,유럽,핀란드,648
2010,11,유럽,북마케도니아,32
2010,11,유럽,스웨덴,934
2010,11,유럽,리히텐슈타인,4
2010,11,유럽,조지아,51
2010,12,유럽,독일,8055
2010,12,유럽,오스트리아,4711
2010,12,유럽,슬로베니아,109
2010,12,유럽,핀란드,430
2010,12,유럽,북마케도니아,30
2010,12,유럽,스웨덴,842
2010,12,유럽,리히텐슈타인,1
2010,12,유럽,조지아,80
2011,1,유럽,독일,10639
2011,1,유럽,오스트리아,4843
2011,1,유럽,영국,37751
2011,1,유럽,슬로베니아,196
2011,1,유럽,러시아,91335
2011,1,유럽,핀란드,592
2011,1,유럽,북마케도니아,19
2011,1,유럽,스웨덴,861
2011,1,유럽,리히텐슈타인,6
2011,1,유럽,조지아,73
2011,2,유럽,독일,11247
2011,2,유럽,오스트리아,3177
2011,2,유럽,슬로베니아,90
2011,2,유럽,핀란드,486
2011,2,유럽,북마케도니아,17
2011,2,유럽,스웨덴,863
2011,2,유럽,리히텐슈타인,7
2011,2,유럽,조지아,62
2011,3,유럽,독일,10006
2011,3,유럽,오스트리아,5170
2011,3,유럽,슬로베니아,361
2011,3,유럽,핀란드,506
2011,3,유럽,북마케도니아,47
2011,3,유럽,스웨덴,1110
2011,3,유럽,리히텐슈타인,5
2011,3,유럽,조지아,141
2011,4,유럽,독일,11773
2011,4,유럽,오스트리아,6984
2011,4,유럽,영국,32424
2011,4,유럽,슬로베니아,849
2011,4,유럽,핀란드,665
2011,4,유럽,북마케도니아,28
2011,4,유럽,스웨덴,1897
2011,4,유럽,리히텐슈타인,11
2011,4,유럽,조지아,120
2011,5,유럽,독일,17407
2011,5,유럽,오스트리아,12617
2011,5,유럽,슬로베니아,2701
2011,5,유럽,핀란드,954
2011,5,유럽,북마케도니아,44
2011,5,유럽,스웨덴,3067
2011,5,유럽,리히텐슈타인,10
2011,5,유럽,조지아,118
2011,6,유럽,독일,15450
2011,6,유럽,오스트리아,10408
2011,6,유럽,슬로베니아,1286
2011,6,유럽,핀란드,1472
2011,6,유럽,북마케도니아,78
2011,6,유럽,스웨덴,5341
2011,6,유럽,리히텐슈타인,8
2011,6,유럽,조지아,181
2011,7,유럽,독일,22370
2011,7,유럽,오스트리아,15892
2011,7,유럽,영국,73751
2011,7,유럽,슬로베니아,1595
2011,7,유럽,핀란드,2205
2011,7,유럽,북마케도니아,346
2011,7,유럽,스웨덴,5038
2011,7,유럽,리히텐슈타인,5
2011,7,유럽,조지아,280
2011,7,유럽,산마리노,6
2011,8,유럽,독일,17949
2011,8,유럽,오스트리아,15526
2011,8,유럽,슬로베니아,1756
2011,8,유럽,핀란드,2387
2011,8,유럽,북마케도니아,176
2011,8,유럽,스웨덴,4294
2011,8,유럽,리히텐슈타인,13
2011,8,유럽,조지아,96
2011,8,유럽,산마리노,4
2011,9,유럽,독일,17963
2011,9,유럽,오스트리아,10853
2011,9,유럽,슬로베니아,1206
2011,9,유럽,핀란드,1255
2011,9,유럽,북마케도니아,68
2011,9,유럽,스웨덴,2435
2011,9,유럽,리히텐슈타인,2
2011,9,유럽,조지아,101
2011,9,유럽,산마리노,35
2011,10,유럽,독일,14826
2011,10,유럽,오스트리아,10060
2011,10,유럽,영국,33417
2011,10,유럽,슬로베니아,1077
2011,10,유럽,핀란드,765
2011,10,유럽,북마케도니아,55
2011,10,유럽,스웨덴,1718
2011,10,유럽,리히텐슈타인,7
2011,10,유럽,조지아,104
2011,10,유럽,산마리노,1
2011,11,유럽,독일,12521
2011,11,유럽,오스트리아,5491
2011,11,유럽,슬로베니아,311
2011,11,유럽,핀란드,647
2011,11,유럽,북마케도니아,187
2011,11,유럽,스웨덴,1496
2011,11,유럽,리히텐슈타인,8
2011,11,유럽,조지아,94
2011,11,유럽,산마리노,2
2011,12,유럽,독일,10715
2011,12,유럽,오스트리아,5338
2011,12,유럽,슬로베니아,104
2011,12,유럽,핀란드,512
2011,12,유럽,북마케도니아,5
2011,12,유럽,스웨덴,1023
2011,12,유럽,리히텐슈타인,5
2011,12,유럽,조지아,49
2011,12,유럽,산마리노,2
2012,1,유럽,독일,13862
2012,1,유럽,오스트리아,6603
2012,1,유럽,영국,41818
2012,1,유럽,슬로베니아,228
2012,1,유럽,러시아,94922
2012,1,유럽,핀란드,692
2012,1,유럽,슬로바키아,13638
2012,1,유럽,북마케도니아,7
2012,1,유럽,스웨덴,1182
2012,1,유럽,리히텐슈타인,2
2012,1,유럽,조지아,83
2012,1,유럽,산마리노,5
2012,2,유럽,독일,14787
2012,2,유럽,오스트리아,4160
2012,2,유럽,슬로베니아,86
2012,2,유럽,핀란드,638
2012,2,유럽,북마케도니아,6
2012,2,유럽,스웨덴,704
2012,2,유럽,리히텐슈타인,12
2012,2,유럽,조지아,81
2012,3,유럽,독일,13025
2012,3,유럽,오스트리아,6887
2012,3,유럽,슬로베니아,455
2012,3,유럽,핀란드,661
2012,3,유럽,북마케도니아,22
2012,3,유럽,스웨덴,710
2012,3,유럽,리히텐슈타인,1
2012,3,유럽,조지아,204
2012,3,유럽,산마리노,2
2012,4,유럽,독일,14598
2012,4,유럽,오스트리아,11185
2012,4,유럽,영국,53004
2012,4,유럽,슬로베니아,1364
2012,4,유럽,핀란드,689
2012,4,유럽,북마케도니아,225
2012,4,유럽,스웨덴,1168
2012,4,유럽,리히텐슈타인,16
2012,4,유럽,조지아,155
2012,4,유럽,산마리노,1
2012,5,유럽,독일,19803
2012,5,유럽,오스트리아,14826
2012,5,유럽,슬로베니아,3264
2012,5,유럽,핀란드,1007
2012,5,유럽,북마케도니아,80
2012,5,유럽,스웨덴,2887
2012,5,유럽,리히텐슈타인,7
2012,5,유럽,조지아,204
2012,5,유럽,산마리노,3
2012,6,유럽,독일,19759
2012,6,유럽,오스트리아,14013
2012,6,유럽,슬로베니아,2219
2012,6,유럽,핀란드,1698
2012,6,유럽,북마케도니아,223
2012,6,유럽,스웨덴,5407
2012,6,유럽,리히텐슈타인,9
2012,6,유럽,조지아,146
2012,6,유럽,산마리노,1
2012,7,유럽,독일,26902
2012,7,유럽,오스트리아,19410
2012,7,유럽,영국,44296
2012,7,유럽,슬로베니아,1601
2012,7,유럽,핀란드,1842
2012,7,유럽,슬로바키아,8218
2012,7,유럽,북마케도니아,197
2012,7,유럽,스웨덴,4703
2012,7,유럽,리히텐슈타인,15
2012,7,유럽,조지아,221
2012,7,유럽,산마리노,30
2012,8,유럽,독일,23714
2012,8,유럽,오스트리아,18231
2012,8,유럽,슬로베니아,2191
2012,8,유럽,핀란드,2585
2012,8,유럽,북마케도니아,140
2012,8,유럽,스웨덴,3588
2012,8,유럽,리히텐슈타인,6
2012,8,유럽,조지아,161
2012,8,유럽,산마리노,3
2012,9,유럽,독일,19323
2012,9,유럽,오스트리아,10064
2012,9,유럽,슬로베니아,1602
2012,9,유럽,핀란드,1204
2012,9,유럽,북마케도니아,86
2012,9,유럽,스웨덴,3050
2012,9,유럽,리히텐슈타인,4
2012,9,유럽,조지아,124
2012,9,유럽,산마리노,6
2012,10,유럽,독일,16732
2012,10,유럽,오스트리아,11494
2012,10,유럽,영국,38375
