대표상품코드,판매상품코드,출발일자,요일,항공사,정상가격,성인가격,잔여좌석수,기준판매코드,기본상품명,호텔명,숙박일수,방문도시,호텔등급,상품구분,브랜드,성인가격_상세,아동가격_상세,가이드경비(USD),쇼핑횟수,일정상세
MAV1809,AVB223260325ZEF,20260325,수,이스타항공,,1009000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260326ZEF,20260326,목,이스타항공,,1009000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260327ZEF,20260327,금,이스타항공,,1009000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260328ZEF,20260328,토,이스타항공,,939000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260329RSF,20260329,일,에어서울,,939000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260329ZEF,20260329,일,이스타항공,,939000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260330RSF,20260330,월,에어서울,,939000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260330ZEF,20260330,월,이스타항공,,939000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260331RFF,20260331,화,에어로케이,,949000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260331RSF,20260331,화,에어서울,,939000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260331ZEF,20260331,화,이스타항공,,909000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260401RFF,20260401,수,에어로케이,,949000,2,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260401RSF,20260401,수,에어서울,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260401ZEF,20260401,수,이스타항공,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260402RSF,20260402,목,에어서울,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260402ZEF,20260402,목,이스타항공,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260403RF6,20260403,금,에어로케이,,1149000,9,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260403RSF,20260403,금,에어서울,,969000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260403ZEF,20260403,금,이스타항공,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260404RF6,20260404,토,에어로케이,,1029000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260404RSF,20260404,토,에어서울,,899000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260404ZEF,20260404,토,이스타항공,,899000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260405RSF,20260405,일,에어서울,,879000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260405ZEF,20260405,일,이스타항공,,899000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260406RSF,20260406,월,에어서울,,879000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260406ZEF,20260406,월,이스타항공,,899000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260407RFF,20260407,화,에어로케이,,949000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260407RSF,20260407,화,에어서울,,879000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260407ZEF,20260407,화,이스타항공,,899000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260408RSF,20260408,수,에어서울,,969000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260408ZEF,20260408,수,이스타항공,,1099000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260409WEF,20260409,목,파라타 항공,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260409RSF,20260409,목,에어서울,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260409LJF,20260409,목,진에어,,999000,10,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260409ZEF,20260409,목,이스타항공,,1099000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB2232604097CF,20260409,목,제주항공,,1219000,10,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260410RF6,20260410,금,에어로케이,,1069000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260410RSF,20260410,금,에어서울,,969000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260410LJF,20260410,금,진에어,,1019000,10,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260410ZEF,20260410,금,이스타항공,,1099000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260411RF6,20260411,토,에어로케이,,1069000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260411RSF,20260411,토,에어서울,,899000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260411LJF,20260411,토,진에어,,929000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260411ZEF,20260411,토,이스타항공,,1029000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB2232604117CF,20260411,토,제주항공,,1179000,6,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260412WE6,20260412,일,파라타 항공,,1089000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260412RSF,20260412,일,에어서울,,879000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260412LJF,20260412,일,진에어,,929000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260412ZEF,20260412,일,이스타항공,,1029000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB2232604127CF,20260412,일,제주항공,,1149000,10,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260413RSF,20260413,월,에어서울,,879000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260413LJF,20260413,월,진에어,,929000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260413ZEF,20260413,월,이스타항공,,1029000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260414RFF,20260414,화,에어로케이,,949000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260414RSF,20260414,화,에어서울,,879000,1,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260414ZEF,20260414,화,이스타항공,,1029000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB2232604147CF,20260414,화,제주항공,,1149000,3,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260415WEF,20260415,수,파라타 항공,,969000,10,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB523260415RFF,20260415,수,에어로케이,,949000,2,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
MAV1809,AVB223260415RSF,20260415,수,에어서울,,969000,8,AVB223260325ZEF,나트랑 자유여행 5일#알마리조트/스위트오션뷰테라스룸 #리조트워터파크 #다채로운수영장 #아동동반여행 #공항-＞리조트 편도 픽업,"알마리조트/스위트오션뷰테라스룸, 공항-＞리조트 편도 픽업",3,나트랑,5,단체,브랜드미적용,1009000,987000,,0,깜란에 위치한 알마리조트 1베드 스위트 오션뷰 에어텔 상품입니다. 
