대표상품코드,판매상품코드,출발일자,요일,항공사,정상가격,성인가격,예약상태,잔여좌석수,가이드경비(USD),쇼핑횟수,호텔명,숙박일수,호텔등급,도시,상품구분,상품명,평점,리뷰수
MHJ-PRD13A29QQFB,MHJ-PRD13A29QQFB,상시,상시,정보없음(항공불포함),4791,4791,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[즉시확정][베트남] 롯데마트 이바우처 금액권 #Lotte Mart,4.5,47
MHJ-PRD18911WE49,MHJ-PRD18911WE49,상시,상시,정보없음(항공불포함),3062,3062,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남] eSIM 베트남 전지역 로컬망 이심 로밍망 이심/전세계 무료통화 제공,4.5,17
MHJ-PRD2988DRBLA,MHJ-PRD2988DRBLA,상시,상시,정보없음(항공불포함),6258,6258,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[즉시확정][베트남 이심] eSIM 로컬망 무제한 데이터,5.0,2
MHJ-PRD3384EAQL0,MHJ-PRD3384EAQL0,상시,상시,정보없음(항공불포함),846,846,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남 이심] 5G 데이터 무제한 유심 푸꾸옥 다낭 나트랑 비나폰 4일 e심 eSIM,4.5,20
MHJ-PRD1AF56TIUE,MHJ-PRD1AF56TIUE,상시,상시,정보없음(항공불포함),7935,7935,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남유심] 해외유심 통화 데이터 무제한 다낭 호치민 하노이 푸꾸옥 유심칩 인천 공항수령,5.0,6
MHJ-PRD3113EOIFT,MHJ-PRD3113EOIFT,상시,상시,정보없음(항공불포함),15900,15900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,인천국제공항 공항리무진버스 편도 티켓 예약 #서울 시내 주요지역 이용 가능 # 즉시사용가능,4.5,312
MHJ-PRD29C0ETS4F,MHJ-PRD29C0ETS4F,상시,상시,정보없음(항공불포함),7665,7665,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[공항수령]  고프로10 대여 고프로대여 액션캠 인천공항 당일수령 리뷰작성시 영상편집무료,5.0,6
MHJ-PRD1AF56XE1V,MHJ-PRD1AF56XE1V,상시,상시,정보없음(항공불포함),4001,4001,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[아시아] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령,3.5,2
MHJ-PRD421E9LVT8,MHJ-PRD421E9LVT8,상시,상시,정보없음(항공불포함),2431,2431,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,레스토랑,[즉시확정][베트남] 하이랜드 이바우처 금액권 #HIGHLANDS COFFEE,4.5,3
MHJ-PRD09D1EUSST,MHJ-PRD09D1EUSST,상시,상시,정보없음(항공불포함),990,990,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남] 심 여행용 데이터 무제한 eSIM,,0
MHJ-PRD09DE6PB0T,MHJ-PRD09DE6PB0T,상시,상시,정보없음(항공불포함),12900,12900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남전지역] 6일 무제한 인천공항 수령,,0
MHJ-PRD421E9BVUN,MHJ-PRD421E9BVUN,상시,상시,정보없음(항공불포함),4861,4861,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[즉시확정][베트남] 스타벅스 금액권_#Starbucks in Vietnam,,0
MHJ-PRD2E8A1IOYT,MHJ-PRD2E8A1IOYT,상시,상시,정보없음(항공불포함),21000,21000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[베트남][전지역가능] 베트남 입/출국 패스트트랙_#하노이+#다낭+#나트랑+#호치민+#푸꾸옥,,0
MHJ-PRD0C3CEVHN2,MHJ-PRD0C3CEVHN2,상시,상시,정보없음(항공불포함),5880,5880,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남 전지역] eSIM 무제한 데이터 요금제,,0
MHJ-PRD35C9FY9AX,MHJ-PRD35C9FY9AX,상시,상시,정보없음(항공불포함),95742,95742,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑]나트랑 럭셔리 호핑투어_#스노쿨링#왕복차량#한국인전용#프라이빗전용비치,5.0,3
MHJ-PRD18B68YM3G,MHJ-PRD18B68YM3G,상시,상시,정보없음(항공불포함),38352,38352,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[베트남] 나트랑 빈원더스 입장권+왕복케이블카 포함 | QR즉시 사용 | 빈버스 2회 무료이용,4.5,14
MHJ-PRD35E99COC4,MHJ-PRD35E99COC4,상시,상시,정보없음(항공불포함),8105,8105,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,★최강특가★[나트랑] 깜란 공항 픽업샌딩↔ 호텔( 깜란/시내/혼총/닌반베이 지역),5.0,9
MHJ-PRD076D70NPN,MHJ-PRD076D70NPN,상시,상시,정보없음(항공불포함),26982,26982,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[스타인판랑] 나트랑출발 판랑 사막 지프투어 (한국어가이드 선라이즈 데이 선셋 ATV선택),4.5,5
MHJ-PRD0EDFCMSKI,MHJ-PRD0EDFCMSKI,상시,상시,정보없음(항공불포함),18230,18230,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남]나트랑 깜란 공항 패스트트랙_VIP서비스. 빠른 출국,,0
MHJ-PRD2E711ZGIO,MHJ-PRD2E711ZGIO,상시,상시,정보없음(항공불포함),30717,30717,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[베트남] 무이네 지프투어_#지프투어_#호치민_#나트랑_#달랏,,0
MHJ-PRD35F60EQNO,MHJ-PRD35F60EQNO,상시,상시,정보없음(항공불포함),127028,127028,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,골프,[나트랑] 나짱_다이아몬드베이 골프 앤 빌라스_Diamond Bay Golf & Villas,4.0,1
MHJ-PRD44A1F7MNQ,MHJ-PRD44A1F7MNQ,상시,상시,정보없음(항공불포함),7901,7901,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[나트랑] 나트랑 (깜란) 공항 픽업.샌딩 서비스 (기사포함/조인/단독),4.0,11
MHJ-PRD13C1BUNUZ,MHJ-PRD13C1BUNUZ,상시,상시,정보없음(항공불포함),15336,15336,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[나트랑] 베트남 나트랑 패스트트랙 깜란공항 입국 출국 패스트트랙,3.5,6
MHJ-PRD13C80SKYH,MHJ-PRD13C80SKYH,상시,상시,정보없음(항공불포함),154666,154666,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,골프,[나트랑] 나짱_KN골프 링크스 캄란_KN GOLF LINKS - Cam Ranh,,0
MHJ-PRD3365DLFCV,MHJ-PRD3365DLFCV,상시,상시,정보없음(항공불포함),9434,9434,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,렌터카,[하나투어 특가] 나트랑 깜란 국제공항 공항픽업&샌딩 편도,5.0,5
MHJ-PRD49717OLY0,MHJ-PRD49717OLY0,상시,상시,정보없음(항공불포함),45252,45252,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,나트랑 판랑 사막투어 지프투어 모닝(오전)/데이(오후)투어 선택 조인/단독,3.5,3
MHJ-PRD161FFUMKC,MHJ-PRD161FFUMKC,상시,상시,정보없음(항공불포함),11988,11988,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[나트랑] 빈원더스 빈펄랜드 사파리 입장권 티켓 QR코드,4.5,2
MHJ-PRD29CD2GOXI,MHJ-PRD29CD2GOXI,상시,상시,정보없음(항공불포함),28188,28188,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[나트랑] 공항 픽업 단독서비스 (공항→호텔),5.0,3
MHJ-PRD13C80VH5W,MHJ-PRD13C80VH5W,상시,상시,정보없음(항공불포함),163170,163170,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,골프,[나트랑] 나짱_빈펄 골프클럽_Vinpearl Golf Club,,0
MHJ-PRD46F3EKAKK,MHJ-PRD46F3EKAKK,상시,상시,정보없음(항공불포함),189540,189540,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,골프,[베트남] 나트랑 골프 예약 빈펄 CC 18홀 골프장,,0
MHJ-PRD4712FEILK,MHJ-PRD4712FEILK,상시,상시,정보없음(항공불포함),14900,14900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 갓성비! 어메이징 호핑투어 3섬 스노쿨링(혼땀.혼문.혼뭇),4.0,3
MHJ-PRD1D987YEB6,MHJ-PRD1D987YEB6,상시,상시,정보없음(항공불포함),91692,91692,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 나트랑 굿바이 체크아웃투어 픽업샌딩 입장권 식사 마사지,1.0,1
MHJ-PRD2C12BRHD7,MHJ-PRD2C12BRHD7,상시,상시,정보없음(항공불포함),8100,8100,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,렌터카,[나트랑] 나트랑 공항픽업 프라이빗 픽업샌딩 단독차량,,0
MHJ-PRD02B72CIYL,MHJ-PRD02B72CIYL,상시,상시,정보없음(항공불포함),59240,59240,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[스타인 달랏] 나트랑 출발 달랏 투어 (한국어 가이드+시내호텔픽업드랍무료+간식제공),4.5,5
MHJ-PRD46F3ESG5A,MHJ-PRD46F3ESG5A,상시,상시,정보없음(항공불포함),160380,160380,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,골프,[베트남] 나트랑 골프 예약 다이아몬드베이 CC 18홀 골프장,,0
MHJ-PRD07992GEF7,MHJ-PRD07992GEF7,상시,상시,정보없음(항공불포함),34900,34900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 혼땀 온천 투어 (미네랄 풀. 해변 휴양. 점심뷔페 / 머드탕 선택 가능),5.0,2
MHJ-PRD46F3E08IY,MHJ-PRD46F3E08IY,상시,상시,정보없음(항공불포함),160380,160380,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,골프,[베트남] 나트랑 골프 예약 KN 링크스 CC 18홀 골프장,,0
MHJ-PRD2C12BBSYS,MHJ-PRD2C12BBSYS,상시,상시,정보없음(항공불포함),43092,43092,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,렌터카,[나트랑] 나트랑 렌트카 프라이빗 기사포함 단독 렌터카 자유여행,5.0,1
MHJ-PRD3834FMBB9,MHJ-PRD3834FMBB9,상시,상시,정보없음(항공불포함),19900,19900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 스피드보트 스노쿨링 호핑투어 (소이비치. 미니비치. 혼땀머드베스 선택),,0
MHJ-PRD30EE7ESGO,MHJ-PRD30EE7ESGO,상시,상시,정보없음(항공불포함),43000,43000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[나트랑] 공항 - 호텔  픽업 (SUV 또는 승합차 진행) #24시간 요금 동일,5.0,1
MHJ-PRD3D29BLIKQ,MHJ-PRD3D29BLIKQ,상시,상시,정보없음(항공불포함),92400,92400,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,페리,[나트랑] 나트랑 크루즈 투어 황제 디너 선셋 투어,,0
MHJ-PRD2730DCMNI,MHJ-PRD2730DCMNI,상시,상시,정보없음(항공불포함),15900,15900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[나트랑] 공항 패스트트랙 서비스 (빠르고 편리한 입국 심사),,0
MHJ-PRD07804Y1EQ,MHJ-PRD07804Y1EQ,상시,상시,정보없음(항공불포함),29000,29000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 시티 데이 투어 & 체크아웃 (포나가르 롱선사 대성당 과일뷔페 마사지선택),,0
MHJ-PRD29CD2OJ6Q,MHJ-PRD29CD2OJ6Q,상시,상시,정보없음(항공불포함),28188,28188,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[나트랑] 공항 샌딩 단독서비스 (호텔->공항),,0
MHJ-PRD384E17EGB,MHJ-PRD384E17EGB,상시,상시,정보없음(항공불포함),33803,33803,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 엘라운지 첫날 도착부터 힐링 올인원 패키지 공항픽업+0.5박+마사지(60분) 스타일투어,,0
MHJ-PRD3860D6BHC,MHJ-PRD3860D6BHC,상시,상시,정보없음(항공불포함),10211,10211,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[즉시확정][나트랑] 화란 섬 & 원숭이 섬 입장권,,0
MHJ-PRD0EDFCJEM9,MHJ-PRD0EDFCJEM9,상시,상시,정보없음(항공불포함),17622,17622,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,여행서비스,[베트남] 나트랑 깜란 공항 패스트트랙_VIP서비스. 빠른 입국,,0
MHJ-PRD449BESJEI,MHJ-PRD449BESJEI,상시,상시,정보없음(항공불포함),29900,29900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 데이투어 (핫스팟) & 체크아웃 (담시장 롯데마트 콩카페 야시장 공항드랍),,0
MHJ-PRD160D3VVNN,MHJ-PRD160D3VVNN,상시,상시,정보없음(항공불포함),79000,79000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑 출발] 무이네 사막 지프 투어_#선라이즈 / 선셋 투어 단독,,0
MHJ-PRD0C5BFUNHL,MHJ-PRD0C5BFUNHL,상시,상시,정보없음(항공불포함),101520,101520,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,렌터카,[나트랑 달랏] 나트랑 달랏 이동 프라이빗 렌트카 편도 왕복 차량,,0
MHJ-PRD3FAD93LFG,MHJ-PRD3FAD93LFG,상시,상시,정보없음(항공불포함),10944,10944,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[즉시확정][나트랑] 아이리조트 온천 입장권,5.0,1
MHJ-PRD2EAF7KLUB,MHJ-PRD2EAF7KLUB,상시,상시,정보없음(항공불포함),24901,24901,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 택시 판랑 사막 & 지프 단독투어 (선라이즈 선셋 선라이즈 선택가능),,0
MHJ-PRD4712FF5B4,MHJ-PRD4712FF5B4,상시,상시,정보없음(항공불포함),29667,29667,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 아이리조트 머드&온천 투어 (한국인전용/시내픽드랍 무료/조인/단독),,0
MHJ-PRD2C12BVRDM,MHJ-PRD2C12BVRDM,상시,상시,정보없음(항공불포함),62532,62532,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑 출발] 나트랑 무이네 지프투어 사막투어 선라이즈 파우더룸 탈의실 픽업샌딩,,0
MHJ-PRD3D4F414ZM,MHJ-PRD3D4F414ZM,상시,상시,정보없음(항공불포함),36180,36180,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 혼문섬 미니비치 스노쿨링 단독 조인 호핑투어,,0
MHJ-PRD35CA3G1VE,MHJ-PRD35CA3G1VE,상시,상시,정보없음(항공불포함),29900,29900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 욜로 호핑투어 (TV방영/스노클링장비무료대여/무료픽드랍/선상공연/베트남/스타인월드),4.0,1
MHJ-PRD4712FOAKT,MHJ-PRD4712FOAKT,상시,상시,정보없음(항공불포함),49512,49512,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 체험 다이빙(현지투어) + 스노클링 투어 (씨워커/시내무료픽드랍),,0
MHJ-PRD13C1BBBGI,MHJ-PRD13C1BBBGI,상시,상시,정보없음(항공불포함),29700,29700,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑] 나트랑 머드스파 투어 아이리조트 머드투어 포나가르사원 식사,,0
MHJ-PRD3FC67NCVM,MHJ-PRD3FC67NCVM,상시,상시,정보없음(항공불포함),9612,9612,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,입장권/패스,[나트랑] 나트랑 스카이라이트 입장권 하바나 호텔 루프탑 티켓,,0
MHJ-PRD3FB9FFFNB,MHJ-PRD3FB9FFFNB,상시,상시,정보없음(항공불포함),39800,39800,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,렌터카,[단독차량]나트랑 시내 렌트카 이용 (기사포함. 시내기준),,0
MHJ-PRD449BEMCEK,MHJ-PRD449BEMCEK,상시,상시,정보없음(항공불포함),48862,48862,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,나트랑,트립,[나트랑]  늦은 체크아웃 투어 4시간 (#발마사지#늦은출발항공#레이트체크아웃#베트남#스타인월드),,0
