대표상품코드,판매상품코드_샘플,상세일정
MAV1091,AVB232260325YPA,"[[Day 1]]
베트남 여행 전 준비 안내
베트남 출입국 안내
상세보기
여권 및 비자
· 관광을 목적으로 베트남에 방문하는 대한민국 국민은 최대 45일까지 무비자 입국 가능
· 무비자 입국 시 여권 만료일이 6개월 이상 남아있는 여권과 도착일이 명시된 항공권을 소지해야 함
· 단수 여권은 사용 유무 확인이 필요하며 긴급여권을 통한 베트남 입국 불가
외국 국적 고객 관련 안내
· 외국 국적 여권을 소지한 경우 개별적으로 베트남 입국 시 필요한 비자 확인 필요
· 본 여행상품 요금은 대한민국 국적자 기준으로 책정되어, 외국 국적자의 경우 추가 요금이 발생하거나 행사 합류 불가할 수 있음
만 14세 미만 미성년자 베트남 입국 시 필수 제출 서류 안내
▶ 부모와 함께 여행 시
· 법적 보호자와 함께 여행 중임을 증명하는
영문 가족관계증명서
(자녀 기준)를 반드시 지참
　· 부모 또는 부모 중 1명만 동행 시에도 적용
　· 대법원 전자 가족관계 등록시스템에서 발급 가능 ☞
https://efamily.scourt.go.kr/pt/PtEngFrrpApplrInfoInqW.do?menuFg=08
▶ 부모 미 동반 시
· 부 또는 모로부터 받은
위임장
(베트남어 또는 영어 번역 후 공증)과
영문 가족관계증명서
지참
　· 위임장 안에는 미성년자의 부모로부터 여행 기간 동안 보호자에게 위탁하는 내용이 반드시 기재되어 있어야 함
※ 위의 서류가 없을 시 입국이 거절될 수 있으며, 이외 문의는 주한 베트남 대사관을 통해 확인 바랍니다.

[[Day 2]]
현지투어 플러스_다낭 일정 안내 (1)
다낭 바나힐 투어
상세보기
▶ 상품 보러가기
이전
다음
다낭 여행 인기 관광지 바나힐 테마파크를 왕복 셔틀 타고 편하게 다녀오세요! 
바나힐 입장권(케이블카 포함)과 다낭 티라운지-바나힐 간 왕복 셔틀이 포함되어 있으며, 티라운지에 무료로 짐 보관이 가능합니다.
①
바나힐 투어(56,900원~)
: 바나힐 입장권 + 왕복 셔틀
②
바나힐 투어&런치뷔페(69,900원~)
: 바나힐 입장권 + 런치 뷔페 + 왕복 셔틀

[[Day 3]]
🎁 하나투어 다낭 자유여행 혜택
[특전] 전신마사지 1시간
상세보기
다낭 자유여행 이용 고객 혜택
이전
다음
하나투어 에어텔 고객님을 위한 혜택!
모조 스파 전신마사지(아로마테라피) 60분
(유아 제외)
이용 방법
① 다낭 공항 미팅 시 마사지 바우처 수령
② 모조 스파 카카오톡 채널을 통해 직접 마사지 예약　 📱
https://pf.kakao.com/_gIxcgxj/101188019
③ 모조 스파 안내 데스크에 바우처 제시 후 서비스 이용
※ 미사용으로 인한 환불 불가. 마사지 팁 인당 $2 불포함 (현장 지불)
모조 스파 안내
① 운영 시간 : 매일 10:00 ~ 22:30 I 연중무휴 (마지막 입장 21:30)
② 주소 : 120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng
다낭 T 라운지
상세보기
하나투어 자유여행 고객님을 위한 라운지
다낭 T라운지는 여행정보, 현지투어, 휴게 공간 등 여행객을 위한 다양한 편의를 제공합니다.
위치
: 로열로터스 호텔 맞은편
운영 시간
: 매일 08:30 ~ 22:30
제공 서비스
: 짐 보관(하나투어 고객 무료),  현지투어(유료), 핸드폰 충전, WI-FI 사용 등
카카오톡
(채널명 : 다낭티라운지) :
http://pf.kakao.com/_xgaaHd
상담시간 : 월~금　· 현지 시간 09:30~17:30　· 한국 시간 11:30~19:30
T라운지 셔틀 안내
· 바나힐 (왕복) : 출발 09:00 - 복귀 15:00　· 인당 요금 $8
· 호이안 (왕복) : 출발 16:00 - 복귀 20:00　· 인당 요금 $5
· 공항 (편도) : 출발 21:00 / 22:00　　　  　· 인당 요금 $1
※ 사전 예약 필수(카카오톡 예약 또는 방문예약), 조기 마감될 수 있음
다낭 맛집 예약 서비스
상세보기
다낭 식당을 미리 예약하고 편리하게 이용해 보세요!
📱 카카오톡 예약문의
:
https://pf.kakao.com/_Cxlxlxob
(채널명 : 하나투어글로벌협력사위민)
※ 식당 사정에 의해 예약이 불가할 수 있으며, 예약시간에 늦을 경우 예약이 자동 취소될 수 있습니다.

[[Day 4]]
[다낭 자유여행 추천] 다낭 시내 명소
다낭 대성당(핑크 성당)
상세보기
시내의 중심에 위치한 다낭의 사진 명소
이전
다음
1923년 프랑스 식민지 시절 지어진 중세 건축 양식의 가톨릭 성당입니다. 성당 뜰에는 성모마리아 상이 있으며, 연분홍빛 외관 덕분에 일명 핑크 성당으로 불리며 쩐푸 거리의 사진 명소가 되었습니다. 70m 높이의 첨탑 꼭대기에는 수탉 모양의 풍향계가 있어 현지인들에게는 수탉 교회로도 불립니다.
미케 비치
상세보기
긴 백사장이 있는 세계 6대 해변
이전
다음
미케 비치는 미국의 경제 주간지 '포브스'에서 세계 6대 해변 중 하나로 선정했을 만큼 아름다운 해변으로 10km 길이의 고운 모래사장이 끝없이 펼쳐져 있습니다. 다낭의 대표 해변으로 중심부와 가까이 위치해 있어 많은 여행객들이 찾는 곳이자 다낭 시민들에게는 휴식처 역할도 톡톡히 하는 곳입니다. 주변으로 레스토랑, 카페, 펍이 많이 있어 식사 또는 커피를 즐기며 해변을 감상해도 좋습니다."
MAV1092,AVB234260325YPC,"[[Day 1]]
베트남 여행 전 준비 안내
베트남 출입국 안내
상세보기
여권 및 비자
· 관광을 목적으로 베트남에 방문하는 대한민국 국민은 최대 45일까지 무비자 입국 가능
· 무비자 입국 시 여권 만료일이 6개월 이상 남아있는 여권과 도착일이 명시된 항공권을 소지해야 함
· 단수 여권은 사용 유무 확인이 필요하며 긴급여권을 통한 베트남 입국 불가
외국 국적 고객 관련 안내
· 외국 국적 여권을 소지한 경우 개별적으로 베트남 입국 시 필요한 비자 확인 필요
· 본 여행상품 요금은 대한민국 국적자 기준으로 책정되어, 외국 국적자의 경우 추가 요금이 발생하거나 행사 합류 불가할 수 있음
만 14세 미만 미성년자 베트남 입국 시 필수 제출 서류 안내
▶ 부모와 함께 여행 시
· 법적 보호자와 함께 여행 중임을 증명하는
영문 가족관계증명서
(자녀 기준)를 반드시 지참
　· 부모 또는 부모 중 1명만 동행 시에도 적용
　· 대법원 전자 가족관계 등록시스템에서 발급 가능 ☞
https://efamily.scourt.go.kr/pt/PtEngFrrpApplrInfoInqW.do?menuFg=08
▶ 부모 미 동반 시
· 부 또는 모로부터 받은
위임장
(베트남어 또는 영어 번역 후 공증)과
영문 가족관계증명서
지참
　· 위임장 안에는 미성년자의 부모로부터 여행 기간 동안 보호자에게 위탁하는 내용이 반드시 기재되어 있어야 함
※ 위의 서류가 없을 시 입국이 거절될 수 있으며, 이외 문의는 주한 베트남 대사관을 통해 확인 바랍니다.

[[Day 2]]
현지투어 플러스_다낭 일정 안내 (1)
다낭 바나힐 투어
상세보기
▶ 상품 보러가기
이전
다음
다낭 여행 인기 관광지 바나힐 테마파크를 왕복 셔틀 타고 편하게 다녀오세요! 
바나힐 입장권(케이블카 포함)과 다낭 티라운지-바나힐 간 왕복 셔틀이 포함되어 있으며, 티라운지에 무료로 짐 보관이 가능합니다.
①
바나힐 투어(56,900원~)
: 바나힐 입장권 + 왕복 셔틀
②
바나힐 투어&런치뷔페(69,900원~)
: 바나힐 입장권 + 런치 뷔페 + 왕복 셔틀

[[Day 3]]
🎁 하나투어 다낭 자유여행 혜택
[특전] 전신마사지 1시간
상세보기
다낭 자유여행 이용 고객 혜택
이전
다음
하나투어 에어텔 고객님을 위한 혜택!
모조 스파 전신마사지(아로마테라피) 60분
(유아 제외)
이용 방법
① 다낭 공항 미팅 시 마사지 바우처 수령
② 모조 스파 카카오톡 채널을 통해 직접 마사지 예약　 📱
https://pf.kakao.com/_gIxcgxj/101188019
③ 모조 스파 안내 데스크에 바우처 제시 후 서비스 이용
※ 미사용으로 인한 환불 불가. 마사지 팁 인당 $2 불포함 (현장 지불)
모조 스파 안내
① 운영 시간 : 매일 10:00 ~ 22:30 I 연중무휴 (마지막 입장 21:30)
② 주소 : 120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng
다낭 T 라운지
상세보기
하나투어 자유여행 고객님을 위한 라운지
다낭 T라운지는 여행정보, 현지투어, 휴게 공간 등 여행객을 위한 다양한 편의를 제공합니다.
위치
: 로열로터스 호텔 맞은편
운영 시간
: 매일 08:30 ~ 22:30
제공 서비스
: 짐 보관(하나투어 고객 무료),  현지투어(유료), 핸드폰 충전, WI-FI 사용 등
카카오톡
(채널명 : 다낭티라운지) :
http://pf.kakao.com/_xgaaHd
상담시간 : 월~금　· 현지 시간 09:30~17:30　· 한국 시간 11:30~19:30
T라운지 셔틀 안내
· 바나힐 (왕복) : 출발 09:00 - 복귀 15:00　· 인당 요금 $8
· 호이안 (왕복) : 출발 16:00 - 복귀 20:00　· 인당 요금 $5
· 공항 (편도) : 출발 21:00 / 22:00　　　  　· 인당 요금 $1
※ 사전 예약 필수(카카오톡 예약 또는 방문예약), 조기 마감될 수 있음
다낭 맛집 예약 서비스
상세보기
다낭 식당을 미리 예약하고 편리하게 이용해 보세요!
📱 카카오톡 예약문의
:
https://pf.kakao.com/_Cxlxlxob
(채널명 : 하나투어글로벌협력사위민)
※ 식당 사정에 의해 예약이 불가할 수 있으며, 예약시간에 늦을 경우 예약이 자동 취소될 수 있습니다.

[[Day 4]]
[다낭 자유여행 추천] 다낭 시내 명소
다낭 대성당(핑크 성당)
상세보기
시내의 중심에 위치한 다낭의 사진 명소
이전
다음
1923년 프랑스 식민지 시절 지어진 중세 건축 양식의 가톨릭 성당입니다. 성당 뜰에는 성모마리아 상이 있으며, 연분홍빛 외관 덕분에 일명 핑크 성당으로 불리며 쩐푸 거리의 사진 명소가 되었습니다. 70m 높이의 첨탑 꼭대기에는 수탉 모양의 풍향계가 있어 현지인들에게는 수탉 교회로도 불립니다.
미케 비치
상세보기
긴 백사장이 있는 세계 6대 해변
이전
다음
미케 비치는 미국의 경제 주간지 '포브스'에서 세계 6대 해변 중 하나로 선정했을 만큼 아름다운 해변으로 10km 길이의 고운 모래사장이 끝없이 펼쳐져 있습니다. 다낭의 대표 해변으로 중심부와 가까이 위치해 있어 많은 여행객들이 찾는 곳이자 다낭 시민들에게는 휴식처 역할도 톡톡히 하는 곳입니다. 주변으로 레스토랑, 카페, 펍이 많이 있어 식사 또는 커피를 즐기며 해변을 감상해도 좋습니다."
MAV1093,AVB236260325YPC,"[[Day 1]]
베트남 여행 전 준비 안내
베트남 출입국 안내
상세보기
여권 및 비자
· 관광을 목적으로 베트남에 방문하는 대한민국 국민은 최대 45일까지 무비자 입국 가능
· 무비자 입국 시 여권 만료일이 6개월 이상 남아있는 여권과 도착일이 명시된 항공권을 소지해야 함
· 단수 여권은 사용 유무 확인이 필요하며 긴급여권을 통한 베트남 입국 불가
외국 국적 고객 관련 안내
· 외국 국적 여권을 소지한 경우 개별적으로 베트남 입국 시 필요한 비자 확인 필요
· 본 여행상품 요금은 대한민국 국적자 기준으로 책정되어, 외국 국적자의 경우 추가 요금이 발생하거나 행사 합류 불가할 수 있음
만 14세 미만 미성년자 베트남 입국 시 필수 제출 서류 안내
▶ 부모와 함께 여행 시
· 법적 보호자와 함께 여행 중임을 증명하는
영문 가족관계증명서
(자녀 기준)를 반드시 지참
　· 부모 또는 부모 중 1명만 동행 시에도 적용
　· 대법원 전자 가족관계 등록시스템에서 발급 가능 ☞
https://efamily.scourt.go.kr/pt/PtEngFrrpApplrInfoInqW.do?menuFg=08
▶ 부모 미 동반 시
· 부 또는 모로부터 받은
위임장
(베트남어 또는 영어 번역 후 공증)과
영문 가족관계증명서
지참
　· 위임장 안에는 미성년자의 부모로부터 여행 기간 동안 보호자에게 위탁하는 내용이 반드시 기재되어 있어야 함
※ 위의 서류가 없을 시 입국이 거절될 수 있으며, 이외 문의는 주한 베트남 대사관을 통해 확인 바랍니다.

[[Day 2]]
현지투어 플러스_다낭 일정 안내 (1)
다낭 바나힐 투어
상세보기
▶ 상품 보러가기
이전
다음
다낭 여행 인기 관광지 바나힐 테마파크를 왕복 셔틀 타고 편하게 다녀오세요! 
바나힐 입장권(케이블카 포함)과 다낭 티라운지-바나힐 간 왕복 셔틀이 포함되어 있으며, 티라운지에 무료로 짐 보관이 가능합니다.
①
바나힐 투어(56,900원~)
: 바나힐 입장권 + 왕복 셔틀
②
바나힐 투어&런치뷔페(69,900원~)
: 바나힐 입장권 + 런치 뷔페 + 왕복 셔틀

[[Day 3]]
🎁 하나투어 다낭 자유여행 혜택
[특전] 전신마사지 1시간
상세보기
다낭 자유여행 이용 고객 혜택
이전
다음
하나투어 에어텔 고객님을 위한 혜택!
모조 스파 전신마사지(아로마테라피) 60분
(유아 제외)
이용 방법
① 다낭 공항 미팅 시 마사지 바우처 수령
② 모조 스파 카카오톡 채널을 통해 직접 마사지 예약　 📱
https://pf.kakao.com/_gIxcgxj/101188019
③ 모조 스파 안내 데스크에 바우처 제시 후 서비스 이용
※ 미사용으로 인한 환불 불가. 마사지 팁 인당 $2 불포함 (현장 지불)
모조 스파 안내
① 운영 시간 : 매일 10:00 ~ 22:30 I 연중무휴 (마지막 입장 21:30)
② 주소 : 120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng
다낭 T 라운지
상세보기
하나투어 자유여행 고객님을 위한 라운지
다낭 T라운지는 여행정보, 현지투어, 휴게 공간 등 여행객을 위한 다양한 편의를 제공합니다.
위치
: 로열로터스 호텔 맞은편
운영 시간
: 매일 08:30 ~ 22:30
제공 서비스
: 짐 보관(하나투어 고객 무료),  현지투어(유료), 핸드폰 충전, WI-FI 사용 등
카카오톡
(채널명 : 다낭티라운지) :
http://pf.kakao.com/_xgaaHd
상담시간 : 월~금　· 현지 시간 09:30~17:30　· 한국 시간 11:30~19:30
T라운지 셔틀 안내
· 바나힐 (왕복) : 출발 09:00 - 복귀 15:00　· 인당 요금 $8
· 호이안 (왕복) : 출발 16:00 - 복귀 20:00　· 인당 요금 $5
· 공항 (편도) : 출발 21:00 / 22:00　　　  　· 인당 요금 $1
※ 사전 예약 필수(카카오톡 예약 또는 방문예약), 조기 마감될 수 있음
다낭 맛집 예약 서비스
상세보기
다낭 식당을 미리 예약하고 편리하게 이용해 보세요!
📱 카카오톡 예약문의
:
https://pf.kakao.com/_Cxlxlxob
(채널명 : 하나투어글로벌협력사위민)
※ 식당 사정에 의해 예약이 불가할 수 있으며, 예약시간에 늦을 경우 예약이 자동 취소될 수 있습니다.

[[Day 4]]
[다낭 자유여행 추천] 다낭 시내 명소
다낭 대성당(핑크 성당)
상세보기
시내의 중심에 위치한 다낭의 사진 명소
이전
다음
1923년 프랑스 식민지 시절 지어진 중세 건축 양식의 가톨릭 성당입니다. 성당 뜰에는 성모마리아 상이 있으며, 연분홍빛 외관 덕분에 일명 핑크 성당으로 불리며 쩐푸 거리의 사진 명소가 되었습니다. 70m 높이의 첨탑 꼭대기에는 수탉 모양의 풍향계가 있어 현지인들에게는 수탉 교회로도 불립니다.
미케 비치
상세보기
긴 백사장이 있는 세계 6대 해변
이전
다음
미케 비치는 미국의 경제 주간지 '포브스'에서 세계 6대 해변 중 하나로 선정했을 만큼 아름다운 해변으로 10km 길이의 고운 모래사장이 끝없이 펼쳐져 있습니다. 다낭의 대표 해변으로 중심부와 가까이 위치해 있어 많은 여행객들이 찾는 곳이자 다낭 시민들에게는 휴식처 역할도 톡톡히 하는 곳입니다. 주변으로 레스토랑, 카페, 펍이 많이 있어 식사 또는 커피를 즐기며 해변을 감상해도 좋습니다."
MAV1095,AVB235260325YPA,"[[Day 1]]
다낭 최고의 금빛 루프탑 인피니티풀
WYNDHAM DANANG GOLDEN BAY
윈덤 다낭 골든 베이
이전
다음
호텔 소개
금빛 루프탑 인피니티 풀로 유명한 윈덤 다낭 골든베이는 세계적인 호텔 체인 윈덤 그룹의 5성 호텔입니다. 다낭 손짜 반도 한강 바로 옆에 위치하여 공항 약 20분, 다낭 시내 약 10분, 호이안 올드타운까지 약 50분 소요됩니다. 황금빛 루프탑 인피니티 풀이 대표 부대시설이며 레스토랑, 스파, 피트니스센터 등의 편의시설을 갖추었습니다.
※ 수영장 이용 관련 안내사항
2026년 다낭 불꽃축제 기간 호텔 행사로 인하여 수영장 입장 및 이용이 한시적으로 제한됩니다.
- 입장 제한 일자 : 5월 30일(토), 6월 6일(토), 6월 13일(토), 6월 20일(토), 6월 27일(토), 7월 11일(토)
- 입장 제한 시간 : 17:00 ~ 23:00
WYNDHAM DANANG GOLDEN BAY
윈덤 다낭 골든 베이
슈페리어
■ 객실 정보
- 면적 37㎡
　- 킹베드1개 또는 싱글베드2개　| 랜덤 배정
　- 발코니(시내 전망)
■ 비품 및 제공서비스
- 무료 WiFi, LCD TV
　- 전기 주전자, 미니바, 무료 생수
　- 목욕가운, 슬리퍼, 무료 세면용품, 헤어드라이어
　- 금고, 다리미/다리미판, 책상
베트남 여행 전 준비 안내
베트남 출입국 안내
상세보기
여권 및 비자
· 관광을 목적으로 베트남에 방문하는 대한민국 국민은 최대 45일까지 무비자 입국 가능
· 무비자 입국 시 여권 만료일이 6개월 이상 남아있는 여권과 도착일이 명시된 항공권을 소지해야 함
· 단수 여권은 사용 유무 확인이 필요하며 긴급여권을 통한 베트남 입국 불가
외국 국적 고객 관련 안내
· 외국 국적 여권을 소지한 경우 개별적으로 베트남 입국 시 필요한 비자 확인 필요
· 본 여행상품 요금은 대한민국 국적자 기준으로 책정되어, 외국 국적자의 경우 추가 요금이 발생하거나 행사 합류 불가할 수 있음
만 14세 미만 미성년자 베트남 입국 시 필수 제출 서류 안내
▶ 부모와 함께 여행 시
· 법적 보호자와 함께 여행 중임을 증명하는
영문 가족관계증명서
(자녀 기준)를 반드시 지참
　· 부모 또는 부모 중 1명만 동행 시에도 적용
　· 대법원 전자 가족관계 등록시스템에서 발급 가능 ☞
https://efamily.scourt.go.kr/pt/PtEngFrrpApplrInfoInqW.do?menuFg=08
▶ 부모 미 동반 시
· 부 또는 모로부터 받은
위임장
(베트남어 또는 영어 번역 후 공증)과
영문 가족관계증명서
지참
　· 위임장 안에는 미성년자의 부모로부터 여행 기간 동안 보호자에게 위탁하는 내용이 반드시 기재되어 있어야 함
※ 위의 서류가 없을 시 입국이 거절될 수 있으며, 이외 문의는 주한 베트남 대사관을 통해 확인 바랍니다.

[[Day 2]]
현지투어 플러스_다낭 일정 안내 (1)
다낭 바나힐 투어
상세보기
▶ 상품 보러가기
이전
다음
다낭 여행 인기 관광지 바나힐 테마파크를 왕복 셔틀 타고 편하게 다녀오세요! 
바나힐 입장권(케이블카 포함)과 다낭 티라운지-바나힐 간 왕복 셔틀이 포함되어 있으며, 티라운지에 무료로 짐 보관이 가능합니다.
①
바나힐 투어(56,900원~)
: 바나힐 입장권 + 왕복 셔틀
②
바나힐 투어&런치뷔페(69,900원~)
: 바나힐 입장권 + 런치 뷔페 + 왕복 셔틀

[[Day 3]]
🎁 하나투어 다낭 자유여행 혜택
[특전] 전신마사지 1시간
상세보기
다낭 자유여행 이용 고객 혜택
이전
다음
하나투어 에어텔 고객님을 위한 혜택!
모조 스파 전신마사지(아로마테라피) 60분
(유아 제외)
이용 방법
① 다낭 공항 미팅 시 마사지 바우처 수령
② 모조 스파 카카오톡 채널을 통해 직접 마사지 예약　 📱
https://pf.kakao.com/_gIxcgxj/101188019
③ 모조 스파 안내 데스크에 바우처 제시 후 서비스 이용
※ 미사용으로 인한 환불 불가. 마사지 팁 인당 $2 불포함 (현장 지불)
모조 스파 안내
① 운영 시간 : 매일 10:00 ~ 22:30 I 연중무휴 (마지막 입장 21:30)
② 주소 : 120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng
다낭 T 라운지
상세보기
하나투어 자유여행 고객님을 위한 라운지
다낭 T라운지는 여행정보, 현지투어, 휴게 공간 등 여행객을 위한 다양한 편의를 제공합니다.
위치
: 로열로터스 호텔 맞은편
운영 시간
: 매일 08:30 ~ 22:30
제공 서비스
: 짐 보관(하나투어 고객 무료),  현지투어(유료), 핸드폰 충전, WI-FI 사용 등
카카오톡
(채널명 : 다낭티라운지) :
http://pf.kakao.com/_xgaaHd
상담시간 : 월~금　· 현지 시간 09:30~17:30　· 한국 시간 11:30~19:30
T라운지 셔틀 안내
· 바나힐 (왕복) : 출발 09:00 - 복귀 15:00　· 인당 요금 $8
· 호이안 (왕복) : 출발 16:00 - 복귀 20:00　· 인당 요금 $5
· 공항 (편도) : 출발 21:00 / 22:00　　　  　· 인당 요금 $1
※ 사전 예약 필수(카카오톡 예약 또는 방문예약), 조기 마감될 수 있음
다낭 맛집 예약 서비스
상세보기
다낭 식당을 미리 예약하고 편리하게 이용해 보세요!
📱 카카오톡 예약문의
:
https://pf.kakao.com/_Cxlxlxob
(채널명 : 하나투어글로벌협력사위민)
※ 식당 사정에 의해 예약이 불가할 수 있으며, 예약시간에 늦을 경우 예약이 자동 취소될 수 있습니다.

[[Day 4]]
[다낭 자유여행 추천] 다낭 시내 명소
다낭 대성당(핑크 성당)
상세보기
시내의 중심에 위치한 다낭의 사진 명소
이전
다음
1923년 프랑스 식민지 시절 지어진 중세 건축 양식의 가톨릭 성당입니다. 성당 뜰에는 성모마리아 상이 있으며, 연분홍빛 외관 덕분에 일명 핑크 성당으로 불리며 쩐푸 거리의 사진 명소가 되었습니다. 70m 높이의 첨탑 꼭대기에는 수탉 모양의 풍향계가 있어 현지인들에게는 수탉 교회로도 불립니다.
미케 비치
상세보기
긴 백사장이 있는 세계 6대 해변
이전
다음
미케 비치는 미국의 경제 주간지 '포브스'에서 세계 6대 해변 중 하나로 선정했을 만큼 아름다운 해변으로 10km 길이의 고운 모래사장이 끝없이 펼쳐져 있습니다. 다낭의 대표 해변으로 중심부와 가까이 위치해 있어 많은 여행객들이 찾는 곳이자 다낭 시민들에게는 휴식처 역할도 톡톡히 하는 곳입니다. 주변으로 레스토랑, 카페, 펍이 많이 있어 식사 또는 커피를 즐기며 해변을 감상해도 좋습니다."
MAV1101,AVB233260325YPA,"[[Day 1]]
베트남 여행 전 준비 안내
베트남 출입국 안내
상세보기
여권 및 비자
· 관광을 목적으로 베트남에 방문하는 대한민국 국민은 최대 45일까지 무비자 입국 가능
· 무비자 입국 시 여권 만료일이 6개월 이상 남아있는 여권과 도착일이 명시된 항공권을 소지해야 함
· 단수 여권은 사용 유무 확인이 필요하며 긴급여권을 통한 베트남 입국 불가
외국 국적 고객 관련 안내
· 외국 국적 여권을 소지한 경우 개별적으로 베트남 입국 시 필요한 비자 확인 필요
· 본 여행상품 요금은 대한민국 국적자 기준으로 책정되어, 외국 국적자의 경우 추가 요금이 발생하거나 행사 합류 불가할 수 있음
만 14세 미만 미성년자 베트남 입국 시 필수 제출 서류 안내
▶ 부모와 함께 여행 시
· 법적 보호자와 함께 여행 중임을 증명하는
영문 가족관계증명서
(자녀 기준)를 반드시 지참
　· 부모 또는 부모 중 1명만 동행 시에도 적용
　· 대법원 전자 가족관계 등록시스템에서 발급 가능 ☞
https://efamily.scourt.go.kr/pt/PtEngFrrpApplrInfoInqW.do?menuFg=08
▶ 부모 미 동반 시
· 부 또는 모로부터 받은
위임장
(베트남어 또는 영어 번역 후 공증)과
영문 가족관계증명서
지참
　· 위임장 안에는 미성년자의 부모로부터 여행 기간 동안 보호자에게 위탁하는 내용이 반드시 기재되어 있어야 함
※ 위의 서류가 없을 시 입국이 거절될 수 있으며, 이외 문의는 주한 베트남 대사관을 통해 확인 바랍니다.

[[Day 2]]
현지투어 플러스_다낭 일정 안내 (1)
다낭 바나힐 투어
상세보기
▶ 상품 보러가기
이전
다음
다낭 여행 인기 관광지 바나힐 테마파크를 왕복 셔틀 타고 편하게 다녀오세요! 
바나힐 입장권(케이블카 포함)과 다낭 티라운지-바나힐 간 왕복 셔틀이 포함되어 있으며, 티라운지에 무료로 짐 보관이 가능합니다.
①
바나힐 투어(56,900원~)
: 바나힐 입장권 + 왕복 셔틀
②
바나힐 투어&런치뷔페(69,900원~)
: 바나힐 입장권 + 런치 뷔페 + 왕복 셔틀

[[Day 3]]
[다낭 자유여행 추천] 다낭 시내 명소
다낭 대성당(핑크 성당)
상세보기
시내의 중심에 위치한 다낭의 사진 명소
이전
다음
1923년 프랑스 식민지 시절 지어진 중세 건축 양식의 가톨릭 성당입니다. 성당 뜰에는 성모마리아 상이 있으며, 연분홍빛 외관 덕분에 일명 핑크 성당으로 불리며 쩐푸 거리의 사진 명소가 되었습니다. 70m 높이의 첨탑 꼭대기에는 수탉 모양의 풍향계가 있어 현지인들에게는 수탉 교회로도 불립니다.
미케 비치
상세보기
긴 백사장이 있는 세계 6대 해변
이전
다음
미케 비치는 미국의 경제 주간지 '포브스'에서 세계 6대 해변 중 하나로 선정했을 만큼 아름다운 해변으로 10km 길이의 고운 모래사장이 끝없이 펼쳐져 있습니다. 다낭의 대표 해변으로 중심부와 가까이 위치해 있어 많은 여행객들이 찾는 곳이자 다낭 시민들에게는 휴식처 역할도 톡톡히 하는 곳입니다. 주변으로 레스토랑, 카페, 펍이 많이 있어 식사 또는 커피를 즐기며 해변을 감상해도 좋습니다.

[[Day 4]]
🎁 하나투어 다낭 자유여행 혜택
[특전] 전신마사지 1시간
상세보기
다낭 자유여행 이용 고객 혜택
이전
다음
하나투어 에어텔 고객님을 위한 혜택!
모조 스파 전신마사지(아로마테라피) 60분
(유아 제외)
이용 방법
① 다낭 공항 미팅 시 마사지 바우처 수령
② 모조 스파 카카오톡 채널을 통해 직접 마사지 예약　 📱
https://pf.kakao.com/_gIxcgxj/101188019
③ 모조 스파 안내 데스크에 바우처 제시 후 서비스 이용
※ 미사용으로 인한 환불 불가. 마사지 팁 인당 $2 불포함 (현장 지불)
모조 스파 안내
① 운영 시간 : 매일 10:00 ~ 22:30 I 연중무휴 (마지막 입장 21:30)
② 주소 : 120A Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng
다낭 T 라운지
상세보기
하나투어 자유여행 고객님을 위한 라운지
다낭 T라운지는 여행정보, 현지투어, 휴게 공간 등 여행객을 위한 다양한 편의를 제공합니다.
위치
: 로열로터스 호텔 맞은편
운영 시간
: 매일 08:30 ~ 22:30
제공 서비스
: 짐 보관(하나투어 고객 무료),  현지투어(유료), 핸드폰 충전, WI-FI 사용 등
카카오톡
(채널명 : 다낭티라운지) :
http://pf.kakao.com/_xgaaHd
상담시간 : 월~금　· 현지 시간 09:30~17:30　· 한국 시간 11:30~19:30
T라운지 셔틀 안내
· 바나힐 (왕복) : 출발 09:00 - 복귀 15:00　· 인당 요금 $8
· 호이안 (왕복) : 출발 16:00 - 복귀 20:00　· 인당 요금 $5
· 공항 (편도) : 출발 21:00 / 22:00　　　  　· 인당 요금 $1
※ 사전 예약 필수(카카오톡 예약 또는 방문예약), 조기 마감될 수 있음
다낭 맛집 예약 서비스
상세보기
다낭 식당을 미리 예약하고 편리하게 이용해 보세요!
📱 카카오톡 예약문의
:
https://pf.kakao.com/_Cxlxlxob
(채널명 : 하나투어글로벌협력사위민)
※ 식당 사정에 의해 예약이 불가할 수 있으며, 예약시간에 늦을 경우 예약이 자동 취소될 수 있습니다."
