대표상품코드,판매상품코드,출발일자,요일,항공사,정상가격,성인가격,예약상태,잔여좌석수,가이드경비(USD),쇼핑횟수,호텔명,숙박일수,호텔등급,도시,상품구분,상품명,평점,리뷰수
MHJ-PRD38350LRKA,MHJ-PRD38350LRKA,상시,상시,정보없음(항공불포함),9388,9388,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭][09:00 출발] 바나힐 왕복 셔틀버스_짐보관+다낭티라운지,,0
MHJ-PRD44702VYCX,MHJ-PRD44702VYCX,상시,상시,정보없음(항공불포함),69000,69000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 우리끼리~바나힐 하프데이 투어_#썬월드바나힐입장권티켓+#08시출발+#14시드랍,5.0,1
MHJ-PRD310DC83AY,MHJ-PRD310DC83AY,상시,상시,정보없음(항공불포함),177521,177521,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,골프,[다낭] 레전드 다낭골프 리조트(구.BRG다낭 골프클럽)_Legend Da Nang Golf Resort (BRG DaNang),,0
MHJ-PRD2EA94YESC,MHJ-PRD2EA94YESC,상시,상시,정보없음(항공불포함),13900,13900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 오행산(입장료 포함)+안방비치(자유시간)+호이안 올드타운 (단독.10시간.인생샷),5.0,1
MHJ-PRD1D7F99LLU,MHJ-PRD1D7F99LLU,상시,상시,정보없음(항공불포함),37692,37692,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 호이안 투어 올드타운 바구니배 야시장 소원배 일일투어 단독투어,,0
MHJ-PRD1156BEPKY,MHJ-PRD1156BEPKY,상시,상시,정보없음(항공불포함),93990,93990,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 바나힐+호이안 조인투어 (묶음힐인. 입장권.케이블카.올드타운. 야경. 소원초),,0
MHJ-PRD13BB8FG5G,MHJ-PRD13BB8FG5G,상시,상시,정보없음(항공불포함),14811,14811,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 다낭렌트카 픽업샌딩_#다낭여행_#공항,3.0,2
MHJ-PRD3D364GMRR,MHJ-PRD3D364GMRR,상시,상시,정보없음(항공불포함),49603,49603,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 서프로 서핑강습+사진촬영_#서핑강습_#미케비치해변,5.0,2
MHJ-PRD20092EYGX,MHJ-PRD20092EYGX,상시,상시,정보없음(항공불포함),24000,24000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭]단독차량-다낭 ↔ 호이안 올드타운 왕복 차량,,0
MHJ-PRD1156BDAPR,MHJ-PRD1156BDAPR,상시,상시,정보없음(항공불포함),59056,59056,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 바나힐+호이안 야경(바구니배 포함) 투어(체크아웃/공항드랍무료/종일투어/단독투어),,0
MHJ-PRD29951SPE5,MHJ-PRD29951SPE5,상시,상시,정보없음(항공불포함),250000,250000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 우리끼리 단독! 다낭 3박 5일 투어(호이안&썬월드바나힐입장권 포함),,0
MHJ-PRD1156BLYEC,MHJ-PRD1156BLYEC,상시,상시,정보없음(항공불포함),109104,109104,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[후에] 왕릉 투어 (한국어가이드) (다낭.하이반고개. 왕릉. 사원. 중식),,0
MHJ-PRD1FCB1IYDU,MHJ-PRD1FCB1IYDU,상시,상시,정보없음(항공불포함),20412,20412,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 빈원더스 남호이안(빈펄랜드) 워터파크 사파리 입장권 QR 티켓,,0
MHJ-PRD16264IUON,MHJ-PRD16264IUON,상시,상시,정보없음(항공불포함),25745,25745,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 미카즈키워터파크&온천_#최대워터파크_#실내외워터파크,1.0,1
MHJ-PRD1D987TT3V,MHJ-PRD1D987TT3V,상시,상시,정보없음(항공불포함),2300,2300,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 헤븐스파 (미케비치. 럭셔리 스파. 마사지. 이발소. 젤아트. 키즈네일),5.0,2
MHJ-PRD311A4ZOEV,MHJ-PRD311A4ZOEV,상시,상시,정보없음(항공불포함),24901,24901,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 오행산(입장료 포함)+영흥사+마리나카페+마사지 60분(반나절 투어/프라이빗투어),,0
MHJ-PRD1D53BQOZT,MHJ-PRD1D53BQOZT,상시,상시,정보없음(항공불포함),78001,78001,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어] 오행산+ 호이안+ 안방비치+ 롯데마트 투어 (베트남/다낭),,0
MHJ-PRD1B14CS4LP,MHJ-PRD1B14CS4LP,상시,상시,정보없음(항공불포함),183367,183367,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,골프,[다낭] 바나힐 골프클럽_Ba Na Hills Golf Club,,0
MHJ-PRD13A29198Y,MHJ-PRD13A29198Y,상시,상시,정보없음(항공불포함),9180,9180,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,렌터카,[다낭] 다낭 렌트카 프라이빗 기사포함 단독 렌터카 자유여행,,0
MHJ-PRD09F14IRWY,MHJ-PRD09F14IRWY,상시,상시,정보없음(항공불포함),13672,13672,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,★최강특가★[다낭] 더 스파_THE SPA # 깔끔하고#위치&전망좋은 마사지샵,5.0,1
MHJ-PRD1D85DXL8K,MHJ-PRD1D85DXL8K,상시,상시,정보없음(항공불포함),37494,37494,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,레스토랑,[즉시확정][다낭] 랍스터 & 해산물 뷔페. 올시즌스 레스토랑,,0
MHJ-PRD44892MUK4,MHJ-PRD44892MUK4,상시,상시,정보없음(항공불포함),98259,98259,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭출발] 안방비치 & 바구니배체험 & 올드타운 야경(소원초/전기차) 단독 투어+미노스파 #망고제공 #샤워실,,0
MHJ-PRD1156BPZS6,MHJ-PRD1156BPZS6,상시,상시,정보없음(항공불포함),89085,89085,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 호이안 풀데이 (한국어가이드 손짜반도.오행산 투본강 호이안 올드타운) 알찬일정,5.0,1
MHJ-PRD41FF5G0WD,MHJ-PRD41FF5G0WD,상시,상시,정보없음(항공불포함),5616,5616,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 바나힐 입장권 QR 티켓 투어 뷔페,,0
MHJ-PRD2988DLKJP,MHJ-PRD2988DLKJP,상시,상시,정보없음(항공불포함),100,100,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[베트남]다낭 맛집예약서비스 #100원의 행복,,0
MHJ-PRD1156BINH9,MHJ-PRD1156BINH9,상시,상시,정보없음(항공불포함),44943,44943,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 호이안 쿠킹클래스&바구니배 (오전/오후택. 반세오.쌀국수.장보기.픽업드랍. 쉐프와함께),5.0,1
MHJ-PRD35E99D28B,MHJ-PRD35E99D28B,상시,상시,정보없음(항공불포함),16203,16203,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 한강 나이트 크루즈 바이 포세이돈,,0
MHJ-PRD1B14C25VU,MHJ-PRD1B14C25VU,상시,상시,정보없음(항공불포함),356105,356105,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,골프,[다낭] 호이아나 쇼어 골프 클럽_Hoiana Shores Golf Club,,0
MHJ-PRD310DCIFYH,MHJ-PRD310DCIFYH,상시,상시,정보없음(항공불포함),146694,146694,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,골프,[다낭] 라구나 랑코 골프클럽_Laguna Lang Co Golf Club,,0
MHJ-PRD2E96993XI,MHJ-PRD2E96993XI,상시,상시,정보없음(항공불포함),5708,5708,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[즉시확정][다낭] 한강 미쑤엉 나이트 크루즈,5.0,1
MHJ-PRD2E83DTTI3,MHJ-PRD2E83DTTI3,상시,상시,정보없음(항공불포함),16716,16716,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 공항 패스트트랙 서비스 (빠르고 편리한 입국 심사),,0
MHJ-PRD20092UIHD,MHJ-PRD20092UIHD,상시,상시,정보없음(항공불포함),19900,19900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭]베스트 셀러-다낭- 바나힐 왕복 셔틀_#다낭필수템,,0
MHJ-PRD24CC4UKZG,MHJ-PRD24CC4UKZG,상시,상시,정보없음(항공불포함),55568,55568,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 씨트렉 참섬 씨워킹&스노클링_#씨워킹_#스노쿨링,,0
MHJ-PRD3ACB7S4MN,MHJ-PRD3ACB7S4MN,상시,상시,정보없음(항공불포함),13900,13900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 누이탄타이 핫스프링파크 단독투어 (입장권. 왕복차량. 워터파크. 온천. 머드베스),,0
MHJ-PRD1600CQTUD,MHJ-PRD1600CQTUD,상시,상시,정보없음(항공불포함),9900,9900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 차밍쇼 Charming Show 티켓,,0
MHJ-PRD1156BJYHJ,MHJ-PRD1156BJYHJ,상시,상시,정보없음(항공불포함),47900,47900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 실속 바나힐 주간 입장권 왕복 차량 (최대 8시간. 공항드랍 가능),,0
MHJ-PRD4706A3JCF,MHJ-PRD4706A3JCF,상시,상시,정보없음(항공불포함),46000,46000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] CIP 오키드 라운지 3시간 이용권,,0
MHJ-PRD1B0E6SSVG,MHJ-PRD1B0E6SSVG,상시,상시,정보없음(항공불포함),190000,190000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭]바나힐+호이안 투어_#단독투어+#다낭필수코스+#썬월드바나힐입장권티켓,,0
MHJ-PRD449C1ZYNE,MHJ-PRD449C1ZYNE,상시,상시,정보없음(항공불포함),13954,13954,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 바나힐 왕복 셔틀 버스 티켓_바나힐을 가장 싸게가는 방법,,0
MHJ-PRD35E99VYCI,MHJ-PRD35E99VYCI,상시,상시,정보없음(항공불포함),10216,10216,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[즉시확정][다낭] 드래곤 크루즈의 한강 야간 크루즈,,0
MHJ-PRD18B62R6OA,MHJ-PRD18B62R6OA,상시,상시,정보없음(항공불포함),75000,75000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 알짜배기 시티투어_#단독투어+#다낭엑기스총집합,,0
MHJ-PRD1D85DOW03,MHJ-PRD1D85DOW03,상시,상시,정보없음(항공불포함),10678,10678,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[즉시확정][다낭] 제일이발관(90분 풀패키지. 얼굴.두피.전신 마사지),,0
MHJ-PRD11317KL5Y,MHJ-PRD11317KL5Y,상시,상시,정보없음(항공불포함),98000,98000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 올인원~!! 우리끼리~ 바나힐과 호이안 올드타운 바구니배 까지 한번에~!,,0
MHJ-PRD2988DFG7L,MHJ-PRD2988DFG7L,상시,상시,정보없음(항공불포함),5076,5076,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭] 베트남 다낭 유심 4G LTE 모비폰 공항수령 SIM/ESIM/4G/5G/7day/10day,,0
MHJ-PRD22744KSAI,MHJ-PRD22744KSAI,상시,상시,정보없음(항공불포함),48820,48820,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,렌터카,[다낭]공항픽업+롯데마트 쇼핑 2시간+호텔드랍#오전도착#우리끼리#단독차량,,0
MHJ-PRD275C22C1K,MHJ-PRD275C22C1K,상시,상시,정보없음(항공불포함),63000,63000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 추천- 단독투어_#썬월드바나힐입장권티켓+#케이블카+#왕복차량,,0
MHJ-PRD13A2950LO,MHJ-PRD13A2950LO,상시,상시,정보없음(항공불포함),9180,9180,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭] 다낭 공항픽업 샌딩 프라이빗 편도 왕복 차량,,0
MHJ-PRD470D1TEHB,MHJ-PRD470D1TEHB,상시,상시,정보없음(항공불포함),50328,50328,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 다낭 바나힐 호이안 투어 일일투어 올드타운 소원배 단독투어,,0
MHJ-PRD1D7F9OXBI,MHJ-PRD1D7F9OXBI,상시,상시,정보없음(항공불포함),34560,34560,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 호이안 투어 올드타운 & 빈원더스 남호이안 일일투어 단독/조인,,0
MHJ-PRD3FA74Z6CL,MHJ-PRD3FA74Z6CL,상시,상시,정보없음(항공불포함),29723,29723,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 투란스파_#다낭마사지_#네일,,0
MHJ-PRD1AF57JWIH,MHJ-PRD1AF57JWIH,상시,상시,정보없음(항공불포함),17000,17000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 누이탄타이 온천파크 티켓 + 왕복 차량 & 입장권_#단독투어,,0
MHJ-PRD0EEC4YVJY,MHJ-PRD0EEC4YVJY,상시,상시,정보없음(항공불포함),29900,29900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 누이탄타이 워터파크+체크아웃 투어 10시간 (오일마사지 60분.단독투어.공항샌딩),,0
MHJ-PRD0EDFCDRUX,MHJ-PRD0EDFCDRUX,상시,상시,정보없음(항공불포함),45628,45628,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 호이안 다이빙센터_#스노클링_#다이빙체험_#펀다이빙,,0
MHJ-PRD3AD80FZ0T,MHJ-PRD3AD80FZ0T,상시,상시,정보없음(항공불포함),22764,22764,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 클로버스파_#다낭마사지_#다낭스파,,0
MHJ-PRD31079BOBD,MHJ-PRD31079BOBD,상시,상시,정보없음(항공불포함),23652,23652,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,렌터카,[다낭 호이안] 다낭 호이안 프라이빗 차량 이동 편도 왕복,,0
MHJ-PRD3D4F445ZF,MHJ-PRD3D4F445ZF,상시,상시,정보없음(항공불포함),39900,39900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 스타인 호이안 종일 투어 (조인투어.바구니배.쿠킹클래스.올드타운.오행산.안방비치),,0
MHJ-PRD11317GPSK,MHJ-PRD11317GPSK,상시,상시,정보없음(항공불포함),75000,75000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 래프팅+이발소 90분 콤보_#오전/오후 이용 가능+#단독투어,,0
MHJ-PRD311A4E9UD,MHJ-PRD311A4E9UD,상시,상시,정보없음(항공불포함),4900,4900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 핫스팟 남슨사찰(포토존)+영흥사+마리나카페 (단독투어.오전or오후 선택),,0
MHJ-PRD1156BHV9Q,MHJ-PRD1156BHV9Q,상시,상시,정보없음(항공불포함),19900,19900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 굿모닝 시티투어 (오전도착/환전소/핑크성당/한시장/롯데마트)웰컴!,,0
MHJ-PRD1156B4HG1,MHJ-PRD1156B4HG1,상시,상시,정보없음(항공불포함),64900,64900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 바나힐+마사지 풀데이 투어 (입장권.케이블카.골든브릿지.한시장.마사지.롯데마트),,0
MHJ-PRD0EB9FARVT,MHJ-PRD0EB9FARVT,상시,상시,정보없음(항공불포함),140000,140000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어- 오후 출발] 바나힐 투어- 한국어 가이드 :: 베트남/다낭,,0
MHJ-PRD3ACB7AZXY,MHJ-PRD3ACB7AZXY,상시,상시,정보없음(항공불포함),15915,15915,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 미카즈키 워터파크&온천 (우리끼리. 픽업. 드랍.입장권. 왕복차량. 실속단독),,0
MHJ-PRD3ADE5I9CS,MHJ-PRD3ADE5I9CS,상시,상시,정보없음(항공불포함),9180,9180,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,렌터카,[베트남] 다낭 렌트카 픽업샌딩 교통패스 3일권,,0
MHJ-PRD18B62LFKD,MHJ-PRD18B62LFKD,상시,상시,정보없음(항공불포함),112001,112001,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 야경 투어 단독투어- 한국어 가이드(디자인 공원/버기투어/유람선/씨푸드),,0
MHJ-PRD3113EOIFT,MHJ-PRD3113EOIFT,상시,상시,정보없음(항공불포함),15900,15900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,인천국제공항 공항리무진버스 편도 티켓 예약 #서울 시내 주요지역 이용 가능 # 즉시사용가능,4.5,312
MHJ-PRD29952RPMP,MHJ-PRD29952RPMP,상시,상시,정보없음(항공불포함),3444,3444,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[베트남] 와이파이도시락 무제한 데이터 포켓와이파이 대여 4GLTE 해외로밍전화 무료,4.0,7
MHJ-PRD13A239VSN,MHJ-PRD13A239VSN,상시,상시,정보없음(항공불포함),9900,9900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[호이안] 갓성비!!바구니배+호이안 야경투어_#매일출발+#바구니배+#망고제공+#올드타운+#야시장+#호텔픽업드랍+#조인투어,5.0,14
MHJ-PRD29C0ETS4F,MHJ-PRD29C0ETS4F,상시,상시,정보없음(항공불포함),7665,7665,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[공항수령]  고프로10 대여 고프로대여 액션캠 인천공항 당일수령 리뷰작성시 영상편집무료,5.0,6
MHJ-PRD1AF56XE1V,MHJ-PRD1AF56XE1V,상시,상시,정보없음(항공불포함),4001,4001,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[아시아] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령,3.5,2
MHJ-PRD38418RJLT,MHJ-PRD38418RJLT,상시,상시,정보없음(항공불포함),71979,71979,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,렌터카,[다낭][렌터카]다낭시내호텔픽업드랍_ '호이안' 일정 포함,5.0,1
MHJ-PRD3114159BK,MHJ-PRD3114159BK,상시,상시,정보없음(항공불포함),64692,64692,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 다낭 미케비치 시내 호핑투어 스노쿨링 한국인 전용 단독/조인,,0
MHJ-PRD2EAF9YPIZ,MHJ-PRD2EAF9YPIZ,상시,상시,정보없음(항공불포함),78732,78732,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 다낭 바나힐 한국어 가이드 투어 케이블카 입장권 픽업샌딩 포함 조인투어,,0
MHJ-PRD2EAF9QX82,MHJ-PRD2EAF9QX82,상시,상시,정보없음(항공불포함),91692,91692,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 다낭 바나힐 호이안 한국어 가이드 투어 케이블카 입장권 올드타운 소원배 식사 포함 조인투어,,0
MHJ-PRD1156BMXQN,MHJ-PRD1156BMXQN,상시,상시,정보없음(항공불포함),82078,82078,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[후에] 왕릉 투어 (영어가이드) (다낭. 하이반고개. 카이딘. 사원),,0
MHJ-PRD1137CZAHC,MHJ-PRD1137CZAHC,상시,상시,정보없음(항공불포함),23471,23471,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭] 다낭 스냅촬영+아오자이대여#사진촬영#데이지스튜디오,,0
MHJ-PRD30E84JMH9,MHJ-PRD30E84JMH9,상시,상시,정보없음(항공불포함),11109,11109,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[렌탈/24시간 공항수령반납] 고프로12 풀패키지 인천공항 무료 영상편집 고프로 대여 액션캠,4.5,3
MHJ-PRD3AA5CZOHS,MHJ-PRD3AA5CZOHS,상시,상시,정보없음(항공불포함),88334,88334,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[후에] [소규모/단독] 후에 일일 투어 #한국어/영어가이드 #호텔픽업드랍 #하이반패스 #중식,5.0,2
MHJ-PRD22424TDI6,MHJ-PRD22424TDI6,상시,상시,정보없음(항공불포함),24750,24750,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[한국인가이드][다낭] 바나힐 테마마크 버스투어,,0
MHJ-PRD09F14DZKY,MHJ-PRD09F14DZKY,상시,상시,정보없음(항공불포함),6858,6858,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[호이안] 하코코넛 바스켓보트_#바구니배_#코코넛바구니보트,5.0,1
MHJ-PRD447021AKN,MHJ-PRD447021AKN,상시,상시,정보없음(항공불포함),498000,498000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 멜리아빈펄 3박 자유여행 세미패키지_#항공권불포함#바나힐#호이안#한국어가이드#렌트카6시간 이용권,,0
MHJ-PRD385A7S8VS,MHJ-PRD385A7S8VS,상시,상시,정보없음(항공불포함),36935,36935,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 빈원더스 & 호이안 or 다낭시내 단독 투어 (워터파크.사파리.체크아웃.단독),,0
MHJ-PRD31079DNEQ,MHJ-PRD31079DNEQ,상시,상시,정보없음(항공불포함),21492,21492,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 다낭 체크아웃 투어 바나힐 빈원더스 호이안 바구니배 영흥사 롯데마트 쇼핑 단독,,0
MHJ-PRD421E9LVT8,MHJ-PRD421E9LVT8,상시,상시,정보없음(항공불포함),2431,2431,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,레스토랑,[즉시확정][베트남] 하이랜드 이바우처 금액권 #HIGHLANDS COFFEE,4.5,3
MHJ-PRD2BF97VVYJ,MHJ-PRD2BF97VVYJ,상시,상시,정보없음(항공불포함),59000,59000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[호이안] 우리끼리~! 호이안  풀코스 단독투어 (한국어가이드/바구니배/올드타운/야시장/석식/소원초배/단독투어),5.0,1
MHJ-PRD02B11LTTB,MHJ-PRD02B11LTTB,상시,상시,정보없음(항공불포함),64692,64692,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 다낭 참섬 3섬 호핑투어 스노쿨링 한국인 전용 씨워커 스쿠버다이빙,,0
MHJ-PRD35EFAEXVW,MHJ-PRD35EFAEXVW,상시,상시,정보없음(항공불포함),7665,7665,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[공항수령/카메라대여] 인스탁스 미니에보 대여/ 렌탈 #폴라로이드 #인천공항 당일수령,,0
MHJ-PRD3D1D5RNJV,MHJ-PRD3D1D5RNJV,상시,상시,정보없음(항공불포함),123072,123072,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] [단독투어/14시간] 바나힐 & 바구니배 체험 & 올드타운 야경(소원초) 풀데이 투어  #60분마사지 #샤워실,,0
MHJ-PRD385A8QDX2,MHJ-PRD385A8QDX2,상시,상시,정보없음(항공불포함),12823,12823,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 다낭차밍쇼_#다낭공연_#전통_#역사,,0
