대표상품코드,판매상품코드,출발일자,요일,항공사,정상가격,성인가격,예약상태,잔여좌석수,가이드경비(USD),쇼핑횟수,호텔명,숙박일수,호텔등급,도시,상품구분,상품명,평점,리뷰수
MHJ-PRD2EA94XSQX,MHJ-PRD2EA94XSQX,상시,상시,정보없음(항공불포함),53580,53580,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[베트남 다낭] 바나힐 케이블카+뷔페pkg_#테마파크_#놀이공원,,0
MHJ-PRD1AF56GOM7,MHJ-PRD1AF56GOM7,상시,상시,정보없음(항공불포함),16928,16928,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[글로벌 유심] 57개국 해외유심 무제한 데이터 유심칩 공항수령,,0
MHJ-PRD09D1EUSST,MHJ-PRD09D1EUSST,상시,상시,정보없음(항공불포함),990,990,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[베트남] 심 여행용 데이터 무제한 eSIM,,0
MHJ-PRD0A109BY1B,MHJ-PRD0A109BY1B,상시,상시,정보없음(항공불포함),19188,19188,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[즉시확정] 남호이안 빈원더스 입장권,5.0,1
MHJ-PRD09DE6PB0T,MHJ-PRD09DE6PB0T,상시,상시,정보없음(항공불포함),12900,12900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[베트남전지역] 6일 무제한 인천공항 수령,,0
MHJ-PRD3D4F4PQWL,MHJ-PRD3D4F4PQWL,상시,상시,정보없음(항공불포함),48820,48820,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭]호텔픽업+롯데마트 쇼핑 2시간+공항드랍#우리끼리#단독차량,,0
MHJ-PRD2730DFVTQ,MHJ-PRD2730DFVTQ,상시,상시,정보없음(항공불포함),57354,57354,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,다낭 럭셔리 요트 투어- 부담 없는 반나절 일정,,0
MHJ-PRD13A29TLTH,MHJ-PRD13A29TLTH,상시,상시,정보없음(항공불포함),77652,77652,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,렌터카,[다낭 후에] 다낭 후에 이동 프라이빗 렌트카 편도 왕복 차량,,0
MHJ-PRD0EB9FDF3C,MHJ-PRD0EB9FDF3C,상시,상시,정보없음(항공불포함),164000,164000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어- 오전 출발] 바나힐 투어- 한국어 가이드/중식포함 ::베트남/다낭,,0
MHJ-PRD3FA74MQFP,MHJ-PRD3FA74MQFP,상시,상시,정보없음(항공불포함),14811,14811,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 아트스파_#다낭마사지_#호이안마사지,,0
MHJ-PRD3FA74DWHM,MHJ-PRD3FA74DWHM,상시,상시,정보없음(항공불포함),11828,11828,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 하트스파_#다낭마사지_#다낭스파,,0
MHJ-PRD3D4F410CY,MHJ-PRD3D4F410CY,상시,상시,정보없음(항공불포함),44900,44900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 호이안(올드타운)+커피 메이킹 클래스 (단독차량.로컬조인투어.안방비치.올드타운),,0
MHJ-PRD3D364MGRA,MHJ-PRD3D364MGRA,상시,상시,정보없음(항공불포함),89367,89367,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 카나디안 랍스타_#다낭맛집_#랍스타,,0
MHJ-PRD385A7VO7S,MHJ-PRD385A7VO7S,상시,상시,정보없음(항공불포함),23900,23900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 모링가스파 (아로마.드라이. 성장. 스크럽. 스톤 전신. 발 마사지. 힐링스파),,0
MHJ-PRD2E6ABYVBB,MHJ-PRD2E6ABYVBB,상시,상시,정보없음(항공불포함),73446,73446,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭출발] 단독! 안방비치&바구니배 체험&올드타운 야경(소원초)&메모리즈 쇼 투어 #12시간 #체크아웃투어,,0
MHJ-PRD2C257KH5K,MHJ-PRD2C257KH5K,상시,상시,정보없음(항공불포함),27926,27926,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 민 럭셔리 스파 마사지 (고급힐링. 전신.아로마.허브.목해산물식당 인근),,0
MHJ-PRD29951OMVX,MHJ-PRD29951OMVX,상시,상시,정보없음(항공불포함),112001,112001,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 우리끼리 단독! 호이안 올드타운+코코넛 바구니 배+메모리즈쇼,,0
MHJ-PRD1D5A1IRV0,MHJ-PRD1D5A1IRV0,상시,상시,정보없음(항공불포함),11829,11829,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[베트남 다낭] 누이 탄 타이 핫 스프링 워터파크_#머드온천_#온천_#워터파크,,0
MHJ-PRD1AF57NH4R,MHJ-PRD1AF57NH4R,상시,상시,정보없음(항공불포함),60000,60000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 미카즈키 워터파크 & 온천 투어- 왕복 차량 & 입장권_#단독투어,,0
MHJ-PRD160D3K635,MHJ-PRD160D3K635,상시,상시,정보없음(항공불포함),99000,99000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독 투어] 바나힐 야간 투어- 금/토/일 주 3회 출발,1.0,1
MHJ-PRD13CE47PNF,MHJ-PRD13CE47PNF,상시,상시,정보없음(항공불포함),4900,4900,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 남슨사찰(포토존)+오행산(마블마운틴)+안방비치 (인생샷.포토존.입장료+엘리베이터 편도 포함),,0
MHJ-PRD115D2IY9J,MHJ-PRD115D2IY9J,상시,상시,정보없음(항공불포함),13660,13660,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,바나힐 왕복셔틀 #호텔픽업드랍 #가이드 #공항드랍 #호이안 #짐보관,,0
MHJ-PRD423735FTW,MHJ-PRD423735FTW,상시,상시,정보없음(항공불포함),99000,99000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어] 호이안 집중 탐구 + 바구니 배 투어- 한국어 가이드 진행,,0
MHJ-PRD421E9BVUN,MHJ-PRD421E9BVUN,상시,상시,정보없음(항공불포함),4861,4861,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[즉시확정][베트남] 스타벅스 금액권_#Starbucks in Vietnam,,0
MHJ-PRD385A7GV7J,MHJ-PRD385A7GV7J,상시,상시,정보없음(항공불포함),49000,49000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[호이안] 메모리즈쇼 공연 임프레션테마파크 올드타운자유시간 (픽업/드랍) 라이브쇼!,,0
MHJ-PRD0C5C0SLUK,MHJ-PRD0C5C0SLUK,상시,상시,정보없음(항공불포함),108184,108184,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어] 남슨사찰+바구니배+올드타운(소원초)+아오자이 투어 #한국어가이드,,0
MHJ-PRD18B68XZEE,MHJ-PRD18B68XZEE,상시,상시,정보없음(항공불포함),15647,15647,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭]프라이빗  자유 패키지 다낭+바나힐+호이안+후에투어#가이드와우리끼리+#예약금만결제,,0
MHJ-PRD0ED99HNSG,MHJ-PRD0ED99HNSG,상시,상시,정보없음(항공불포함),39000,39000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독차량] 호이안 쿠킹 클래스+ 베트남 요리 체험 (왕복 차량 포함),,0
MHJ-PRD0EBA4SV01,MHJ-PRD0EBA4SV01,상시,상시,정보없음(항공불포함),136909,136909,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어] 안방비치+코코넛배+올드타운(소원초)+메모리즈쇼 투어 #한국어가이드,,0
MHJ-PRD2E8A1IOYT,MHJ-PRD2E8A1IOYT,상시,상시,정보없음(항공불포함),21000,21000,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[베트남][전지역가능] 베트남 입/출국 패스트트랙_#하노이+#다낭+#나트랑+#호치민+#푸꾸옥,,0
MHJ-PRD1D85DDWNI,MHJ-PRD1D85DDWNI,상시,상시,정보없음(항공불포함),13443,13443,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[즉시확정] 다낭 - 후에 기차 티켓(편도/왕복),,0
MHJ-PRD187E5CIMD,MHJ-PRD187E5CIMD,상시,상시,정보없음(항공불포함),58558,58558,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭] 단독! 공항픽업+호텔 0.5박 & 5시간 자유일정+체크인투어+USIM제공 #기사분카톡소통,,0
MHJ-PRD1D85DJ8PZ,MHJ-PRD1D85DJ8PZ,상시,상시,정보없음(항공불포함),61983,61983,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 동지앙 천국의 문 당일 투어_#녹색유산+#Heaven's Gate Danang,,0
MHJ-PRD3FC04TS5E,MHJ-PRD3FC04TS5E,상시,상시,정보없음(항공불포함),15647,15647,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭]프라이빗  자유 패키지 다낭+호이안+바나힐_#가이드와우리끼리+#예약금만결제,,0
MHJ-PRD3ACB7ADON,MHJ-PRD3ACB7ADON,상시,상시,정보없음(항공불포함),11410,11410,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭] 실속 호이안 안방비치 왕복차량 (단독차량. 데크하우스. 돌핀키친 유명식당),,0
MHJ-PRD13BB86D9Y,MHJ-PRD13BB86D9Y,상시,상시,정보없음(항공불포함),41651,41651,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[다낭] 노보텔 스파&웰니스_#다낭마사지_#다낭스파,,0
MHJ-PRD0ED99EDQ9,MHJ-PRD0ED99EDQ9,상시,상시,정보없음(항공불포함),44899,44899,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 이색체험 낚시 투어(픽업/드랍 포함. 모닝/물고기. 선셋&야간/오징어 선택),,0
MHJ-PRD31013FPZN,MHJ-PRD31013FPZN,상시,상시,정보없음(항공불포함),18230,18230,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[호이안] 바구니배+쿠킹클래스 에코투어_#게낚시+#어촌체험+#4가지요리,,0
MHJ-PRD0EDFC2CUS,MHJ-PRD0EDFC2CUS,상시,상시,정보없음(항공불포함),10834,10834,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,입장권/패스,[호이안] 띠엥봉포 베트남 전통 등불/커피 만들기체험_#체험_#클래스_#등불,,0
MHJ-PRD0C3CEOWKE,MHJ-PRD0C3CEOWKE,상시,상시,정보없음(항공불포함),33516,33516,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[전 세계 사용가능] eSIM 무제한 데이터 요금제,,0
MHJ-PRD44895CLQH,MHJ-PRD44895CLQH,상시,상시,정보없음(항공불포함),144844,144844,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[단독투어] 바나힐+골든브릿지+발마사지+영흥사+원더파크+롯데마트,,0
MHJ-PRD3AE48XUGD,MHJ-PRD3AE48XUGD,상시,상시,정보없음(항공불포함),7940,7940,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,여행서비스,[다낭] 다낭 국제공항 단독 픽업샌딩+환전소+USIM #기사분카톡소통 #롯데마트,,0
MHJ-PRD383B6PNYQ,MHJ-PRD383B6PNYQ,상시,상시,정보없음(항공불포함),19224,19224,예약가능,999,정보없음,정보없음,정보없음(투어/티켓),정보없음(데이투어),정보없음,다낭,트립,[다낭] 단독차량-호이안 쿠킹클래스+마사지60분+올드타운 관광,,0
