연도,월,ICAO,IATA,항공사명,공항,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg),국가,도시,지역,여객_계
2018,1,AAL,AA,아메리칸항공,DFW,정기,여객,6133,16,2056,331050,0,67491,180208,미국,댈러스,미주,
2018,1,AAR,OZ,아시아나항공,ALA,정기,여객,1472,8,273,68553,52062,3503,38367,카자흐스탄,알마티,아시아,
2018,1,AAR,OZ,아시아나항공,BKK,정기,여객,15288,45,1857,347879,99175,18374,272265,태국,방콕,아시아,
2018,1,AAR,OZ,아시아나항공,CAN,정기,여객,10762,22,1013,205196,60791,8117,194419,중국,광저우,아시아,
2018,1,AAR,OZ,아시아나항공,CDG,정기,여객,5149,15,949,212541,74338,12821,105435,프랑스,파리,유럽,
2018,1,AAR,OZ,아시아나항공,CEB,정기,여객,4385,73,2420,19365,19113,0,127047,필리핀,라푸라푸,아시아,
2018,1,AAR,OZ,아시아나항공,CGK,정기,여객,7463,29,617,275414,129117,0,177444,인도네시아,자카르타,아시아,
2018,1,AAR,OZ,아시아나항공,CGQ,정기,여객,5107,46,473,13908,2813,7550,88987,중국,창춘,아시아,
2018,1,AAR,OZ,아시아나항공,CKG,정기,여객,1603,6,49,8261,92,0,22395,중국,충칭,아시아,
2018,1,AAR,OZ,아시아나항공,CNX,부정기,여객,1899,0,0,0,0,0,29563,태국,치앙마이,아시아,
2018,1,AAR,OZ,아시아나항공,CRK,정기,여객,3579,10,1413,1138,64,0,119156,필리핀,앙헬레스,아시아,
2018,1,AAR,OZ,아시아나항공,CSX,정기,여객,2167,0,50,735,0,0,26140,중국,창사,아시아,
2018,1,AAR,OZ,아시아나항공,CTS,정기,여객,6126,13,1214,0,0,0,76770,일본,삿포로,아시아,
2018,1,AAR,OZ,아시아나항공,CTU,정기,여객,3270,6,147,8918,1107,0,57267,중국,청두,아시아,
2018,1,AAR,OZ,아시아나항공,DAD,정기,여객,10460,53,878,40694,33453,0,141566,베트남,다낭,아시아,
2018,1,AAR,OZ,아시아나항공,DEL,정기,여객,5172,21,2050,77421,0,0,147320,인도,델리,아시아,
2018,1,AAR,OZ,아시아나항공,DLC,정기,여객,4743,37,692,74256,61523,0,78509,중국,다롄,아시아,
2018,1,AAR,OZ,아시아나항공,FCO,정기,여객,5681,6,406,130877,87333,0,90174,이탈리아,로마,유럽,
2018,1,AAR,OZ,아시아나항공,FRA,정기,여객,11814,41,1106,147830,71360,19179,221118,독일,프랑크푸르트,유럽,
2018,1,AAR,OZ,아시아나항공,FUK,정기,여객,18056,102,1533,222890,166854,19511,175734,일본,후쿠오카,아시아,
2018,1,AAR,OZ,아시아나항공,HAK,정기,여객,1106,0,0,0,0,0,26237,중국,하이커우,아시아,
2018,1,AAR,OZ,아시아나항공,HAK,부정기,여객,159,0,0,0,0,0,3643,중국,하이커우,아시아,
2018,1,AAR,OZ,아시아나항공,HAN,정기,여객,16038,65,1844,347290,200549,8834,255443,베트남,하노이,아시아,
2018,1,AAR,OZ,아시아나항공,HGH,정기,여객,6770,15,225,109780,29328,0,88384,중국,항저우,아시아,
2018,1,AAR,OZ,아시아나항공,HKG,정기,여객,16072,45,1065,322982,102581,14924,350323,홍콩,홍콩,아시아,
2018,1,AAR,OZ,아시아나항공,HKT,정기,여객,6356,67,1724,153029,0,0,91713,태국,푸껫,아시아,
2018,1,AAR,OZ,아시아나항공,HND,정기,여객,3533,14,1543,115,0,0,65786,일본,도쿄,아시아,
2018,1,AAR,OZ,아시아나항공,HNL,정기,여객,5751,44,2005,122680,72503,36126,120620,미국,호놀룰루,미주,
2018,1,AAR,OZ,아시아나항공,HRB,정기,여객,6117,57,693,9922,1013,8782,115607,중국,하얼빈,아시아,
2018,1,AAR,OZ,아시아나항공,IST,정기,여객,3008,1,76,13241,12370,0,49179,터키,이스탄불,아시아,
2018,1,AAR,OZ,아시아나항공,JFK,정기,여객,5877,30,2605,88981,15498,46200,226646,미국,뉴욕,미주,
2018,1,AAR,OZ,아시아나항공,KHV,정기,여객,325,30,1410,6203,4362,147,28725,러시아,하바롭스크,유럽,
2018,1,AAR,OZ,아시아나항공,KIX,정기,여객,24085,74,2620,461666,230684,33461,304775,일본,오사카,아시아,
2018,1,AAR,OZ,아시아나항공,KMI,정기,여객,3065,7,82,0,0,0,57466,일본,미야자키,아시아,
2018,1,AAR,OZ,아시아나항공,KWL,정기,여객,2324,2,36,60,0,0,24561,중국,구이린,아시아,
2018,1,AAR,OZ,아시아나항공,LAX,정기,여객,15914,117,11708,192755,66877,47219,678888,미국,로스앤젤레스,미주,
2018,1,AAR,OZ,아시아나항공,LHR,정기,여객,7231,29,1694,285340,192059,44423,163210,영국,런던,유럽,
2018,1,AAR,OZ,아시아나항공,MNL,정기,여객,8420,42,11697,261411,78511,2449,591659,필리핀,마닐라,아시아,
2018,1,AAR,OZ,아시아나항공,NGO,정기,여객,8227,28,1229,39218,13725,21898,119225,일본,나고야,아시아,
2018,1,AAR,OZ,아시아나항공,NKG,정기,여객,4304,16,185,18016,1537,0,61734,중국,난징,아시아,
2018,1,AAR,OZ,아시아나항공,NRT,정기,여객,22604,99,4022,363762,145885,24016,322935,일본,도쿄,아시아,
2018,1,AAR,OZ,아시아나항공,OKA,정기,여객,6599,124,679,27277,18709,4875,84158,일본,오키나와,아시아,
2018,1,AAR,OZ,아시아나항공,ORD,정기,여객,1984,29,3972,56672,38855,9910,170593,미국,시카고,미주,
2018,1,AAR,OZ,아시아나항공,PEK,정기,여객,12418,60,1236,125411,23261,12821,267640,중국,베이징,아시아,
2018,1,AAR,OZ,아시아나항공,PNH,정기,여객,4327,33,550,7653,0,0,91716,캄보디아,프놈펜,아시아,
2018,1,AAR,OZ,아시아나항공,PQC,부정기,여객,2438,45,0,0,0,0,25262,베트남,푸꾸옥,아시아,
2018,1,AAR,OZ,아시아나항공,PVG,정기,여객,22685,49,1300,323544,133957,9730,354137,중국,상하이,아시아,
2018,1,AAR,OZ,아시아나항공,ROR,정기,여객,1438,6,566,0,0,0,27555,팔라우,코로르,오세아니아,
2018,1,AAR,OZ,아시아나항공,SDJ,정기,여객,3258,17,1000,2121,663,0,59133,일본,센다이,아시아,
2018,1,AAR,OZ,아시아나항공,SEA,정기,여객,3051,38,4940,73621,52734,0,207000,미국,시애틀,미주,
2018,1,AAR,OZ,아시아나항공,SFO,정기,여객,4647,37,4643,113566,48726,54217,229015,미국,샌프란시스코,미주,
2018,1,AAR,OZ,아시아나항공,SGN,정기,여객,14410,111,5937,383298,49708,0,450044,베트남,호찌민,아시아,
2018,1,AAR,OZ,아시아나항공,SIN,정기,여객,11089,33,650,397464,169879,6165,161804,싱가포르,싱가포르,아시아,
2018,1,AAR,OZ,아시아나항공,SPN,정기,여객,5004,81,2319,37255,16332,0,88080,북마리아나 제도,사이판,오세아니아,
2018,1,AAR,OZ,아시아나항공,SYD,정기,여객,12157,118,2471,108207,43106,10923,258393,오스트레일리아,시드니,오세아니아,
2018,1,AAR,OZ,아시아나항공,SZX,정기,여객,6677,23,136,69399,23304,0,80010,중국,선전,아시아,
2018,1,AAR,OZ,아시아나항공,TAO,정기,여객,7755,26,945,111776,95813,0,96226,중국,칭다오,아시아,
2018,1,AAR,OZ,아시아나항공,TAS,정기,여객,2819,32,318,30803,2170,1596,127235,우즈베키스탄,타슈켄트,아시아,
2018,1,AAR,OZ,아시아나항공,TPE,정기,여객,18106,52,353,355491,22414,24447,223169,대만,타이베이,아시아,
2018,1,AAR,OZ,아시아나항공,TSN,정기,여객,2892,17,340,13863,2147,0,44815,중국,톈진,아시아,
2018,1,AAR,OZ,아시아나항공,UUS,정기,여객,670,27,840,4753,1205,0,26758,러시아,유즈노사할린스크,유럽,
2018,1,AAR,OZ,아시아나항공,WEH,정기,여객,3953,16,198,21310,1795,0,43830,중국,웨이하이,아시아,
2018,1,AAR,OZ,아시아나항공,XIY,정기,여객,2349,10,103,6793,4109,0,36583,중국,시안,아시아,
2018,1,AAR,OZ,아시아나항공,YNJ,정기,여객,4680,57,134,43487,0,36256,70803,중국,옌지,아시아,
2018,1,AAR,OZ,아시아나항공,YNT,정기,여객,3121,13,349,7260,5238,0,59583,중국,옌타이,아시아,
2018,1,AAR,OZ,아시아나항공,YNZ,정기,여객,1099,3,9,1693,0,0,13991,중국,옌청,아시아,
2018,1,AAV,8Y,팬퍼시픽항공(구 아스트로항공),CEB,부정기,여객,4592,33,0,0,0,0,41699,필리핀,라푸라푸,아시아,
2018,1,AAV,8Y,팬퍼시픽항공(구 아스트로항공),KLO,정기,여객,3035,21,0,0,0,0,28925,필리핀,칼리보,아시아,
2018,1,AAV,8Y,팬퍼시픽항공(구 아스트로항공),KLO,부정기,여객,6038,27,0,0,0,0,55743,필리핀,칼리보,아시아,
2018,1,ACA,AC,캐나다항공,YVR,정기,여객,6774,47,1173,162562,0,33203,249984,캐나다,밴쿠버,미주,
2018,1,ACA,AC,캐나다항공,YYZ,정기,여객,6210,42,1783,198302,0,50059,251433,캐나다,토론토,미주,
2018,1,AFL,SU,에어로플로트항공,SVO,정기,여객,9858,20,317,214577,0,55832,165444,러시아,모스크바,유럽,
2018,1,AFR,AF,프랑스항공,CDG,정기,여객,8385,15,589,374894,0,8378,153754,프랑스,파리,유럽,
2018,1,AIC,AI,인도항공,BOM,정기,여객,313,4,0,0,0,0,6033,인도,뭄바이,아시아,
2018,1,AIC,AI,인도항공,DEL,정기,여객,1498,5,11,55106,0,366,29043,인도,델리,아시아,
2018,1,AIC,AI,인도항공,HKG,정기,여객,2529,7,15,104613,0,3545,35078,홍콩,홍콩,아시아,
2018,1,AMU,NX,마카오항공,MFM,정기,여객,10247,19,17,61137,0,7932,113037,마카오,마카오,아시아,
2018,1,AMX,AM,AEROMEXICO,MEX,정기,여객,3456,18,126,184338,0,0,75995,멕시코,멕시코시티,미주,
2018,1,APG,Z2,필리핀에어아시아,CEB,정기,여객,5029,44,2,0,0,0,45026,필리핀,라푸라푸,아시아,
2018,1,APG,Z2,필리핀에어아시아,KLO,정기,여객,8915,53,0,0,0,0,78729,필리핀,칼리보,아시아,
2018,1,APG,Z2,필리핀에어아시아,MNL,정기,여객,4831,40,1,45032,0,24123,67623,필리핀,마닐라,아시아,
2018,1,APG,Z2,필리핀에어아시아,MNL,부정기,여객,142,0,0,1035,0,790,2615,필리핀,마닐라,아시아,
2018,1,APJ,MM,피치 항공,HND,정기,여객,4988,3,0,0,0,0,28516,일본,도쿄,아시아,
2018,1,APJ,MM,피치 항공,KIX,정기,여객,21357,29,0,0,0,0,116877,일본,오사카,아시아,
2018,1,APJ,MM,피치 항공,OKA,정기,여객,5019,53,0,0,0,0,25541,일본,오키나와,아시아,
2018,1,ASV,RS,에어서울,BKI,정기,여객,4541,28,72,0,0,0,47765,말레이시아,코타키나발루,아시아,
2018,1,ASV,RS,에어서울,FSZ,정기,여객,3982,22,59,0,0,0,34286,일본,시즈오카,아시아,
2018,1,ASV,RS,에어서울,GUM,정기,여객,4818,112,111,0,0,0,48696,괌,괌,오세아니아,
2018,1,ASV,RS,에어서울,HIJ,정기,여객,2219,18,161,0,0,0,24422,일본,히로시마,아시아,
2018,1,ASV,RS,에어서울,HKG,정기,여객,5225,5,20,0,0,0,71252,홍콩,홍콩,아시아,
2018,1,ASV,RS,에어서울,KIX,정기,여객,13196,26,148,0,0,0,110446,일본,오사카,아시아,
2018,1,ASV,RS,에어서울,KLO,정기,여객,2648,16,16,0,0,0,24406,필리핀,칼리보,아시아,
2018,1,ASV,RS,에어서울,KMJ,정기,여객,2003,4,1,0,0,0,14503,일본,구마모토,아시아,
2018,1,ASV,RS,에어서울,MFM,정기,여객,5413,24,1,0,0,0,42089,마카오,마카오,아시아,
2018,1,ASV,RS,에어서울,NGS,정기,여객,1873,6,4,0,0,0,17673,일본,나가사키,아시아,
2018,1,ASV,RS,에어서울,NRT,정기,여객,11219,27,519,0,0,0,110792,일본,도쿄,아시아,
2018,1,ASV,RS,에어서울,REP,정기,여객,2589,4,19,0,0,0,29331,,,기타,
2018,1,ASV,RS,에어서울,TAK,정기,여객,3311,12,25,0,0,0,29400,일본,타카마쓰,아시아,
2018,1,ASV,RS,에어서울,UBJ,정기,여객,1778,9,2,0,0,0,13150,일본,우베,아시아,
2018,1,ASV,RS,에어서울,YGJ,정기,여객,2545,9,13,0,0,0,18672,일본,요나고,아시아,
2018,1,AZA,AZ,알리딸리아항공,FCO,정기,여객,2899,1,52,84772,0,0,44840,이탈리아,로마,유럽,
2018,1,BAW,BA,영국항공,LHR,정기,여객,6085,20,46,259849,0,0,152421,영국,런던,유럽,
2018,1,CAL,CI,중화항공,KHH,정기,여객,4380,19,17,10217,0,0,83584,대만,가오슝,아시아,
2018,1,CAL,CI,중화항공,TPE,정기,여객,19291,75,310,601446,0,16234,341121,대만,타이베이,아시아,
2018,1,CCA,CA,중국국제항공,CKG,정기,여객,2819,5,50,20291,0,0,43357,중국,충칭,아시아,
2018,1,CCA,CA,중국국제항공,CTU,정기,여객,3029,6,12,3974,0,0,47530,중국,청두,아시아,
2018,1,CCA,CA,중국국제항공,HGH,정기,여객,3147,6,5,9661,0,0,46603,중국,항저우,아시아,
2018,1,CCA,CA,중국국제항공,PEK,정기,여객,14651,57,144,126013,0,28767,286423,중국,베이징,아시아,
2018,1,CCA,CA,중국국제항공,TSN,정기,여객,7169,27,234,4511,0,0,127749,중국,톈진,아시아,
2018,1,CCA,CA,중국국제항공,WNZ,정기,여객,1693,5,8,0,0,0,38551,중국,원저우,아시아,
2018,1,CCA,CA,중국국제항공,YNJ,정기,여객,4796,41,41,2354,0,0,71132,중국,옌지,아시아,
2018,1,CDG,SC,산동항공,TAO,정기,여객,19327,62,205,63648,0,4914,290184,중국,칭다오,아시아,
2018,1,CDG,SC,산동항공,TNA,정기,여객,4132,21,54,325,0,0,75516,중국,지난,아시아,
2018,1,CDG,SC,산동항공,YNT,정기,여객,2415,2,57,11865,0,0,41446,중국,옌타이,아시아,
2018,1,CEB,5J,세부퍼시픽항공,CEB,정기,여객,4201,24,2,0,0,0,37446,필리핀,라푸라푸,아시아,
2018,1,CEB,5J,세부퍼시픽항공,KLO,정기,여객,4756,23,2,0,0,0,41268,필리핀,칼리보,아시아,
2018,1,CEB,5J,세부퍼시픽항공,MNL,정기,여객,10873,40,4,358407,0,0,175845,필리핀,마닐라,아시아,
2018,1,CES,MU,중국동방항공,CSX,정기,여객,2729,1,1,4948,0,0,25985,중국,창사,아시아,
2018,1,CES,MU,중국동방항공,KMG,정기,여객,2296,5,22,4803,0,0,51293,중국,쿤밍,아시아,
2018,1,CES,MU,중국동방항공,NKG,정기,여객,4161,13,11,60177,0,0,82540,중국,난징,아시아,
2018,1,CES,MU,중국동방항공,PVG,정기,여객,16700,32,89,211858,0,71239,301522,중국,상하이,아시아,
2018,1,CES,MU,중국동방항공,TAO,정기,여객,20512,74,226,41743,0,29467,340169,중국,칭다오,아시아,
2018,1,CES,MU,중국동방항공,WEH,정기,여객,4010,13,42,20532,0,0,73279,중국,웨이하이,아시아,
2018,1,CES,MU,중국동방항공,YNT,정기,여객,8573,24,267,110044,0,4769,136355,중국,옌타이,아시아,
2018,1,CES,MU,중국동방항공,YNZ,정기,여객,606,1,0,1018,0,0,11603,중국,옌청,아시아,
2018,1,CPA,CX,캐세이퍼시픽항공,HKG,정기,여객,38214,105,333,801978,0,67014,618856,홍콩,홍콩,아시아,
2018,1,CPA,CX,캐세이퍼시픽항공,TPE,정기,여객,9604,18,72,225680,0,21638,111466,대만,타이베이,아시아,
2018,1,CQH,9C,춘추항공,PVG,정기,여객,2415,3,1,6195,0,0,49971,중국,상하이,아시아,
2018,1,CQH,9C,춘추항공,SJW,정기,여객,767,6,0,0,0,0,13093,중국,스자좡,아시아,
2018,1,CRK,HX,홍콩항공,HKG,정기,여객,11461,23,51,159971,0,0,153753,홍콩,홍콩,아시아,
2018,1,CSA,OK,CSA 체코 항공,PRG,정기,여객,3442,7,347,106868,0,3260,63736,체코,프라하,유럽,
2018,1,CSC,3U,사천항공,CTU,정기,여객,1465,0,4,9246,0,0,22479,중국,청두,아시아,
2018,1,CSH,FM,상하이 항공,PVG,정기,여객,4235,8,19,10475,0,6101,83665,중국,상하이,아시아,
2018,1,CSN,CZ,중국남방항공,CAN,정기,여객,12252,53,151,103327,0,46525,223791,중국,광저우,아시아,
2018,1,CSN,CZ,중국남방항공,CGQ,정기,여객,5089,38,139,27413,0,26730,81919,중국,창춘,아시아,
2018,1,CSN,CZ,중국남방항공,CSX,정기,여객,1270,0,21,17,0,0,18654,중국,창사,아시아,
2018,1,CSN,CZ,중국남방항공,DLC,정기,여객,9120,41,561,67446,0,0,141201,중국,다롄,아시아,
2018,1,CSN,CZ,중국남방항공,HAK,정기,여객,645,3,0,0,0,0,14514,중국,하이커우,아시아,
2018,1,CSN,CZ,중국남방항공,HRB,정기,여객,3365,13,72,49336,0,40530,52711,중국,하얼빈,아시아,
2018,1,CSN,CZ,중국남방항공,MDG,정기,여객,1636,15,3,0,0,0,26171,중국,무단장,아시아,
2018,1,CSN,CZ,중국남방항공,PEK,정기,여객,3710,11,84,39663,0,39663,60278,중국,베이징,아시아,
2018,1,CSN,CZ,중국남방항공,PVG,정기,여객,10300,21,129,177755,0,42125,153556,중국,상하이,아시아,
2018,1,CSN,CZ,중국남방항공,SHE,정기,여객,7973,37,321,52998,0,52431,129303,중국,선양,아시아,
2018,1,CSN,CZ,중국남방항공,WUH,정기,여객,1170,5,34,7368,0,0,19795,중국,우한,아시아,
2018,1,CSN,CZ,중국남방항공,YNJ,정기,여객,4634,34,21,66039,0,65562,65730,중국,옌지,아시아,
2018,1,CSZ,ZH,심천항공,SZX,정기,여객,4448,10,17,672,0,0,70149,중국,선전,아시아,
2018,1,CXA,MF,중국하문항공,XMN,정기,여객,3226,9,63,23039,0,0,56521,중국,샤먼,아시아,
2018,1,DAL,DL,델타항공,ATL,정기,여객,4712,39,3261,204155,0,6903,232120,미국,애틀랜타,미주,
2018,1,DAL,DL,델타항공,DTW,정기,여객,6310,17,2127,280543,0,0,227660,미국,디트로이트,미주,
2018,1,DAL,DL,델타항공,LAS,부정기,여객,574,0,24,13901,0,0,12840,미국,라스베이거스,미주,
2018,1,DAL,DL,델타항공,SEA,정기,여객,4017,17,1710,124307,0,0,144760,미국,시애틀,미주,
2018,1,DLH,LH,루프트한자항공,FRA,정기,여객,6350,26,113,170781,0,30758,121065,독일,프랑크푸르트,유럽,
2018,1,DLH,LH,루프트한자항공,MUC,정기,여객,4783,28,61,201823,0,16200,87634,독일,뮌헨,유럽,
2018,1,ESR,ZE,이스타 항공,BKI,정기,여객,9847,60,0,0,0,0,98052,말레이시아,코타키나발루,아시아,
2018,1,ESR,ZE,이스타 항공,BKI,부정기,여객,1605,6,0,0,0,0,14131,말레이시아,코타키나발루,아시아,
2018,1,ESR,ZE,이스타 항공,BKK,정기,여객,11063,14,45,26269,0,0,126856,태국,방콕,아시아,
2018,1,ESR,ZE,이스타 항공,CTS,정기,여객,4928,3,0,0,0,0,40203,일본,삿포로,아시아,
2018,1,ESR,ZE,이스타 항공,CTS,부정기,여객,1445,1,0,0,0,0,12787,일본,삿포로,아시아,
2018,1,ESR,ZE,이스타 항공,DAD,정기,여객,10167,28,1,0,0,0,90764,베트남,다낭,아시아,
2018,1,ESR,ZE,이스타 항공,DAD,부정기,여객,4505,10,0,0,0,0,39477,베트남,다낭,아시아,
2018,1,ESR,ZE,이스타 항공,FUK,정기,여객,11045,48,0,0,0,0,75590,일본,후쿠오카,아시아,
2018,1,ESR,ZE,이스타 항공,HAN,정기,여객,5602,9,0,9620,0,0,55213,베트남,하노이,아시아,
2018,1,ESR,ZE,이스타 항공,HKG,정기,여객,5782,9,0,4616,0,0,55542,홍콩,홍콩,아시아,
2018,1,ESR,ZE,이스타 항공,ISG,부정기,여객,1368,10,0,0,0,0,10062,일본,이시가키,아시아,
2018,1,ESR,ZE,이스타 항공,KIX,정기,여객,11325,15,3,3856,0,0,105926,일본,오사카,아시아,
2018,1,ESR,ZE,이스타 항공,KIX,부정기,여객,8344,20,0,3052,0,0,68678,일본,오사카,아시아,
2018,1,ESR,ZE,이스타 항공,KMI,정기,여객,2225,17,1,0,0,0,17733,일본,미야자키,아시아,
2018,1,ESR,ZE,이스타 항공,KOJ,정기,여객,4945,19,0,0,0,0,43342,일본,가고시마,아시아,
2018,1,ESR,ZE,이스타 항공,NRT,정기,여객,12259,15,6,933,0,0,120416,일본,도쿄,아시아,
2018,1,ESR,ZE,이스타 항공,OIT,정기,여객,997,4,0,0,0,0,6740,일본,오이타,아시아,
2018,1,ESR,ZE,이스타 항공,OKA,정기,여객,5606,139,0,0,0,0,43762,일본,오키나와,아시아,
2018,1,ESR,ZE,이스타 항공,OKA,부정기,여객,5489,80,2,0,0,0,41669,일본,오키나와,아시아,
2018,1,ESR,ZE,이스타 항공,TPE,정기,여객,3301,3,0,0,0,0,29445,대만,타이베이,아시아,
2018,1,ETD,EY,에티하드 항공,AUH,정기,여객,7086,29,343,404221,0,0,164239,아랍에미레이트,아부다비,아시아,
2018,1,ETH,ET,에티오피아 항공,ADD,정기,여객,2143,8,67,27760,0,0,74988,이디오피아,아디스아바바,아프리카,
2018,1,ETH,ET,에티오피아 항공,HKG,정기,여객,669,3,8,41964,0,0,11186,홍콩,홍콩,아시아,
2018,1,EVA,BR,에바항공,KHH,정기,여객,5059,25,69,5110,0,0,101289,대만,가오슝,아시아,
2018,1,EVA,BR,에바항공,RMQ,정기,여객,1265,10,5,0,0,0,23553,대만,타이중,아시아,
2018,1,EVA,BR,에바항공,TPE,정기,여객,19542,55,201,438158,0,0,308793,대만,타이베이,아시아,
2018,1,FIN,AY,핀에어,HEL,정기,여객,8019,19,24,316432,0,47116,140488,핀란드,헬싱키,유럽,
2018,1,GAP,2P,팔익스프레스항공(PAL Express),TAG,정기,여객,3854,37,0,0,0,0,41434,필리핀,팡라오,아시아,
2018,1,GCR,GS,톈진(천진) 에어라인,TSN,정기,여객,2925,8,11,1327,0,0,54222,중국,톈진,아시아,
2018,1,GIA,GA,가루다 인도네시아항공,CGK,정기,여객,6420,23,50,476716,0,85421,131705,인도네시아,자카르타,아시아,
2018,1,GIA,GA,가루다 인도네시아항공,DPS,정기,여객,4566,38,64,255349,0,50050,75332,인도네시아,덴파사르,아시아,
2018,1,HAL,HA,하와이안 항공,HNL,정기,여객,5246,30,156,197507,0,0,114845,미국,호놀룰루,미주,
2018,1,HKE,UO,홍콩익스프레스,HKG,정기,여객,21502,34,2,117459,0,0,212227,홍콩,홍콩,아시아,
2018,1,HVN,VN,베트남항공,DAD,정기,여객,4900,21,39,9053,0,0,65713,베트남,다낭,아시아,
2018,1,HVN,VN,베트남항공,HAN,정기,여객,13773,86,181,395878,0,0,276590,베트남,하노이,아시아,
2018,1,HVN,VN,베트남항공,PQC,부정기,여객,1278,33,0,0,0,0,12961,베트남,푸꾸옥,아시아,
2018,1,HVN,VN,베트남항공,SGN,정기,여객,13848,188,137,404714,0,0,283037,베트남,호찌민,아시아,
2018,1,JAL,JL,일본항공,NRT,정기,여객,4066,19,46,11522,0,2553,72603,일본,도쿄,아시아,
2018,1,JCC,QD,제이씨인터내셔날항공,REP,부정기,여객,4734,4,0,0,0,0,45566,,,기타,
2018,1,JJA,7C,제주항공,BKI,정기,여객,5329,49,13,0,0,0,53192,말레이시아,코타키나발루,아시아,
2018,1,JJA,7C,제주항공,BKI,부정기,여객,2611,33,7,0,0,0,26395,말레이시아,코타키나발루,아시아,
2018,1,JJA,7C,제주항공,BKK,정기,여객,11017,23,84,2612,576,0,127943,태국,방콕,아시아,
2018,1,JJA,7C,제주항공,CEB,정기,여객,5541,67,10,11883,10555,0,56087,필리핀,라푸라푸,아시아,
2018,1,JJA,7C,제주항공,CEB,부정기,여객,5427,79,5,902,803,0,52352,필리핀,라푸라푸,아시아,
2018,1,JJA,7C,제주항공,CNX,부정기,여객,5514,6,0,0,0,0,63514,태국,치앙마이,아시아,
2018,1,JJA,7C,제주항공,CTS,정기,여객,5423,5,13,0,0,0,49387,일본,삿포로,아시아,
2018,1,JJA,7C,제주항공,CTS,부정기,여객,5400,5,0,0,0,0,47648,일본,삿포로,아시아,
2018,1,JJA,7C,제주항공,CXR,정기,여객,3656,68,17,0,0,0,37362,베트남,나트랑,아시아,
2018,1,JJA,7C,제주항공,DAD,정기,여객,10994,103,2,33565,10538,0,102408,베트남,다낭,아시아,
2018,1,JJA,7C,제주항공,DAD,부정기,여객,2580,39,0,2966,2072,0,21374,베트남,다낭,아시아,
2018,1,JJA,7C,제주항공,FUK,정기,여객,19806,125,112,0,0,0,150836,일본,후쿠오카,아시아,
2018,1,JJA,7C,제주항공,FUK,부정기,여객,3145,14,5,0,0,0,20858,일본,후쿠오카,아시아,
2018,1,JJA,7C,제주항공,GUM,정기,여객,16336,360,110,13124,1513,0,173228,괌,괌,오세아니아,
2018,1,JJA,7C,제주항공,HAN,정기,여객,5615,21,32,11756,0,0,59840,베트남,하노이,아시아,
2018,1,JJA,7C,제주항공,HKG,정기,여객,11356,29,8,24594,1603,0,115778,홍콩,홍콩,아시아,
2018,1,JJA,7C,제주항공,JMU,정기,여객,1417,11,1,0,0,0,20351,중국,자무쓰,아시아,
2018,1,JJA,7C,제주항공,KHH,정기,여객,3104,19,1,0,0,0,40140,대만,가오슝,아시아,
2018,1,JJA,7C,제주항공,KIX,정기,여객,22263,40,37,62278,5469,0,187268,일본,오사카,아시아,
2018,1,JJA,7C,제주항공,KOJ,정기,여객,1931,11,0,0,0,0,13346,일본,가고시마,아시아,
2018,1,JJA,7C,제주항공,MFM,정기,여객,5656,52,0,0,0,0,46877,마카오,마카오,아시아,
2018,1,JJA,7C,제주항공,MNL,정기,여객,5630,25,37,18728,5576,0,76848,필리핀,마닐라,아시아,
2018,1,JJA,7C,제주항공,MYJ,정기,여객,2323,13,6,0,0,0,18443,일본,마쓰야마,아시아,
2018,1,JJA,7C,제주항공,NGO,정기,여객,10175,40,108,453,0,0,115827,일본,나고야,아시아,
2018,1,JJA,7C,제주항공,NGO,부정기,여객,732,2,0,109,0,0,6698,일본,나고야,아시아,
2018,1,JJA,7C,제주항공,NRT,정기,여객,19122,61,167,31917,21202,487,175894,일본,도쿄,아시아,
2018,1,JJA,7C,제주항공,NRT,부정기,여객,682,4,26,644,644,0,6739,일본,도쿄,아시아,
2018,1,JJA,7C,제주항공,OKA,정기,여객,5523,153,9,0,0,0,43328,일본,오키나와,아시아,
2018,1,JJA,7C,제주항공,SGN,정기,여객,5465,36,7,657,0,0,57508,베트남,호찌민,아시아,
2018,1,JJA,7C,제주항공,SPN,정기,여객,10722,184,166,10856,739,0,123939,북마리아나 제도,사이판,오세아니아,
2018,1,JJA,7C,제주항공,SYX,정기,여객,1472,8,1,0,0,0,21178,중국,싼야,아시아,
2018,1,JJA,7C,제주항공,TAO,정기,여객,4772,14,163,23889,0,0,42740,중국,칭다오,아시아,
2018,1,JJA,7C,제주항공,TPE,정기,여객,5591,11,0,28669,0,0,49968,대만,타이베이,아시아,
2018,1,JJA,7C,제주항공,VTE,정기,여객,5646,1,5,0,0,0,60325,라오스,비엔티안,아시아,
2018,1,JJA,7C,제주항공,VVO,정기,여객,3356,7,323,0,0,0,33536,러시아,블라디보스토크,유럽,
2018,1,JJA,7C,제주항공,WEH,정기,여객,5190,11,63,728,354,0,51404,중국,웨이하이,아시아,
2018,1,JJA,7C,제주항공,WEH,부정기,여객,5069,5,89,5990,143,0,48580,중국,웨이하이,아시아,
2018,1,JNA,LJ,진 에어,BKI,정기,여객,5488,52,91,2638,0,0,56945,말레이시아,코타키나발루,아시아,
