연도,월,ICAO,IATA,항공사명,공항,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg),국가,도시,지역,여객_계
2024,2,AIC,AI,인도항공,DEL,정기,여객,3196,15,17,176444,0,5712,80911,인도,델리,아시아,
2024,2,AIH,KJ,에어인천,CGO,정기,화물,0,0,0,11405,1537,0,0,중국,정저우,아시아,
2024,2,AIH,KJ,에어인천,CGO,부정기,화물,0,0,0,15950,1183,0,0,중국,정저우,아시아,
2024,2,AIH,KJ,에어인천,CKG,부정기,화물,0,0,0,59170,0,0,0,중국,충칭,아시아,
2024,2,AIH,KJ,에어인천,CTU,정기,화물,0,0,0,87697,179,0,0,중국,청두,아시아,
2024,2,AIH,KJ,에어인천,CTU,부정기,화물,0,0,0,20405,0,0,0,중국,청두,아시아,
2024,2,AIH,KJ,에어인천,HAN,정기,화물,0,0,0,269538,0,0,0,베트남,하노이,아시아,
2024,2,AIH,KJ,에어인천,NRT,정기,화물,0,0,0,89452,10234,3048,0,일본,도쿄,아시아,
2024,2,AIH,KJ,에어인천,TAO,정기,화물,0,0,0,155297,14259,0,0,중국,칭다오,아시아,
2024,2,AIH,KJ,에어인천,UBN,정기,화물,0,0,0,18283,0,0,0,몽골,울란바토르,아시아,
2024,2,AIH,KJ,에어인천,YNT,정기,화물,0,0,0,339869,765,0,0,중국,옌타이,아시아,
2024,2,AJT,M6,아메리제트,ANC,정기,화물,0,0,0,14233,0,0,0,미국,앵커리지,미주,
2024,2,AJT,M6,아메리제트,GSP,부정기,화물,0,0,0,333459,0,0,0,미국,그린빌,미주,
2024,2,AJX,NQ,에어재팬,NRT,정기,여객,1507,1,5,22141,0,0,13132,일본,도쿄,아시아,
2024,2,ALK,UL,스리랑칸 에어라인즈,CMB,정기,여객,1405,4,1,97536,0,6975,41242,스리랑카,콜롬보,아시아,
2024,2,AMU,NX,마카오항공,MFM,정기,여객,4756,14,30,5237,0,1577,53899,마카오,마카오,아시아,
2024,2,ANA,NH,전일본항공,NRT,정기,화물,0,0,0,771945,0,25315,0,일본,도쿄,아시아,
2024,2,ANZ,NZ,AIR NEW ZEALAND,AKL,정기,여객,2999,16,321,77489,0,4209,66615,뉴질랜드,오클랜드,오세아니아,
2024,2,APG,Z2,필리핀에어아시아,CEB,정기,여객,4549,26,2,81,0,0,28598,필리핀,라푸라푸,아시아,
2024,2,APG,Z2,필리핀에어아시아,MNL,정기,여객,8771,31,12,19101,0,0,92831,필리핀,마닐라,아시아,
2024,2,APJ,MM,피치 항공,HND,정기,여객,5069,8,0,0,0,0,46486,일본,도쿄,아시아,
2024,2,APJ,MM,피치 항공,KIX,정기,여객,20264,22,0,8862,0,0,167449,일본,오사카,아시아,
2024,2,APZ,YP,에어 프레미아,BCN,부정기,여객,2331,1,0,43049,20750,0,36015,스페인,바르셀로나,유럽,
2024,2,APZ,YP,에어 프레미아,BKK,정기,여객,6807,47,78,100549,24629,0,95656,태국,방콕,아시아,
2024,2,APZ,YP,에어 프레미아,DAC,부정기,여객,472,7,0,0,0,0,25906,방글라데시,다카,아시아,
2024,2,APZ,YP,에어 프레미아,EWR,정기,여객,4645,33,235,99210,11603,0,117555,미국,뉴어크,미주,
2024,2,APZ,YP,에어 프레미아,HNL,부정기,여객,4459,21,31,190185,24834,0,64324,미국,호놀룰루,미주,
2024,2,APZ,YP,에어 프레미아,LAX,정기,여객,6560,22,84,416565,14041,4597,144477,미국,로스앤젤레스,미주,
2024,2,APZ,YP,에어 프레미아,NRT,정기,여객,7527,6,5,172654,22829,0,70515,일본,도쿄,아시아,
2024,2,ASV,RS,에어서울,CXR,정기,여객,8641,78,1,0,0,0,78452,베트남,나트랑,아시아,
2024,2,ASV,RS,에어서울,CXR,부정기,여객,593,11,0,0,0,0,5629,베트남,나트랑,아시아,
2024,2,ASV,RS,에어서울,DAD,정기,여객,5860,31,0,102,0,0,47880,베트남,다낭,아시아,
2024,2,ASV,RS,에어서울,DYG,정기,여객,1377,0,0,0,0,0,13045,중국,장자제,아시아,
2024,2,ASV,RS,에어서울,FUK,정기,여객,11665,47,3,0,0,0,88345,일본,후쿠오카,아시아,
2024,2,ASV,RS,에어서울,KIX,정기,여객,16837,29,2,0,0,0,155802,일본,오사카,아시아,
2024,2,ASV,RS,에어서울,KLO,정기,여객,5295,13,1,0,0,0,48713,필리핀,칼리보,아시아,
2024,2,ASV,RS,에어서울,NRT,정기,여객,18970,34,8,19026,0,7579,178125,일본,도쿄,아시아,
2024,2,ASV,RS,에어서울,TAK,정기,여객,5319,18,4,0,0,0,45278,일본,타카마쓰,아시아,
2024,2,ASV,RS,에어서울,YGJ,정기,여객,2194,11,2,0,0,0,14938,일본,요나고,아시아,
2024,2,AZG,7L,실크웨이웨스트항공,GYD,정기,화물,0,0,0,1168027,0,0,0,아제르바이잔,바쿠,유럽,
2024,2,BOX,3S,에어로로직,FRA,정기,화물,0,0,0,55612,0,359,0,독일,프랑크푸르트,유럽,
2024,2,BOX,3S,에어로로직,HKG,정기,화물,0,0,0,285224,0,0,0,홍콩,홍콩,아시아,
2024,2,BOX,3S,에어로로직,KIX,정기,화물,0,0,0,110438,0,343,0,일본,오사카,아시아,
2024,2,BOX,3S,에어로로직,LEJ,정기,화물,0,0,0,54734,0,0,0,독일,라이프치히,유럽,
2024,2,CAL,CI,중화항공,KHH,정기,여객,4947,20,120,17266,0,0,89906,대만,가오슝,아시아,
2024,2,CAL,CI,중화항공,TPE,정기,여객,16542,63,852,414560,0,13709,280960,대만,타이베이,아시아,
2024,2,CAL,CI,중화항공,TPE,부정기,여객,305,1,0,0,0,0,2449,대만,타이베이,아시아,
2024,2,CBJ,JD,북경수도항공,TAO,정기,여객,732,2,1,0,0,0,9693,중국,칭다오,아시아,
2024,2,CCA,CA,중국국제항공,CKG,정기,여객,1718,8,9,7557,0,0,24135,중국,충칭,아시아,
2024,2,CCA,CA,중국국제항공,CKG,부정기,여객,251,2,3,0,0,0,3164,중국,충칭,아시아,
2024,2,CCA,CA,중국국제항공,HGH,정기,여객,4178,16,28,6997,0,0,62393,중국,항저우,아시아,
2024,2,CCA,CA,중국국제항공,PEK,정기,여객,8678,39,310,24403,0,2805,138925,중국,베이징,아시아,
2024,2,CCA,CA,중국국제항공,TFU,정기,여객,2574,7,36,143,0,0,36662,중국,청두,아시아,
2024,2,CCA,CA,중국국제항공,TFU,부정기,여객,373,3,30,0,0,0,5153,중국,청두,아시아,
2024,2,CCA,CA,중국국제항공,TSN,정기,여객,2805,8,41,1684,0,0,41035,중국,톈진,아시아,
2024,2,CCA,CA,중국국제항공,WNZ,정기,여객,1237,3,10,0,0,0,18248,중국,원저우,아시아,
2024,2,CCA,CA,중국국제항공,YNJ,정기,여객,3906,22,225,0,0,0,59884,중국,옌지,아시아,
2024,2,CDG,SC,산동항공,TAO,정기,여객,21405,50,905,8827,0,0,302671,중국,칭다오,아시아,
2024,2,CDG,SC,산동항공,TNA,정기,여객,6743,18,444,6,0,0,102810,중국,지난,아시아,
2024,2,CDG,SC,산동항공,YNT,정기,여객,2852,1,282,0,0,0,44715,중국,옌타이,아시아,
2024,2,CEB,5J,세부퍼시픽항공,CEB,정기,여객,4363,17,5,1162,0,0,34069,필리핀,라푸라푸,아시아,
2024,2,CEB,5J,세부퍼시픽항공,MNL,정기,여객,12086,38,9,150860,0,0,160457,필리핀,마닐라,아시아,
2024,2,CES,MU,중국동방항공,HGH,정기,여객,2243,8,9,185,0,0,32105,중국,항저우,아시아,
2024,2,CES,MU,중국동방항공,KMG,정기,여객,967,2,7,286,0,0,12963,중국,쿤밍,아시아,
2024,2,CES,MU,중국동방항공,NKG,정기,여객,5190,14,143,4065,0,0,74604,중국,난징,아시아,
2024,2,CES,MU,중국동방항공,PKX,정기,여객,4702,6,31,1848,0,0,69549,중국,베이징,아시아,
2024,2,CES,MU,중국동방항공,PVG,정기,여객,15498,40,181,250632,0,3222,230172,중국,상하이,아시아,
2024,2,CES,MU,중국동방항공,TAO,정기,여객,15558,57,240,9375,0,0,211112,중국,칭다오,아시아,
2024,2,CES,MU,중국동방항공,WEH,정기,여객,3434,19,102,16779,0,0,49964,중국,웨이하이,아시아,
2024,2,CES,MU,중국동방항공,WUX,정기,여객,3012,23,4,0,0,0,43544,중국,우시,아시아,
2024,2,CES,MU,중국동방항공,XIY,정기,여객,1433,3,7,14211,0,0,19541,중국,시안,아시아,
2024,2,CES,MU,중국동방항공,YNJ,정기,여객,3617,12,27,0,0,0,51982,중국,옌지,아시아,
2024,2,CES,MU,중국동방항공,YNT,정기,여객,8599,20,224,69647,0,0,123081,중국,옌타이,아시아,
2024,2,CKK,CK,중국화물항공,PVG,정기,화물,0,0,0,410435,0,0,0,중국,상하이,아시아,
2024,2,CKS,K4,칼리타항공,ANC,부정기,화물,0,0,0,76577,0,0,0,미국,앵커리지,미주,
2024,2,CKS,K4,칼리타항공,CAN,정기,화물,0,0,0,24977,0,0,0,중국,광저우,아시아,
2024,2,CKS,K4,칼리타항공,CAN,부정기,화물,0,0,0,25083,0,0,0,중국,광저우,아시아,
2024,2,CKS,K4,칼리타항공,HKG,정기,화물,0,0,0,247455,0,0,0,홍콩,홍콩,아시아,
2024,2,CKS,K4,칼리타항공,NGO,정기,화물,0,0,0,1483124,0,0,0,일본,나고야,아시아,
2024,2,CLX,CV,카고룩스항공,GYD,정기,화물,0,0,0,81316,0,0,0,아제르바이잔,바쿠,유럽,
2024,2,CLX,CV,카고룩스항공,LUX,정기,화물,0,0,0,782225,0,0,0,룩셈부르크,룩셈부르크,유럽,
2024,2,CLX,CV,카고룩스항공,TPE,정기,화물,0,0,0,69701,0,0,0,대만,타이베이,아시아,
2024,2,CPA,CX,캐세이퍼시픽항공,HKG,정기,화물,0,0,0,284367,0,0,0,홍콩,홍콩,아시아,
2024,2,CPA,CX,캐세이퍼시픽항공,HKG,정기,여객,25087,73,367,213897,0,9702,393671,홍콩,홍콩,아시아,
2024,2,CQH,9C,춘추항공,PVG,정기,여객,2837,0,3,2988,0,2775,32551,중국,상하이,아시아,
2024,2,CQH,9C,춘추항공,SJW,정기,여객,990,5,0,0,0,0,10840,중국,스자좡,아시아,
2024,2,CQH,9C,춘추항공,YTY,정기,여객,1080,2,0,0,0,0,12501,중국,양저우,아시아,
2024,2,CRK,HX,홍콩항공,HKG,정기,여객,7041,9,23,129214,0,0,68452,홍콩,홍콩,아시아,
2024,2,CSC,3U,사천항공,TFU,정기,여객,1796,7,14,9289,0,0,24547,중국,청두,아시아,
2024,2,CSC,3U,사천항공,TFU,부정기,여객,892,5,7,2571,0,0,12925,중국,청두,아시아,
2024,2,CSH,FM,상하이 항공,PVG,정기,여객,4131,4,95,2434,0,520,65976,중국,상하이,아시아,
2024,2,CSN,CZ,중국남방항공,CAN,정기,여객,12002,46,46,30873,0,1964,196587,중국,광저우,아시아,
2024,2,CSN,CZ,중국남방항공,CGO,정기,여객,1698,8,7,0,0,0,24741,중국,정저우,아시아,
2024,2,CSN,CZ,중국남방항공,CGQ,정기,여객,6164,27,89,16851,0,15913,95887,중국,창춘,아시아,
2024,2,CSN,CZ,중국남방항공,CGQ,부정기,여객,320,0,15,0,0,0,4922,중국,창춘,아시아,
2024,2,CSN,CZ,중국남방항공,CSX,정기,여객,319,2,1,0,0,0,4031,중국,창사,아시아,
2024,2,CSN,CZ,중국남방항공,DLC,정기,여객,8477,20,244,32552,0,14610,124162,중국,다롄,아시아,
2024,2,CSN,CZ,중국남방항공,DNH,부정기,여객,178,0,0,0,0,0,2110,중국,둔황,아시아,
2024,2,CSN,CZ,중국남방항공,HAK,정기,여객,78,0,0,1404,0,221,1239,중국,하이커우,아시아,
2024,2,CSN,CZ,중국남방항공,HRB,정기,여객,2590,12,97,0,0,0,40757,중국,하얼빈,아시아,
2024,2,CSN,CZ,중국남방항공,MDG,정기,여객,1614,11,6,166,0,0,25809,중국,무단장,아시아,
2024,2,CSN,CZ,중국남방항공,MDG,부정기,여객,219,1,0,0,0,0,3461,중국,무단장,아시아,
2024,2,CSN,CZ,중국남방항공,PKX,정기,여객,4531,14,39,6864,0,0,71141,중국,베이징,아시아,
2024,2,CSN,CZ,중국남방항공,PVG,정기,여객,9595,18,182,15508,0,4481,137906,중국,상하이,아시아,
2024,2,CSN,CZ,중국남방항공,SHE,정기,여객,7111,28,435,8345,0,3834,115460,중국,선양,아시아,
2024,2,CSN,CZ,중국남방항공,SZX,정기,여객,4098,20,5,0,0,0,56314,중국,선전,아시아,
2024,2,CSN,CZ,중국남방항공,WUH,정기,여객,469,2,3,36,0,0,7218,중국,우한,아시아,
2024,2,CSN,CZ,중국남방항공,YNJ,정기,여객,4808,22,47,0,0,0,71608,중국,옌지,아시아,
2024,2,CSZ,ZH,심천항공,SZX,정기,여객,5891,19,127,4941,0,0,89430,중국,선전,아시아,
2024,2,CTJ,HT,천진에어카고,YNZ,부정기,화물,0,0,0,24,0,0,0,중국,옌청,아시아,
2024,2,CXA,MF,중국하문항공,FOC,정기,여객,447,2,19,0,0,0,6774,중국,푸저우,아시아,
2024,2,CXA,MF,중국하문항공,FOC,부정기,여객,1102,1,232,0,0,0,19873,중국,푸저우,아시아,
2024,2,CXA,MF,중국하문항공,XMN,정기,여객,3837,11,313,8717,0,0,58327,중국,샤먼,아시아,
2024,2,CYZ,CF,중국우정항공,XIY,정기,화물,0,0,0,64617,0,0,0,중국,시안,아시아,
2024,2,CYZ,CF,중국우정항공,XIY,부정기,화물,0,0,0,45676,0,0,0,중국,시안,아시아,
2024,2,DAL,DL,델타항공,ATL,정기,여객,4100,16,3521,145936,0,0,233640,미국,애틀랜타,미주,
2024,2,DAL,DL,델타항공,DTW,정기,여객,3052,9,3842,252326,0,0,193560,미국,디트로이트,미주,
2024,2,DAL,DL,델타항공,HNL,부정기,화물,0,0,0,6933,0,0,0,미국,호놀룰루,미주,
2024,2,DAL,DL,델타항공,MSP,정기,여객,2493,13,3738,292005,0,0,168600,미국,미니애폴리스,미주,
2024,2,DAL,DL,델타항공,SEA,정기,여객,2296,10,4340,232923,0,0,175260,미국,시애틀,미주,
2024,2,DAL,DL,델타항공,SEA,부정기,화물,0,0,0,20651,0,0,0,미국,시애틀,미주,
2024,2,DLH,LH,루프트한자항공,FRA,정기,여객,5155,9,373,153506,0,7598,112000,독일,프랑크푸르트,유럽,
2024,2,DLH,LH,루프트한자항공,MUC,정기,여객,4514,9,417,203971,0,4824,95981,독일,뮌헨,유럽,
2024,2,ESR,ZE,이스타 항공,BKK,정기,여객,4949,14,67,0,0,0,46958,태국,방콕,아시아,
2024,2,ESR,ZE,이스타 항공,CXR,정기,여객,4881,41,0,0,0,0,43485,베트남,나트랑,아시아,
2024,2,ESR,ZE,이스타 항공,DAD,정기,여객,5096,9,0,0,0,0,41419,베트남,다낭,아시아,
2024,2,ESR,ZE,이스타 항공,DAD,부정기,여객,2093,7,0,0,0,0,17271,베트남,다낭,아시아,
2024,2,ESR,ZE,이스타 항공,FUK,정기,여객,10171,34,0,0,0,0,75704,일본,후쿠오카,아시아,
2024,2,ESR,ZE,이스타 항공,KIX,정기,여객,10502,15,0,0,0,0,87489,일본,오사카,아시아,
2024,2,ESR,ZE,이스타 항공,NRT,정기,여객,12545,8,1,0,0,0,109494,일본,도쿄,아시아,
2024,2,ESR,ZE,이스타 항공,TPE,정기,여객,2867,10,0,0,0,0,24371,대만,타이베이,아시아,
2024,2,ESR,ZE,이스타 항공,TPE,부정기,여객,863,6,0,0,0,0,7740,대만,타이베이,아시아,
2024,2,ETD,EY,에티하드 항공,AUH,정기,여객,6084,12,96,420294,320,0,112188,아랍에미레이트,아부다비,아시아,
2024,2,ETH,ET,에티오피아 항공,ADD,정기,여객,2167,9,127,77174,0,0,88218,이디오피아,아디스아바바,아프리카,
2024,2,ETH,ET,에티오피아 항공,HKG,정기,화물,0,0,0,252436,0,0,0,홍콩,홍콩,아시아,
2024,2,ETH,ET,에티오피아 항공,NRT,정기,여객,1928,2,15,0,0,0,24382,일본,도쿄,아시아,
2024,2,EVA,BR,에바항공,KHH,정기,여객,2814,16,103,1424,0,0,50356,대만,가오슝,아시아,
2024,2,EVA,BR,에바항공,TPE,정기,여객,15516,52,348,351992,0,0,241733,대만,타이베이,아시아,
2024,2,FDX,FX,FedEX항공,ANC,정기,화물,0,0,0,961327,247456,0,0,미국,앵커리지,미주,
2024,2,FDX,FX,FedEX항공,CAN,정기,화물,0,0,0,821316,78076,0,0,중국,광저우,아시아,
2024,2,FDX,FX,FedEX항공,HKG,정기,화물,0,0,0,340686,315872,0,0,홍콩,홍콩,아시아,
2024,2,FDX,FX,FedEX항공,KIX,정기,화물,0,0,0,22714,3976,0,0,일본,오사카,아시아,
2024,2,FDX,FX,FedEX항공,PEK,정기,화물,0,0,0,39325,32994,0,0,중국,베이징,아시아,
2024,2,FDX,FX,FedEX항공,PVG,정기,화물,0,0,0,47082,1395,0,0,중국,상하이,아시아,
2024,2,FDX,FX,FedEX항공,SZX,정기,화물,0,0,0,137313,81820,0,0,중국,선전,아시아,
2024,2,FIN,AY,핀에어,HEL,정기,여객,4748,9,203,459281,0,0,94083,핀란드,헬싱키,유럽,
2024,2,GCR,GS,톈진(천진) 에어라인,TSN,정기,여객,3168,14,27,6729,0,0,44373,중국,톈진,아시아,
2024,2,GEC,LH,루프트한자항공,FRA,정기,화물,0,0,0,679102,0,9574,0,독일,프랑크푸르트,유럽,
2024,2,GIA,GA,가루다 인도네시아항공,CGK,정기,여객,2591,16,20,124908,0,11208,62793,인도네시아,자카르타,아시아,
2024,2,GIA,GA,가루다 인도네시아항공,DPS,정기,여객,3302,15,20,132309,0,3607,49682,인도네시아,덴파사르,아시아,
2024,2,GTI,5Y,아틀라스항공,ANC,정기,화물,0,0,0,1247,0,0,0,미국,앵커리지,미주,
2024,2,GTI,5Y,아틀라스항공,CKG,정기,화물,0,0,0,41179,0,0,0,중국,충칭,아시아,
2024,2,GTI,5Y,아틀라스항공,CKG,부정기,화물,0,0,0,5675,0,0,0,중국,충칭,아시아,
2024,2,GTI,5Y,아틀라스항공,HKG,정기,화물,0,0,0,245,0,0,0,홍콩,홍콩,아시아,
2024,2,GTI,5Y,아틀라스항공,ORD,정기,화물,0,0,0,88923,4301,0,0,미국,시카고,미주,
2024,2,GTI,5Y,아틀라스항공,PVG,정기,화물,0,0,0,67379,0,0,0,중국,상하이,아시아,
2024,2,GTI,5Y,아틀라스항공,XMN,정기,화물,0,0,0,29059,0,0,0,중국,샤먼,아시아,
2024,2,HAL,HA,하와이안 항공,HNL,정기,여객,3713,15,1137,265733,0,0,125116,미국,호놀룰루,미주,
2024,2,HGB,HB,그레이터베이항공,HKG,정기,여객,4464,7,0,12279,0,0,40271,홍콩,홍콩,아시아,
2024,2,HGB,HB,그레이터베이항공,HKG,부정기,여객,503,1,0,0,0,0,4420,홍콩,홍콩,아시아,
2024,2,HKE,UO,홍콩익스프레스,HKG,정기,여객,13457,20,6,8031,0,0,136154,홍콩,홍콩,아시아,
2024,2,HLF,I9,중국센트럴항공,WEH,부정기,화물,0,0,0,27809,0,0,0,중국,웨이하이,아시아,
2024,2,HLF,I9,중국센트럴항공,WUX,부정기,화물,0,0,0,20355,0,0,0,중국,우시,아시아,
2024,2,HLF,I9,중국센트럴항공,YNT,부정기,화물,0,0,0,64197,0,0,0,중국,옌타이,아시아,
2024,2,HVN,VN,베트남항공,CXR,정기,여객,5127,47,33,0,0,0,59157,베트남,나트랑,아시아,
2024,2,HVN,VN,베트남항공,DAD,정기,여객,4643,24,105,1159,0,0,65876,베트남,다낭,아시아,
2024,2,HVN,VN,베트남항공,HAN,정기,여객,15807,209,284,375015,0,0,341551,베트남,하노이,아시아,
2024,2,HVN,VN,베트남항공,SGN,정기,여객,12976,136,906,243875,0,0,281754,베트남,호찌민,아시아,
2024,2,HYT,YG,원통화물항공,NGB,정기,화물,0,0,0,94439,0,0,0,중국,닝보,아시아,
2024,2,HYT,YG,원통화물항공,WNZ,부정기,화물,0,0,0,105060,0,0,0,중국,원저우,아시아,
2024,2,ICV,C8,카고룩스 이탈리아,CGO,정기,화물,0,0,0,22875,0,0,0,중국,정저우,아시아,
2024,2,ICV,C8,카고룩스 이탈리아,MXP,정기,화물,0,0,0,276593,0,0,0,이탈리아,밀라노,유럽,
2024,2,ICV,C8,카고룩스 이탈리아,TPE,정기,화물,0,0,0,51811,0,0,0,대만,타이베이,아시아,
2024,2,JAL,JL,일본항공,NRT,정기,화물,0,0,0,190549,0,0,0,일본,도쿄,아시아,
2024,2,JJA,7C,제주항공,BKI,정기,여객,4729,9,68,0,0,0,49004,말레이시아,코타키나발루,아시아,
2024,2,JJA,7C,제주항공,BKK,정기,여객,10343,27,165,1431,0,0,119997,태국,방콕,아시아,
2024,2,JJA,7C,제주항공,CEB,정기,여객,8125,56,203,28,28,0,88440,필리핀,라푸라푸,아시아,
2024,2,JJA,7C,제주항공,CNX,정기,여객,4569,11,43,0,0,0,47569,태국,치앙마이,아시아,
2024,2,JJA,7C,제주항공,CRK,정기,여객,3841,6,188,337,259,0,57439,필리핀,앙헬레스,아시아,
2024,2,JJA,7C,제주항공,CTS,정기,여객,9780,14,46,0,0,0,96424,일본,삿포로,아시아,
2024,2,JJA,7C,제주항공,CXR,정기,여객,4953,25,10,0,0,0,44961,베트남,나트랑,아시아,
2024,2,JJA,7C,제주항공,DAD,정기,여객,10215,43,107,8561,0,0,86809,베트남,다낭,아시아,
2024,2,JJA,7C,제주항공,DAD,부정기,여객,1754,7,20,0,0,0,14501,베트남,다낭,아시아,
2024,2,JJA,7C,제주항공,DLI,정기,여객,4512,4,3,0,0,0,40631,베트남,달랏,아시아,
2024,2,JJA,7C,제주항공,FSZ,정기,여객,4471,14,3,0,0,0,41654,일본,시즈오카,아시아,
2024,2,JJA,7C,제주항공,FUK,정기,여객,23050,86,121,0,0,0,181467,일본,후쿠오카,아시아,
2024,2,JJA,7C,제주항공,GUM,정기,여객,9627,81,71,9066,290,0,97616,괌,괌,오세아니아,
2024,2,JJA,7C,제주항공,HAN,정기,화물,0,0,0,423171,1857,0,0,베트남,하노이,아시아,
2024,2,JJA,7C,제주항공,HAN,정기,여객,5047,9,138,5009,248,1302,60176,베트남,하노이,아시아,
2024,2,JJA,7C,제주항공,HIJ,정기,여객,8981,40,139,0,0,0,75477,일본,히로시마,아시아,
2024,2,JJA,7C,제주항공,HKG,정기,여객,9129,12,154,28442,0,0,82714,홍콩,홍콩,아시아,
2024,2,JJA,7C,제주항공,HRB,정기,여객,1510,5,36,0,0,0,21213,중국,하얼빈,아시아,
2024,2,JJA,7C,제주항공,JMU,정기,여객,946,2,0,0,0,0,14530,중국,자무쓰,아시아,
2024,2,JJA,7C,제주항공,KIX,정기,여객,20854,21,157,11318,0,10339,180640,일본,오사카,아시아,
2024,2,JJA,7C,제주항공,MFM,정기,여객,4793,22,11,0,0,0,41229,마카오,마카오,아시아,
2024,2,JJA,7C,제주항공,MNL,정기,여객,4298,13,306,25301,0,2913,61324,필리핀,마닐라,아시아,
2024,2,JJA,7C,제주항공,MYJ,정기,여객,4938,20,27,0,0,0,38678,일본,마쓰야마,아시아,
2024,2,JJA,7C,제주항공,NGO,정기,여객,9685,21,114,12645,5969,2068,100123,일본,나고야,아시아,
2024,2,JJA,7C,제주항공,NRT,정기,화물,0,0,0,99101,0,7387,0,일본,도쿄,아시아,
2024,2,JJA,7C,제주항공,NRT,정기,여객,22755,44,425,19676,365,16425,229095,일본,도쿄,아시아,
2024,2,JJA,7C,제주항공,OIT,정기,여객,3676,16,1,0,0,0,35563,일본,오이타,아시아,
2024,2,JJA,7C,제주항공,OKA,정기,여객,4573,58,22,0,0,0,41433,일본,오키나와,아시아,
2024,2,JJA,7C,제주항공,PQC,정기,여객,5003,45,85,0,0,0,48455,베트남,푸꾸옥,아시아,
2024,2,JJA,7C,제주항공,SGN,정기,여객,4663,16,314,5918,0,3000,64514,베트남,호찌민,아시아,
2024,2,JJA,7C,제주항공,SPN,정기,여객,9100,52,261,13269,165,0,98079,북마리아나 제도,사이판,오세아니아,
2024,2,JJA,7C,제주항공,SPN,부정기,여객,1479,14,21,0,0,0,14355,북마리아나 제도,사이판,오세아니아,
2024,2,JJA,7C,제주항공,TAG,정기,여객,10355,40,27,0,0,0,107669,필리핀,팡라오,아시아,
2024,2,JJA,7C,제주항공,TAO,정기,여객,4031,1,260,13553,417,0,41509,중국,칭다오,아시아,
2024,2,JJA,7C,제주항공,TPE,정기,여객,5284,8,21,18484,0,0,51004,대만,타이베이,아시아,
2024,2,JJA,7C,제주항공,UBN,정기,여객,1881,22,265,1961,0,168,34691,몽골,울란바토르,아시아,
2024,2,JJA,7C,제주항공,VTE,정기,여객,4693,5,64,1478,0,504,48941,라오스,비엔티안,아시아,
2024,2,JJA,7C,제주항공,WEH,정기,여객,3742,9,206,9899,39,0,49827,중국,웨이하이,아시아,
2024,2,JJA,7C,제주항공,YNJ,정기,여객,3681,5,80,0,0,0,50458,중국,옌지,아시아,
2024,2,JJA,7C,제주항공,YNT,정기,화물,0,0,0,253242,690,0,0,중국,옌타이,아시아,
2024,2,JJA,7C,제주항공,YNT,정기,여객,3435,5,272,4450,800,0,42009,중국,옌타이,아시아,
2024,2,JNA,LJ,진 에어,BKI,정기,여객,4909,11,37,3405,0,35,51903,말레이시아,코타키나발루,아시아,
2024,2,JNA,LJ,진 에어,BKK,정기,여객,10435,22,157,245846,0,5379,112480,태국,방콕,아시아,
2024,2,JNA,LJ,진 에어,CEB,정기,여객,5061,33,115,5553,0,7,51889,필리핀,라푸라푸,아시아,
2024,2,JNA,LJ,진 에어,CNX,정기,여객,4904,9,17,0,0,0,48270,태국,치앙마이,아시아,
2024,2,JNA,LJ,진 에어,CRK,정기,여객,4630,12,203,4958,0,20,61493,필리핀,앙헬레스,아시아,
2024,2,JNA,LJ,진 에어,CTS,정기,여객,13613,11,10,2,0,2,132614,일본,삿포로,아시아,
2024,2,JNA,LJ,진 에어,CXR,정기,여객,9902,65,101,0,0,0,96520,베트남,나트랑,아시아,
2024,2,JNA,LJ,진 에어,DAC,부정기,여객,409,4,0,0,0,0,18817,방글라데시,다카,아시아,
2024,2,JNA,LJ,진 에어,DAD,정기,여객,10462,34,167,4564,0,0,93569,베트남,다낭,아시아,
2024,2,JNA,LJ,진 에어,FUK,정기,여객,15971,65,32,0,0,0,129582,일본,후쿠오카,아시아,
2024,2,JNA,LJ,진 에어,GUM,정기,여객,4897,81,9,0,0,0,50921,괌,괌,오세아니아,
2024,2,JNA,LJ,진 에어,GUM,부정기,여객,4565,62,1,0,0,0,45266,괌,괌,오세아니아,
2024,2,JNA,LJ,진 에어,HKT,정기,여객,4775,24,87,15,0,15,47542,태국,푸껫,아시아,
2024,2,JNA,LJ,진 에어,KIX,정기,여객,29373,47,49,105009,0,4397,227926,일본,오사카,아시아,
2024,2,JNA,LJ,진 에어,KIX,부정기,여객,376,0,0,0,0,0,2838,일본,오사카,아시아,
2024,2,JNA,LJ,진 에어,KKJ,정기,여객,4771,10,2,0,0,0,42296,일본,기타큐슈,아시아,
2024,2,JNA,LJ,진 에어,MFM,정기,여객,4639,20,90,115,0,0,48147,마카오,마카오,아시아,
2024,2,JNA,LJ,진 에어,NGO,정기,여객,10003,20,36,40,0,40,95233,일본,나고야,아시아,
2024,2,JNA,LJ,진 에어,NRT,정기,여객,29878,30,77,139410,0,10198,266983,일본,도쿄,아시아,
2024,2,JNA,LJ,진 에어,NRT,부정기,여객,184,0,0,0,0,0,1980,일본,도쿄,아시아,
2024,2,JNA,LJ,진 에어,OKA,정기,여객,5131,103,19,0,0,0,45422,일본,오키나와,아시아,
